PROJECT_TYPE	BLKLOT	NAMEADDR	alias	BESTDATE	BESTSTAT	Entitlement	UNITS	UNITSNET	PLN_CASENO	PLN_DESC	BP_APPLNO	PROPUSE	BP_DESC	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	RET	MIPS	CIE	MED	PDR	VISIT	NET_GSF	NET_CIE	NET_MED	NET_MIPS	NET_PDR	NET_RET	NET_VISIT	FILEDATE	NEIGHBORHOOD	ZONING_GEN	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	APPLICANT	CONTACT	Geography
Resident	5991001	300-308 UNIVERSITY ST.		08/28/2014	PL FILED	false	4	4	2014.1345	New construction of four single-family dwellings on four vacant lots.				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/28/2014	Visitacion Valley	Public	P	PUBLIC	OS	Jeremy  Schaub	Jeremy  Schaub	(37.720030999999999, -122.411582)
Resident	3549041	315 SOUTH VAN NESS AV		07/18/2014	BP FILED	false	4	4			201407181625	APARTMENTS	ADD 3 STORIES OF RESIDENCES ON TOP WEST THIRD OF (E) BLDG. SEE TABLE OF AREAS A-0.02. FLOOR 1: (N) F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Mission	Mixed Use	UMU	URBAN MIXED USE	50-X			(37.768286000000003, -122.417753)
Mixres	6517022	2881 MISSION ST		12/04/2012	BP FILED	true	4	2	2014.0001	Variance request to the rear yard requirement to accomodate the change of density from two units to four over commercial use in NCT.	201212045418	APARTMENTS	IN 2ND FLOOR CONVERT EXTG RESIDENTIAL UNIT INTO 2 ONE BEDROOM UNITS. IN 3RD FLOOR MODIFY EXTG BEDROO	0	0	1484	220	873	0	0	391	0	-1010	0	0	-1010	0	0	0	01/02/2014	Mission	Neighborhood Commercial	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	55-X	Dianda Bros Investments	Gordon Atkinson	(37.750967000000003, -122.41841100000001)
Mixres	3651017	3820 24TH STREET		10/31/2014	CONSTRUCTION	true	4	4	2012.0923	New construction of a five-story mixed-use building.  Rear Yard Variance	201207265893	APARTMENTS	ERECT 4-STORY TYPE V RESIDENTIAL OVER 1 COMMERCIAL BLDG.	0	0	3030	0	3030	0	0	0	0	3030	0	0	3030	0	0	0	07/19/2012	Noe Valley	Mixed Use	NCD	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	Reza Khoshnevisan	Reza Khoshnevisan	(37.751907000000003, -122.427988)
Resident	4022022	685 FLORIDA ST		10/27/2014	CONSTRUCTION	true	4	4	2012.1312	6 story, 4 dwelling units, 68 foot height	201209200274	APARTMENTS	ERECT 6 STORIES, TYPE 3, 4 RESIDENTIAL APTS BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/25/2012	Mission	Mixed Use	UMU	URBAN MIXED USE	68-X			(37.760708000000001, -122.410678)
Resident	1118003	930 BAKER ST		07/30/2014	BP FILED	false	4	4	2014.0398	Section 134 rear yard variance for placement of garage in rear yard fronting St. Joseph's. Add to new units to existing 2 unit building	201407302554	APARTMENTS	ERECT 3-STORY, 4 DWELLING UNITS WITH 1 BASEMENT, TYPE 5, BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/15/2014	Western Addition	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	25-X	Ernie Selander	Ernie Selander	(37.779857999999997, -122.441582)
Resident	5640010	965 POWHATTAN AV		05/21/2014	BP FILED	false	4	4			201405216382	1 FAMILY DWELLING	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.741329999999998, -122.41070499999999)
Resident	3594009	2374 FOLSOM ST		05/10/2012	CONSTRUCTION	true	4	2	2007.1209	CONVERT EXISTING 3-STORY 2-UNIT RESIDENTIAL BUILDING W/ 2 OFF-STREET PARKING SPACES TO 4-STORY 4-UNIT RESIDENTIAL BUILDING W/ 4 OFF-STREET PARKING SPACES.	200701292823	APARTMENTS	VERTICAL AND HORIZONTAL EXTENSION TO CONVERT A 3 STORY 2 UNIT RESIDENTIAL BUILDING INTO A 4 STORY 4 UNTS CONDEMINIUM BLDG WITH INTERNAL REMODELING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/16/2007	Mission	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	55-X			(37.759346000000001, -122.415088)
Resident	3598028	651 DOLORES ST		12/12/2013	PL APPROVED	true	4	4	2011.1385	Convert vacant church into four residential dwelling units.  Maintain existing exterior structure historic integrity with minor changes.  Convert basement into a garage.				0	0	0	0	0	0	0	0	0	2000	2000	0	0	0	0	0	06/21/2013	Mission	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	John Goldman	John Goldman	(37.758873199999996, -122.42563850000001)
Mixres	3654040	3904 24TH ST		05/30/2014	PL FILED	false	4	1	2013.0761	Conditional Use and Variance request for the alteration and expansion of an existing non-complying structure.				0	0	2397	2397	0	0	0	0	0	100	0	0	0	0	100	0	05/30/2014	Noe Valley	Mixed Use	NCD	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	Joseph Butler	Joseph Butler	(37.751522000000001, -122.429472)
Resident	3534020	21 ROSEMONT PL		07/23/2014	PL FILED	false	4	3	2014.1145	RENOVATE (E) 2 STORY SINGLE FAMILY HOME TO (4) UNIT - 4 STORY BUILDING OVER BASEMENT/GARAGE WITH (3) PARKING SPACES.				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/23/2014	Mission	Residential	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	Curtis Hollenbeck	Curtis Hollenbeck	(37.768805, -122.42544100000001)
Resident	3634025	25 ALVARADO ST		10/22/2014	BP FILED	false	4	1	2014.1591	Variance and Conditional Use requests to legalize an existing dwelling unit within the rear yard.	201410229595	1 FAMILY DWELLING	LEGALIZE EXISTING UNPERMITTED DWELLING UNIT LOCATED ON 2ND FLOOR OF GARAGE STRUCTURE IN THE REAR OF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/16/2014	Mission	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	Kevin Clarke	Jace Levinson	(37.754196289799999, -122.42190476099999)
Resident	4209017	2830 24TH ST		07/11/2012	BP FILED	false	4	3	2006.0934	CONSTRUCT FOUR RESIDENTIAL UNITS AND ONE COMMERCIAL RETAIL/LAUNDROMAT WITHOUT PARKING 161(J)	201207114624	APARTMENTS	HORIZONTAL & VERTICAL ADDITION TO EXISTING BLDG. ADDITIONAL 3 UNITS TO THE EXISTING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/10/2006	Mission	Neighborhood Commercial	NCT	24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT	45-X	Samuel Kwong	Samuel Kwong	(37.752974000000002, -122.40875699999999)
Resident	6531022	353 SAN JOSE AV		03/17/2015	CONSTRUCTION	true	4	3	2010.1040	Demolish existing single-family dwelling and construct new 4-unit residence.	200712120285	APARTMENTS	CONSTRUCTION OF FOUR-STORY FOUR DWELLING UNITS.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/01/2010	Mission	Residential	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X			(37.749704999999999, -122.42118000000001)
Resident	1050006A	1825 AND 1827 SCOTT STREET		10/23/2013	PL APPROVED	true	4	2	2013.0436	Convert two existing side by side single family residences into two, two family residences. At each residence the rear portion of the existing ground floor space will be converted & expanded to house the new apartments.				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/09/2013	Western Addition	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	Patrick Perez	Patrick Perez	(37.786737000000002, -122.438722)
Resident	0103021	146  JASPER PLACE		06/24/2013	PL FILED	false	4	2	2013.0846	Construction of a new two unit residential building				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/24/2013	North Beach	Residential	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X	Peter Wilson	Peter Wilson	(37.801190699999999, -122.4085031)
Resident	1219008	1122 PAGE ST		05/31/2011	BP ISSUED	true	4	1	2010.0114	ADD 1 ADDITIONAL UNIT.  4 UNITS TOTAL.	201003037492	APARTMENTS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/23/2010	Haight Ashbury	Residential	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X	Troy Kashanipour	Troy Kashanipour	(37.772165000000001, -122.439365)
Resident	0851012	226 - 228 HAIGHT ST		09/23/2011	PL APPROVED	true	4	1	2011.0484	Request for rear yard and exposure variances to add a dwelling unit to an existing three-unit residential building and to add off-street parking to the building.	201105035210	APARTMENTS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/10/2011	Western Addition	Residential	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	Kurt Friede	Shawn  Gorman	(37.772858900000003, -122.426785)
Mixres	7138056	115 PLYMOUTH AV		08/15/2014	PL FILED	false	4	2	2014.1204	Demolition of two-family dwelling and construction of four-family dwelling.				0	0	1050	1050	0	0	0	0	0	1050	0	0	0	0	1050	0	08/15/2014	Ocean View	Mixed Use	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	David Madfes	David Madfes	(37.711708000000002, -122.455883)
Mixres	3794024	144 KING ST		04/01/2015	CONSTRUCTION	true	4	4	2004.1326	To demolish a non-contributing building in South End HD and construct new 131-room hotel with ground floor retail and no off-street parking. Seeking variances for parking and for restrictions on bay window dimensions (Sections 151 and 136).	201306280783	TOURIST HOTEL/MOTEL	ERECT 12 STORIES OF HOTEL WITH A RESTAURANT & 132 GUEST ROOMS.	0	0	70000	0	0	0	0	0	70000	64345	0	0	0	-5655	0	70000	06/21/2005	South of Market	Mixed Use	MUO	MIXED USE-OFFICE	105-F	David  Levy	David  Levy	(37.778734, -122.391289)
Resident	0935024	2429 CHESTNUT ST		09/06/2013	BP FILED	false	4	2			201309066225	APARTMENTS	CONVERT UNIT 2429 FROM 1 UNIT INTO 3 UNITS. NO CHANGE TO UNIT 2431.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Marina	Mixed Use	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X			(37.799871000000003, -122.443268)
Resident	0869007	127 BUCHANAN ST		08/07/2012	BP FILED	false	4	4			201208076803	APARTMENTS	TO ERECT 4 STORIES, 4 UNITS RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Western Addition	Residential	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X			(37.770983999999999, -122.42720799999999)
Resident	4645018	860 INNES AV		06/24/2013	BP ISSUED	true	4	4	2004.1311	Construct a vertical addition to accommodate three DUs, convert ground floor to a three-car garage, and change ground floor use from business to retail in an NC-2 (Small-Scale Neighborhood Commercial) District and a 40-X Height and Bulk District.	200402267273	APARTMENTS	ADD 2 NEW FLOORS TO (E) STRUCTURE.RECONFIGURE (E)SPACE W/NEW ADDED SPACE TO CREATE 1 COMM'L SPACE,	0	0	0	0	0	0	0	0	0	-2560	0	0	0	-2560	0	0	12/06/2004	Bayview	Mixed Use	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X			(37.731973000000004, -122.37538499999999)
Resident	6763001	95 NORDHOFF ST		10/10/2014	PL FILED	false	4	3	2014.1490	Demolish an existing single-family home, subdivide parcel into four parcels, and construct four three-story single-family homes.				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/10/2014	Outer Mission	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	Anthony Pantaleoni	Tony Pantaleoni	(37.734254399800001, -122.441332702)
Mixres	3656010	4024 24TH ST		05/20/2014	BP FILED	false	4	2	2014.1426	Conditonal Use Authorization to expand an existing bar in excess of the principally permitted use size.	201405206229	APARTMENTS	RENOVATION OF (E) MIXED-USE BLDG: REPAIR FIRE DAMAGE THROUGHOUT, STRUCTURAL UPGRADE, HORIZONTAL ADDI	0	0	4194	4194	0	0	0	0	0	886	0	0	0	0	886	0	09/18/2014	Noe Valley	Mixed Use	NCD	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X			(37.751303, -122.432152)
Resident	0665002	1551  FRANKLIN ST		06/30/2014	BP ISSUED	true	4	1	2011.0262	add 1 additional residential unit to a 3-unit 3.5 story building.	201106228677	APARTMENTS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/25/2011	Western Addition	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	130-E	Marc Ojanen	Marc Ojanen	(37.788964999999997, -122.423985)
Resident	1738021	1126 IRVING ST		08/21/2014	BP FILED	false	4	4			201408214436	APARTMENTS	TO ERECT 4 STORIES, 3 UNITS RESIDENTIAL WITH RETAIL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Sunset	Mixed Use	NCD	INNER SUNSET NEIGHBORHOOD COMMERCIAL	40-X			(37.763829999999999, -122.469674)
Resident	0754012	1022 PIERCE ST		02/27/2015	BP ISSUED	true	4	2	2013.0532		201303222896	APARTMENTS	BUILDING CURRENTLY LEGAL FOR 2 UNITS BUT USED AS A 3-UNIT APT. LEGALIZE ONE (E) UNIT & ADD 1,188 SQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Western Addition	Residential	RM-3	RESIDENTIAL- MIXED, MEDIUM DENSITY	40-X			(37.779564700000002, -122.4353163)
Resident	1435017	3932 GEARY BL		07/08/2011	BP FILED	false	4	2			201107089769	APARTMENTS	EXISTING TWO OFFICE UNITS ON 3RD FL TO BE CONVERTED BACK TO RESIDENTIAL USE. NEW STUD WALLS AS SHOWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Richmond	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X			(37.781447, -122.46167800000001)
Resident	1524039	5617 GEARY BL		10/31/2014	BP FILED	false	4	4			201410310450	APARTMENTS	DIVIDE INTO TWO STORY IN EXISTING BUILDING, ADDITIONAL TWO STORIES ADD ON BECOME 4 STORY BUILD. 2ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Richmond	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X			(37.780008145799997, -122.479797921)
Resident	6692002	3808 MISSION ST		01/20/2011	BP FILED	false	4	2			201101208700	APARTMENTS	TO CORRECT VIOLATION#201066546 AND TO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Mixed Use	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X			(37.735720700000002, -122.4246179)
Resident	0516028A	136 PIXLEY ST		01/29/2013	CONSTRUCTION	true	4	4	2011.0054		201009080449	2 FAMILY DWELLING	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Marina	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.798629200000001, -122.43474310000001)
Resident	1179024A	1631 MCALLISTER ST		12/09/2014	BP ISSUED	true	4	4	2014.0226	Construction of four-story 6,527 sf building containing four residences and four vehicle parking spaces.	201311041047	2 FAMILY DWELLING	ERECT NEW 4-UNIT RESIDENTIAL BLDG	0	0	0	0	0	0	0	0	0	-7000	-7000	0	0	0	0	0	02/12/2014	Western Addition	Mixed Use	NCD	DIVISADERO STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X			(37.777768000000002, -122.438672)
Resident	0686040	1656 POST ST		09/23/2014	BP FILED	false	4	4			201409237117	APARTMENTS	CHANGE OF USE: CONVERTING (E) 2ND FLOOR RETAIL SPACE (3,475 SF) TO FOUR RESIDENTIAL APARTMENT UNITS.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Western Addition	Mixed Use	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	50-X			(37.785772000000001, -122.428996)
Resident	3637010	1150 SOUTH VAN NESS AV		05/20/2014	BP APPROVED	true	3	1			201307252822	APARTMENTS	INSTALL NEW DWELLING UNIT IN EMPTY GROUND FL STORAGE PARKING AREA. REMOVE EXISTING GARAGE DOOR AND R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Mission	Residential	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	40-X			(37.754814000000003, -122.41658099999999)
Resident	1152018	1880 GOLDEN GATE AV		12/23/2014	BP ISSUED	true	3	2			201210041365	APARTMENTS	HORIZONTAL & VERTICAL ADDITION.  4 STORIES OVER BASEMENT. CONVERT SINGLE FAMILY DWELLING TO 3 FAMILY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Western Addition	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.778579000000001, -122.44152800000001)
Resident	1456003	423 24TH AV		05/15/2014	BP FILED	false	3	2			201405155866	APARTMENTS	REMODEL OF THE ENTIRE RES'D BLDG TO CONVERT A ONE UNIT RES'D BLDG INTO A THREE DWELLING UNIT RES'D B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Richmond	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.781627, -122.48370799999999)
Resident	4003006	238 MISSOURI ST		11/05/2014	BP ISSUED	true	3	1			201310038371	APARTMENTS	4TH STORY ADDITION, 2 STORY ADDITION W/ROOF DECK AT REAR YARD, ADDITION OF 3RD UNIT AT 1ST FLR(BASEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Potrero Hill	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.763325000000002, -122.396542)
Resident	0798010	940 GROVE ST		06/14/2012	BP APPROVED	true	3	3	2010.0009	Demolish existing school use building, remodel the existing historic portion of the building and create four subdivided lots with three new single-family dwellings.	201109144613	1 FAMILY DWELLING	Multiple Permits	0	0	0	0	0	0	0	0	0	-10000	-10000	0	0	0	0	0	01/11/2010	Western Addition	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	David Cincotta	David Cincotta	(37.776879999999998, -122.432756)
Resident	1185026	1681 FULTON ST		03/13/2015	CONSTRUCTION	true	3	2	2013.0901	Remodel 1 single family home and construct 3 unit, 4-story building with a deck.	201307313252	APARTMENTS	HORIZONTAL & VERTICAL ADDITION. RENOVATE (E) SINGLE FAMILY, 2-STORY HOME TO 3 UNITS, 4-STORY BUILDIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/27/2013	Haight Ashbury	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	Curtis Hollenbeck	Curtis Hollenbeck	(37.775984000000001, -122.44437000000001)
Resident	1216005	1052 OAK ST		02/28/2013	BP FILED	false	3	1			201302281214	APARTMENTS	REMODEL (E) BLDG AT THE REAR OF 1052 OAK ST. DIVIDE (E) (5) BEDROOM INTO (3) SEPARATE UNITS & ADD 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Western Addition	Mixed Use	NCD	DIVISADERO STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X			(37.773434000000002, -122.43672599999999)
Resident	3636027	1181 VALENCIA ST		03/10/2014	BP FILED	false	3	1			201403100278	APARTMENTS	REMODEL & LEGALIZE RESIDENTIAL 3RD UNIT AT THE GROUND FLOOR. COMPLIANCE WITH ORDINANCE NO. 155-13 NO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Mission	Neighborhood Commercial	NCT	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	55-X			(37.754024000000001, -122.42100000000001)
Resident	4145012	2356 BRYANT ST		10/31/2014	BP ISSUED	true	3	1			201311273026	APARTMENTS	2 STORY REAR ADDITION. CONVERT 1ST FLOOR USABLE AREA INTO NEW RESIDENTIAL UNIT & EXPAND INTO GARAGE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Mission	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.756715, -122.40940999999999)
Resident	5673003	322 COLERIDGE ST		12/05/2014	BP FILED	false	3	1			201412053178	APARTMENTS	LEGALIZE ILLEGAL UNIT AT GARAGE LEVEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.741581621800002, -122.421343865)
Resident	3650028	1155 CHURCH ST		03/13/2015	CONSTRUCTION	true	3	1			201401146235	APARTMENTS	CHANGE OF USE TO CONVERT LOWER FLR OF LOWER UNIT INTO AN (E) 2 UNIT BUILDING INTO A 3RD UNIT. SCOPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Noe Valley	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.752355000000001, -122.42709000000001)
Resident	1732037	1236 19TH AV		02/07/2014	BP FILED	false	3	2			201402078043	APARTMENTS	CONVERT SINGLE FAM RESIDENCE INTO 3 UNITS, ADD 3RD FLOOR & REAR YARD ADDITION. EACH UNIT HAS 1 KITCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Sunset	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.764631999999999, -122.477245)
Resident	2362019	2332 TARAVAL ST		01/28/2014	BP FILED	false	3	1			201401287236	APARTMENTS	WORK ON SECOND FLR. CHANGE DANCE STUDIO INTO ONE RESIDENTIAL UNIT.  APPLY FOR PARKING REDUCTION. SIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Parkside	Mixed Use	NCD	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X			(37.742198000000002, -122.49094100000001)
Resident	0105065	377 FILBERT ST		08/21/2013	PL FILED	false	3	2	2013.1169	Proposes to renovate and restore the cottage with no expansion of the existing building envelope. The project would also construct a new 15,873 sq. ft. residential bldg. with three new three-story dwelling units & 4 parking spaces in a shared basement ga		APARTMENTS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/21/2013	North Beach	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	Theodore	Chris Fol	(37.801653100000003, -122.4058114)
Resident	3625011A	3932 23RD ST		07/29/2013	BP FILED	false	3	1			201307292931	APARTMENTS	REMODEL STORAGE AREA BEHIND GARAGE TO NEW  STUDIO APARTMENT. ADD TUB/ SHOWER AT EXTG 1/2 BATH.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Noe Valley	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.752997000000001, -122.4302)
Resident	6956014	33 LEO ST		10/28/2014	BP FILED	false	3	1			201410280029	APARTMENTS	LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Mission	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.722554461199998, -122.437255361)
Resident	1265019	1236 ARGUELLO BLVD		05/23/2014	BP FILED	false	3	2			201405236581	APARTMENTS	VERTICAL & HORIZONTAL ADDITIONS TO EXISTING SINGLE FAMILY BLDG, TO CREATE 3 FAMILY BLDG. NEW WINDOW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Sunset	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.76538, -122.457632)
Resident	1080008	1419 BRODERICK ST		02/21/2007	BP FILED	false	3	2			200702214545	APARTMENTS	VERTICAL AND HORIZONTAL ADDITION AND REMODELING FROM ONE FAMILY RESIDENCE TO THREE FAMILY RESIDENCES.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Western Addition	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.783467999999999, -122.441515)
Resident	4004024	251 ARKANSAS ST		05/29/2014	CONSTRUCTION	true	3	2	2009.1165	New construction of a 4-story, 3-unit residential building as a demolition replacement for the existing single-family home (2009.0583D).	200905208827	APARTMENTS	TO ERECT 3 STORY, 3 FAMILY DWELLING OVER BASEMENT GARAGE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/23/2009	Potrero Hill	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.763095, -122.398348)
Resident	1412030	5921 CALIFORNIA ST		11/18/2014	BP FILED	false	3	1			201411181853	APARTMENTS	LEGALIZED EXISTING GROUND FLOOR UNIT, 2 BEDROOMS, KITCHEN, LIVING/DINING AND FULL BATH.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Richmond	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.7838284093, -122.481109641)
Resident	4004034	1451 MARIPOSA ST		06/11/2014	BP ISSUED	true	3	1			201302250862	APARTMENTS	LEGALIZE (E) DWELLING UNIT, PROVIDE (N) SMOKE DETECTORS. REPLACE (E) OUTLETS IN KITCHEN, REPLACE (E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Potrero Hill	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.763567000000002, -122.39812499999999)
Resident	0119025	1812 TAYLOR ST		07/13/2011	BP ISSUED	true	3	1	2010.0786	Add dwelling unit on ground floor with no expansion of the building	200709193055	APARTMENTS	SITE PERMIT: ADD 3RD UNIT AT GROUND FLOOR ~450 SF. 3 PARKING SPACES PROVIDED IN GARAGE. MECH & PLUMB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/08/2010	Russian Hill	Residential	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	40-X			(37.799124599999999, -122.4138928)
Resident	6472022	5875 MISSION ST		12/31/2013	BP FILED	false	3	2			201312315336	1 FAMILY DWELLING	HORIZONTAL & VERTICAL ADDITION, ADD THREE STORIES TO EXISTING SINGLE STORY STRUCTURE. CONVERT EXISTI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Crocker Amazon	Mixed Use	NCD	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X			(37.708751999999997, -122.452123)
