PROJECT_TYPE	BLKLOT	NAMEADDR	ENTITLED	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLE_NET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANT_NET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	YEAR_	QTR	YEAR_QTR	PD	SD	PLANAREA	PDA	Location 1
Resident	7138038A	159 SADOWA ST	TRUE	BP APPROVED	12/13/2017 12:00:00 AM	2	1	0	0						LEGALIZE UNIT ON 1ST FLOOR WITH KITCHEN, 2 FULL BATH, 2 BEDROOM, LIVING ROOM, 1 SOCIAL ROOM & FOYER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	13 - Ingleside	11		Rest of the City	(37.71204821610, -122.45783084800)
Resident	459007	1598 BAY ST	TRUE	CONSTRUCTION	12/28/2017 12:00:00 AM	28	28	0	0	Fee Payment			2014-003157PRJ	To permit the conversion of a former Gas Station that is currently a vacant and underutilized lot into a four story 40' high residential building consisting of 28 units and 42 parking spots.	"TO ERECT 4 STORIES, 1 BASEMENT, 28 UNITS RESIDENTIAL & COMMERCIAL BUILDING.
** MAHER: N/A **"	0	-440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-440	0	0	0	0	0	0	0	0	BBENDIX	Presidio Development Partners	Mark Conroe	415-431-6506	2017	Q4	2017_Q4	2 - Marina	2		Rest of the City	(37.80337066980, -122.43305160600)
Resident	6617018	1599 DOLORES ST	FALSE	BP FILED	02/22/2016 12:00:00 AM	3	1	0	0				2016-002913PRJ	ALTERED SITE TO #2013-0724-2652(S). CONVERT LOWER LEVEL OFFICE SPACE TO RESIDENTIAL UNIT. REMODEL 2 (E) UNITS. ROOF DECK. SPRINKLER UNDER SEPARATE PERMIT. NEW CURB CUT @ RELOCATIONG GARAGE. REMOVE OLD CURB CUT.	"ALTERED SITE TO #2013-0724-2652(S). CONVERT LOWER LEVEL OFFICE SPACE TO RESIDENTIAL UNIT. REMODEL 2 (E) UNITS. ROOF DECK. SPRINKLER UNDER SEPARATE PERMIT. NEW CURB CUT @ RELOCATIONG GARAGE. REMOVE OLD CURB CUT.


"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TKENNEDY	WANG YING YING	WANG YING		2017	Q4	2017_Q4	7 - Central	8	Mission District Streetscape Plan	Mission-San Jose Corridor	(37.74398458510, -122.42401833500)
Resident	156036	160 BERNARD ST	TRUE	CONSTRUCTION	10/02/2017 12:00:00 AM	2	2	0	0						ERECT 4 STORIES FOR  2 DWELLING UNITS.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NFOSTER				2017	Q4	2017_Q4	3 - Northeast	3		Downtown-Van Ness-Geary	(37.79632821300, -122.41605980400)
Resident	2690008	160 CASELLI AV	FALSE	BP FILED	01/17/2017 12:00:00 AM	2	1	0	0				2016-010185PRJ	Demolition of an existing 2-story, single family home. Construction of a new 3-story building with two residential unit.	ERECT 3-STORY, TYPE 5-B, 0 BASEMENT, 2 FAMILY DWELLING UNITS BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VFLORES	Designpad Architecture	Patrick Perez	4153707269	2017	Q4	2017_Q4	7 - Central	8		Rest of the City	(37.75986082670, -122.44221584200)
Resident	3983008	160 CONNECTICUT ST	FALSE	PL FILED	02/03/2017 12:00:00 AM	14	2	0	0				2017-001490PRJ	CONVERT PORTION OF STORAGE SPACE INTO (2) DWELLING UNITS FOR A TOTAL OF (14) UNITS. UNITS TO BE WITHIN THE (E) BUILDING ENVELOPE PER ORDINANCE 162-16. REFER TO PA #2016-1118-3152 FOR SFT STORY RETROFIT.	CONVERT PORTION OF STORAGE SPACE INTO (2) DWELLING UNITS FOR A TOTAL OF (14) UNITS. UNITS TO BE WITHIN THE (E) BUILDING ENVELOPE PER ORDINANCE 162-16. REFER TO PA #2016-1118-3152 FOR SFT STORY RETROFIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	Syncopated Architecture		4155589843	2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.76427615300, -122.39797107500)
Mixed	3784025	160 GILBERT ST	FALSE	PL FILED	05/24/2016 12:00:00 AM	0	0	0	0				2016-006839PRJ	Change of use from office to Medical Cannabis Dispensary (Delta 11, Inc.)		4160	2080	0	0	0	0	2080	2080	2080	0	-2080	0	0	0	0	2080	2080	0	0	0	0	0	0	0	0	RSUCRE	Delta 11, Inc.			2017	Q4	2017_Q4	9 - South of Market	6	Western SoMa (EN)	Eastern Neighborhoods	(37.77277219290, -122.40207320500)
Retail/Ent	595002	1600 JACKSON ST	FALSE	PL FILED	05/24/2016 12:00:00 AM	0	0	0	0				2016-000378PRJ	Proposal to provide an approximately 19,450 square foot 365 Whole Foods Market grocery store within an existing, vacant, ground-floor retail space.		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Reuben, Junius, and Rose, LLP		4155679000	2017	Q4	2017_Q4	3 - Northeast	3		Downtown-Van Ness-Geary	(37.79441164610, -122.42178977000)
Mixres	6935001	1601 - 1635 OCEAN AV	FALSE	PL FILED	12/11/2013 12:00:00 AM	31	31	4	4				2009	The proposed project would demolish five commercial buildings and construct a new four-story building containing 48 dwelling units, 8,114 square-feet of retail space, and 48 off-street parking spaces. PROJECT REVISED 5//13: 1649 Ocean Avenue (parcel 027)		33275	15454	0	15082	15082	0	0	0	0	0	0	0	0	0	17821	18193	372	0	0	0	0	0	0	0	0	MBOUDREA				2017	Q4	2017_Q4	13 - Ingleside	7	Ocean Avenue Corridor Design; Balboa Park	Balboa Park	(37.72429779210, -122.45937730700)
Mixres	3505001	1601 - 1637 MARKET ST / 53 COLTON ST	TRUE	PL Approved	10/20/2017 12:00:00 AM	584	584	107	107				2015-005848PRJ	"The proposed project is redevelopment of site for a mixed-use, mixed-income project, including a supportive affordable housing building. New units include 107 affordable, supportive housing efficiency units. ""Other"" use is the Local 38 Plumbers Union hal"		36571	36571	0	0	0	0	0	0	0	27296	27296	0	0	0	0	9275	9275	0	0	0	0	0	0	0	0	VBYRD	Strada Brady, LLC		4152724387	2017	Q4	2017_Q4	8 - Mission	6	Market and Octavia; Market Octavia Living Alleys; The Market Street Hub Project	Market & Octavia	(37.77389146360, -122.42002993000)
Mixres	4005001B	1601 - 1677 MARIPOSA ST / 485 CAROLINA	TRUE	CONSTRUCTION	12/29/2017 12:00:00 AM	154	154	0	0				2012	The proposed project would involve demolition of an existing 1-story industrial buildings and  bus repair shop and the construction of a new mixed-use project with 316 dwelling-units, 8,823 sf ft. of commercial space, and 261 off-street parking spaces.	"TO ERECT 4 STORIES, 1 BASEMENT, TYPE VA & IA, 154 UNITS RESIDENTIAL WITH COMMERCIAL & PARKING.
"	9555	-65141	0	0	0	0	0	0	8000	0	-8000	66696	3962	-62734	0	5593	5593	0	0	0	0	0	0	0	0	CTOWNES				2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.76293307320, -122.39899152900)
Resident	4006006	1601 - 1677 MARIPOSA ST / 485 CAROLINA	TRUE	BP ISSUED	09/12/2016 12:00:00 AM	145	145	60	60	On-site BMR Project	50% AMI;	Rental	2012	The proposed project would involve demolition of an existing 1-story industrial buildings and  bus repair shop and the construction of a new mixed-use project with 316 dwelling-units, 8,823 sf ft. of commercial space, and 261 off-street parking spaces.	"TO ERECT 4 STORIES, NO BASEMENT, 145 UNITS RESIDENTIAL & COMMERCIAL BUILDING.
** MAHER: EXEMPTED; SEE APPROVAL LETTER FROM DPH ON THE PLANS **"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTOWNES				2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.76323623990, -122.39976097500)
MIPS	6554024	1601 CASTRO ST	TRUE	CONSTRUCTION	11/03/2016 12:00:00 AM	0	0	0	0				2016-001813PRJ	Change of use from vacant Laundromat to Professional Service Office (Graphic Design) with Accessory Retail on the ground floor.	CHANGE OF USE FROM RETAIL LAUNDROMAT TO A CONDITIONAL USE AUTHORIZATION BUSINESS OR PROFESSIONAL SERVICE OFFICE.	1434	0	0	0	0	0	0	0	0	1434	1434	0	0	0	1434	0	-1434	0	0	0	0	0	0	0	0	AHUISMAN	Studio 19, Inc.		4152822536	2017	Q4	2017_Q4	7 - Central	8		Rest of the City	(37.74877184520, -122.43355788700)
Mixres	3514043	1601 MISSION ST	TRUE	BP APPROVED	05/02/2017 12:00:00 AM	220	220	0	0	Fee Payment			2014	Proposing New Construction of a 120' tall building consisting of 11-stories, containing a total of 200 dwelling units, ground floor retail/commercial space, 103 bicycle parking spaces, 2-car share spaces and 93 off-street parking spaces.	ERECT 13 STORIES OF 220 DWELLING MIX USE TYPE 1 CONSTRUCTION.	7097	2668	0	0	0	0	0	0	0	0	0	0	0	0	4429	7097	2668	0	0	0	0	0	0	0	0	TCHANG				2017	Q4	2017_Q4	8 - Mission	6	Market and Octavia; Market Octavia Living Alleys; Downtown; The Market Street Hub Project; Mission Public Life Plan	Market & Octavia	(37.77204073130, -122.41876324900)
Resident	2111001	1601 ORTEGA ST	TRUE	CONSTRUCTION	12/14/2017 12:00:00 AM	2	1	0	0						1ST FLOOR UNIT ADDITION, CONVERT (E) (2) HALF BATH TO FULL BATH, ADD KITCHEN AT HALL AREA, ADD ENTRANCE DOOR AND FIX WINDOWS PER ORDINANCE 162-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	15 - Outer Sunset	4		Rest of the City	(37.75201673560, -122.48083150300)
MIPS	666030	1603 PINE ST	TRUE	CONSTRUCTION	10/27/2017 12:00:00 AM	0	0	0	0						TI CONSTRUCTION & STOREFRONT RENOVATION. CHANGE OF USE FROM RETAIL TO OFFICE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SVELLVE				2017	Q4	2017_Q4	5 - Western Addition	2	Van Ness Corridor	Downtown-Van Ness-Geary	(37.78905014450, -122.42295560600)
Resident	5524029	1604 TREAT AV	TRUE	BP REINSTATED	07/27/2017 12:00:00 AM	1	1	0	0						CONVERT (E) STORAGE TO ADU PER ORD. NO 162-16.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.74471995820, -122.41262131000)
Resident	5934026	161 UNIVERSITY ST	TRUE	CONSTRUCTION	12/19/2017 12:00:00 AM	2	1	0	0				2014-003253PRJ	LEGALIZE 2ND UNIT ON GROUND FLOOR PER ORDINANCE #43-13.	LEGALIZE UNIT ON GROUND FLOOR PER ORDINANCE #43-13.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO		JIANG ZUO PEI & KUANG QUN DI		2017	Q4	2017_Q4	12 - South Central	9		Rest of the City	(37.72796636570, -122.41435223800)
Resident	4353008	1615 INDIANA ST	FALSE	BP FILED	12/30/2016 12:00:00 AM	2	2	0	0						ERECT A 5 STORY TYPE IIA 2 FAMILY DWELLING MIXED USE BUILDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	10 - South Bayshore	10	Dogpatch Public Realm Plan; Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.74983032970, -122.38944485300)
Resident	5556019	162 BREWSTER ST	TRUE	CONSTRUCTION	05/21/2014 12:00:00 AM	1	1	0	0						TO ERECT A NEW 2-STORY, SINGLE FAMILY DWELLING UNIT BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EOROPEZA				2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.74410348790, -122.40739959600)
Resident	2754052	162 GRAND VIEW AV	TRUE	BP REINSTATED	06/01/2016 12:00:00 AM	2	2	0	0				2014-000428PRJ		(FRONT BUILDING) TO ERECT 3 STORIES OF 1 FAMILY DWELLING. SHORING, EXCAVATION AND FOUNDATION ARE UNDER SEPARATE PERMIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHANG TI				2017	Q4	2017_Q4	7 - Central	8		Rest of the City	(37.75550535140, -122.44061512700)
Resident	0495001C	1631 CHESTNUT ST	TRUE	BP ISSUED	11/07/2017 12:00:00 AM	16	1	0	0				2016-011226PRJ	REMODEL (E) REAR PORTION OF GROUND FLOOR TO CREATE NEW 2 BEDROOM ONE BATH DWELLING UNIT. REF PA (SOFT STORY) 201508033119	REMODEL (E) REAR PORTION OF GROUND FLOOR TO CREATE NEW 2 BEDROOM ONE BATH DWELLING UNIT.  REF PA (SOFT STORY) 201508033119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER	Jace Architecture		4154400920	2017	Q4	2017_Q4	2 - Marina	2		Rest of the City	(37.80136665580, -122.43012424900)
Resident	5322032	1631 OAKDALE AV	TRUE	BP ISSUED	11/09/2017 12:00:00 AM	2	2	0	0				2015-014752PRJ	The proposal would demolish the existing vacant one-story shed in the rear of an otherwise vacant lot, and construct a new four-story, 40 foot tall, approximately 4,161 square foot building with two residential dwelling units. The proposal would provide	TO ERECT 4 STORIES, NO BASEMENT, 2 FAMILY DWELLINGS. FULL FIRE SPRINKLER IN BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DISALVOJ				2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.73495235270, -122.39149387300)
Resident	5526005	1634 ALABAMA ST	TRUE	BP APPROVED	02/15/2017 12:00:00 AM	2	1	0	0				2016-000318PRJ	1ST FL. REMODEL STORAGE AREA BEHIND GARAGE & ADD 12'X25' 1 STORY ADDITION W/ROOF DECK @ REAR YARD. REMODEL & ADDITION TO INCLUDE 2 BEDROOMS, BATH, MULTIPURPROSE RM, 2ND FL-EXPAND BATHROOM INTO SOUTH LIGHTWELL, INSTALL (N) DOORS @ (N) REAR DECK.	ADD N UNIT @ 1ST FLR HORIZONTAL ADDITION.REMODEL STORAGE AREA BEHIND GARAGE & ADD 12'X25' 1 STORY ADDITION W/ROOF DECK @ REAR YARD. REMODEL & ADDITION TO INCLUDE 2 BEDROOMS, BATH, MULTIPURPOSE RM, 2ND FL-EXPAND BATHROOM INTO SOUTH LIGHTWELL, INSTALL (N)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SJIMENEZ	NACHURY MAXENCE V MAXENCE	NACHURY MAXENCE V		2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.74627100980, -122.41089103500)
Resident	5526006	1640 ALABAMA ST	FALSE	BP FILED	09/07/2016 12:00:00 AM	2	1	0	0						REAR BLDG. ADDING (1) ACCESSORY DWELLING UNIT PURSUANT TO ORDINANCE 30-15 IN CONJUNCTION W/PREVIOUSLY APPROVED VOLUNTARY SEISMIC UPGRADE (REF, PERMIT #201609077013) (N) UNIT DOES NOT EXTEND BEYOND (E) BUILDING ENVELOPE. SPRINKLER UNDER SEP PERMIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADINASEE				2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.74620255010, -122.41088444200)
Resident	1895034	1642 GREAT HY	FALSE	BP FILED	10/06/2015 12:00:00 AM	1	1	0	0						NEW REAR BUILDING. TO LEGALIZE AN (E) FREE STANDING STRUCTURE TO WHICH A VARIANCE HAS BEEN ALREADY GRANTED.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TKENNEDY				2017	Q4	2017_Q4	15 - Outer Sunset	4	Western Shoreline	Rest of the City	(37.75576577250, -122.50849253300)
Resident	1933008	1649 10TH AV	TRUE	BP FILED	11/03/2015 12:00:00 AM	3	1	0	0				2015-006574PRJ	LEGALIZATION OF 3RD DWELLING UNIT AT THE THIRD FLOOR PER ORD 43-14.	LEGALIZATION OF 3RD FLOOR SPACE (EXISTING PERMITED) TO A ONE BEDROOM, ONE BATH UNIT. PLANT ONE STREET TREE. INSTALL SPRINKLER SYSTEM ON ALL 3 FLOORS & DECKS (WILL FILE SEPARATELY FOR SPRINKLERS).	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO		SUBRAMANIAN RAVINDRAN K STODDA		2017	Q4	2017_Q4	14 - Inner Sunset	7		Rest of the City	(37.75755975620, -122.46726311200)
Resident	5543009	1649 TREAT AV	FALSE	BP FILED	10/26/2015 12:00:00 AM	1	1	0	0						REAR BUILDING. TO ERECT 2 STOIRES, 1 BASEMENT, SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MPUTRA				2017	Q4	2017_Q4	11 - Bernal Heights	9		Rest of the City	(37.74443225600, -122.41225365800)
Resident	5926021	165 - 167 BRUSSELS ST	TRUE	CONSTRUCTION	01/05/2016 12:00:00 AM	2	2	0	0				2007	Demolish existing dwelling unit located on lots 21 & 22, then build 2 separate dwelling units, one on each lot.	ERECT A 3 STORIES SINGLE FAMILY DWELLING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BFU				2017	Q4	2017_Q4	12 - South Central	9		Rest of the City	(37.73003306690, -122.40646287500)
Resident	6973021	165 TARA ST	FALSE	BP Filed	06/01/2017 12:00:00 AM	2	1	0	0						ADD UNIT PER ORDINANCE NO. 162-16 & COMPLY TO NOV#201636153. AT 1ST FLR ADD NEW ACCESSORY DWELLING U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	13 - Ingleside	11		Mission-San Jose Corridor	(37.72047504270, -122.44881812700)
CIE	3512008	1650 MISSION STREET, SUITE 101A	TRUE	PL APPROVED	11/03/2016 12:00:00 AM	0	0	0	0				2016-011198PRJ	Change of use from vacant Limited Restaurant to a Public Office Use (MOEWD Satellite Small Business Services).		976	0	0	976	976	0	0	0	0	0	0	0	0	0	0	0	-976	0	0	0	0	0	0	0	0		City and County of San Francisco, R		4155549876	2017	Q4	2017_Q4	8 - Mission	6	Market and Octavia; Market Octavia Living Alleys; The Market Street Hub Project; Mission Public Life Plan	Market & Octavia	(37.77177764750, -122.41974152000)
Resident	1934029	1658 10TH AV	TRUE	BP FILED	03/27/2017 12:00:00 AM	3	1	0	0				2016-008581PRJ	LEGALIZE (E) ILLEGAL UNIT IN (E) 2 UNIT BUILDING. LEGALIZE (E) KITCHEN UNDER ORD #43-14.	LEGALIZE (E) ILLEGAL UNIT IN (E) 2 UNIT BUILDING. LEGALIZE (E) KITCHEN UNDER ORD #43-14.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMPBELL	HERBERT M W & JUNE F O WONG REVOC R	HERBERT M W & JUNE F O WONG REVOC		2017	Q4	2017_Q4	14 - Inner Sunset	7		Rest of the City	(37.75731445740, -122.46658681800)
Resident	2721075	166 PALO ALTO AV	TRUE	BP ISSUED	04/04/2017 12:00:00 AM	2	1	0	0				2015-012079PRJ	"LEGALIZE (E) UNIT ON LOWER LEVEL (418 SQFT). TWO NEW 24"" BOX TREE TO BE ADDED WITH IN THE PUBLIC RIGHT-OF-WAY. TWO NEW 2'-0""X6'-0"" AREA TO BE DEVOTED TO BICYCLE PARKING. PER UNIT LEGALIZATION ORDINANCE 43-14."	"LEGALIZE (E) UNIT ON LOWER LEVEL (418 SQFT). TWO NEW 24"" BOX TREE TO BE ADDED WITH IN THE PUBLIC RIGHT-OF-WAY. TWO NEW 2'-0""X6'-0"" AREA TO BE DEVOTED TO BICYCLE PARKING. PER UNIT LEGALIZATION ORDINANCE 43-14.
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JIMENEZS		PIMENOVS OLEGS		2017	Q4	2017_Q4	14 - Inner Sunset	7		Rest of the City	(37.75700476160, -122.44980670300)
Resident	5720051	166 PARK ST	FALSE	BP Filed	04/13/2017 12:00:00 AM	2	1	0	0						HORIZONTAL ADD.REAR ADDITION/REMODEL/CONVERT(E) LOWER FLOOR STORAGE(E)2 STORY BLDG INTO NEW RES'L DW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	11 - Bernal Heights	9		Mission-San Jose Corridor	(37.73635542010, -122.42182184900)
CIE	1156013	1660 MCALLISTER ST	FALSE	BP FILED	01/26/2015 12:00:00 AM	0	0	0	0				2015-001323PRJ	COMPLETE CHANGE OF USE FROM GARAGE TO CHURCH. COMPLETE WORK IN BATHROOMS & PULPIT AREA. INSTALL NEW LIGHTING / REMODEL PASTERO'S OFFICE & INSTALL BATHROOM. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED	"COMPLETE CHANGE OF USE FROM GARAGE TO CHURCH. COMPLETE WORK IN BATHROOMS & PULPIT AREA. INSTALL NEW LIGHTING / REMODEL PASTERO'S OFFICE & INSTALL BATHROOM.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SYOUNG		JERUSALEM CHURCH OF GOD IN CHR		2017	Q4	2017_Q4	5 - Western Addition	5		Rest of the City	(37.77795296110, -122.43937038600)
Resident	1158001	1901 GOLDEN GATE AV	FALSE	BP Filed	08/24/2017 12:00:00 AM	1	1	0	0						CONVERT SINGLE CAR GARAGE TO 2 BEDROOM, 1 BATH DWELLING UNIT AND ROOF DECK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	5 - Western Addition	5		Rest of the City	(37.77811781730, -122.44217259100)
Resident	5306008	1664 NEWCOMB AV	FALSE	BP FILED	03/21/2017 12:00:00 AM	3	1	0	0				2017-004300PRJ	TO COMPLY NOV 201638621. LEGALIZE ILLEGAL UNIT UNDER UNIT LEGALIZATION ORD 43-14 AT 1ST LEVEL TO CORRECT NOV 201638621.	TO COMPLY NOV 201638621. LEGALIZE ILLEGAL UNIT UNDER UNIT LEGALIZATION ORD 43-14 AT 1ST LEVEL TO CORRECT NOV 201638621.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		TomCan Construction		4158244869	2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.73617931160, -122.39092037200)
PDR	5253028	1665 GALVEZ AV	TRUE	BP ISSUED	10/06/2016 12:00:00 AM	0	0	0	0						"TO ERECT 1 STORY, NO BASEMENT, WAREHOUSE/STORAGE BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	2200	2200	0	0	0	0	0	0	0	0	0	0	2200	2200	0	0	0	0	0	0	0	0	0	0	0	WINSLOWD				2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.74113952900, -122.38907206300)
Resident	5909023	167 HARVARD ST	TRUE	CONSTRUCTION	10/06/2017 12:00:00 AM	2	1	0	0						"LEGALIZE OF GROUND FLOOR UNIT WITH 2 BEDROOMS, A LIVING ROOM, A KITCHEN AND 2 BATHROOMS AND ONE STUDY PER PLAN. 



"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO				2017	Q4	2017_Q4	12 - South Central	9		Rest of the City	(37.72756082300, -122.42072438600)
Resident	7147040	167 SAGAMORE ST	FALSE	BP FILED	10/28/2016 12:00:00 AM	1	1	0	0						CONSTRUCT (N) (3) STORY SINGLE FAMILY DWELLING UNIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SOUTHWES				2017	Q4	2017_Q4	13 - Ingleside	11		Rest of the City	(37.71094760740, -122.45800305500)
Resident	5419023	1670 ARMSTRONG AV	FALSE	BP FILED	01/11/2016 12:00:00 AM	3	3	0	0				2016-000826PRJ	TO ERECT 4 STORIES OF 3 DWELLING UNIT TYPE 5 CONSTRUCTION.	TO ERECT 4 STORIES OF 3 DWELLING UNIT TYPE 5 CONSTRUCTION.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DISALVOJ	John Zhang		4158893029	2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.72727260860, -122.39370668800)
Resident	5279021	1670 KIRKWOOD AV	FALSE	BP Filed	04/21/2017 12:00:00 AM	3	1	0	0						LEGALIZE (E) UNPERMITTED DWELLING UNIT UNDER ORDINANCE 43-14.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	10 - South Bayshore	10	Bayview Hunters Point	Bayview/Hunters Point Shipyard/Candlestick Point	(37.73911685480, -122.39109891700)
Resident	505015	1671 LOMBARD ST	FALSE	BP Filed	10/26/2017 12:00:00 AM	19	7	0	0						DEMOLISH NON LOAD BEARING WALLS. ADD (7) NEW ADU UNITS. NEW KITCHEN, BATHS, CABINETRY, ELECTRIC & PL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	2 - Marina	2		Downtown-Van Ness-Geary	(37.80036479530, -122.42882628700)
Mixed	3515022	1675 HOWARD ST	FALSE	PL FILED	06/21/2016 12:00:00 AM	0	0	0	0				2016-005739PRJ	"Proposed removal & replacement of (E) first floor windows at Howard Street. Construction of (N) 12'-6"" building on top of (E) parking structure."		19442	2892	0	0	0	0	0	0	0	6049	3200	0	0	0	0	13393	-308	0	0	0	0	0	0	0	0		Centric Construction	Brynn McMillan	4159839520	2017	Q4	2017_Q4	8 - Mission	6	Western SoMa (EN)	Eastern Neighborhoods	(37.77046175340, -122.41717986000)
Resident	1179020	1677 MCALLISTER ST	FALSE	PL FILED	11/15/2016 12:00:00 AM	2	-1	0	0				2016-014752PRJ	Conditional Use Authorization application to permit the removal of a vacant unpermitted studio unit.		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SJIMENEZ	Ann Marie Nemanich		4159393435	2017	Q4	2017_Q4	5 - Western Addition	5		Rest of the City	(37.77735606340, -122.43955703500)
