APN	BESTSTAT	BESTDATE	NAMEADDR	Alias	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	PLN_CASENO	BP_APPLNO	PROPUSE	COST	BP_DESC	PLN_DESC	PROJECT_TYPE	ENTITLEMENT	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPHONE	FirstFiled	PLANNER	PLAN_AREA	PUBLICREALM	STATUS	PLAN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	ZONING	HEIGHT_DISTRICT	NEIGHBORHOOD	Location
APN 0855016	BP FILED	04/07/2016	1700 MARKET ST		42	42	5	5	On-site BMR Project	Ownership	2013	201604074244	APARTMENTS	$6500000.00	CONSTRUCT (N) MIXED-USED BUILDING (APARTMENT & COMMERCIAL)	43 unit,  8 story residential building with ground floor commerical.	Mixres	1	1753	-1647	0	0	0	0	0	0	0	0	1753	-1647	0	0	Warner Schmalz	Warner Schmalz	415-252-7063	08/22/2013	TCHANG	Market and Octavia; Lower Haight Public Realm Plan; Market Octavia Living Alleys	Y	In Progress	Buena Vista	SUPERVISORIAL DISTRICT 5	NCT-3	MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	Mixed Use	NCT-3	85-X	Western Addition	"Y
(37.77295341530, -122.42244714200)"
APN 5297001	BP FILED	12/29/2016	1701 LA SALLE AV		2	1	0	0				201612296139	2 FAMILY DWELLING	$72000.00	LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. UNIT LEGALIZATION ORD 43-14. LEGALIZE 9E) KITCHEN, (2) BATH, & (3) BDRMS. ALL WORK @ GROUND FLR.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/29/2016		Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bayview	(37.73743840960, -122.39080330300)
APN 5312049	BP FILED	04/26/2010	1710 OAKDALE AV		2	1	0	0				201004261017	2 FAMILY DWELLING	$10000.00	ADD ONE UNIT TO (E) SINGLE FAMILY BUILDING. Replace front door and steps, replace rolling up garage door WITH regular garage door. Remove storage at rear OF BUILDING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				04/26/2010	DSANCHEZ	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	C-2	COMMUNITY BUSINESS	Commercial	C-2	40-X	Bayview	(37.73603443840, -122.39233179600)
APN 5418010	BP FILED	11/14/2016	1713 Yosemite Street		6	6	0	0			2016-011486PRJ	201611142542	APARTMENTS	$1500000.00	ERECT 4-STORY, 6 UNITS, TYPE 3-A, NO BASEMENT BUILDING.	"New construction of six residential condo units in an M-1 zone.  The new building is proposed at 52'-0"" in height with four floors of occupancy over garage and commercial (five total floors)."	Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Studio 12 Architecture		4155030212	11/08/2016	MCHRISTE	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	M-1	LIGHT INDUSTRIAL	Industrial	M-1	65-J	Bayview	(37.72783937710, -122.39395473300)
APN 2023004	BP FILED	03/19/2015	1715 26TH AV		2	1	0	0				201503191302	2 FAMILY DWELLING	$45000.00	LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. LEGALIZE & REMODEL (E) ROOM ON THE GROUND FLOOR INCLUDE: 1 BEDROOM, 1 FULL BATHROOM, 1 COOKING & DINING AREA.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/19/2015	NKWIATKO				Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Outer Sunset	(37.75541793210, -122.48434316000)
APN 3532005	PL FILED	07/14/2015	1726 - 1730 MISSION ST		36	36	0	0			2014-002026PRJ			$0.00		Demolition of an existing vacant two (2) story industrial building.  New construction of a six (6) story, 68 ft tall mixed-use building.  Including: ground floor commercial space, an at-grade 29 car parking garage and 36 dwelling units on five (5) storie	Mixres	0	900	-7299	0	0	0	0	0	0	0	-8199	900	900	0	0				11/24/2014	AHUISMAN	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan; Mission Public Life Plan	Y	Adopted	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	UMU	68-X	Mission	"Y
(37.76935930350, -122.42039943000)"
APN 0506036	BP FILED	01/23/2013	1727 LOMBARD ST		14	14	0	0			2012	201301238540	MISC GROUP RESIDNS.	$1.00	TO DUCUMENT CHANGE OF USE UNDER PLANNING CODE SECTION 182 (C). FROM HOTEL TO GROUP HOUSING.	Group housing for post-secondary educational institution (Academy of Art University).   Subject property contains 52 guest rooms and is currently a tourist motel.  Property features split-zoning, with front portion zoned NC-3 (group housing is principall	Resident	0	0	-16000	0	0	0	0	0	0	0	0	0	0	0	-16000	Elisa Stephens	Bob Passmore	415-567-9872	01/31/2012	EWATTY				Marina	SUPERVISORIAL DISTRICT 2	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	Mixed Use	NC-3	40-X	Marina	(37.80032139090, -122.43003137800)
APN 0101004	CONSTRUCTION	12/06/2016	1731 - 1741 POWELL ST		19	18	0	0	Fee Payment		2007	200908124639	APARTMENTS	$10559748.00	PER SF PLANNING MOTION 17797 PERMITTING THE CONVERSION OF EXISTING THEATER TO MIX USE BUILDING WITH RESIDENTIAL CONDOMINIUMS AT THE FOUR UPPER FLOORS. COMMERCIAL UNITS ON 1ST FLOOR AND 1 SUBTERRANEAN FLOOR AS PARKING GARAGE WITH 27 PARKING SPACES.FULL BA	The project would renovate a gutted theater into 3,500 square feet of commercial space and 17 residential condominiums with 20 parking spaces.	Resident	1	0	-15320	0	0	0	0	0	0	0	0	0	-15320	0	0				12/15/2008	TFRYE				Northeast	SUPERVISORIAL DISTRICT 3	NCD	NORTH BEACH NEIGHBORHOOD COMMERCIAL	Mixed Use	NCD-NORTH BEACH	40-X	Russian Hill	(37.80068262360, -122.41128750500)
APN 1186009J	PL FILED	03/03/2016	1735 - 1751 FULTON ST		9	9	0	0			2015-013965PRJ			$0.00			Mixres	0	4340	61	0	0	0	0	0	0	0	0	4340	61	0	0				10/21/2015					Western Addition	SUPERVISORIAL DISTRICT 5	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	NC-1	40-X	Haight Ashbury	(37.77564545540, -122.44544299000)
APN 0520008	CONSTRUCTION	11/03/2016	1738 FILBERT ST		2	1	0	0				201511203266	2 FAMILY DWELLING	$50000.00	PER CITY ORDINANCE 43-14, LEGALIZE EXISTING IN-LAW UNIT IN FRONT DETACHED HOUSE PER ORDINANCE 43-14. NEW KITCHEN AT GROUND FLOOR.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11/20/2015	JIMENEZS				Marina	SUPERVISORIAL DISTRICT 2	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	RH-3	40-X	Marina	(37.79930289610, -122.42815997900)
APN 0855010	BP FILED	10/21/2016	1740 MARKET ST		100	100	12	12			2014	201610210918	APARTMENTS	$15000000.00	TO ERECT 9 STORIES OF 100 DWELLING UNITS WITH ONE COMMERCIAL	The proposed project is to demolish the existing 25,108 square foot commercial building and construct an 9-story, 85-foot tall mixed use building.  The existing building on the 13, 642 square foot subject lot was constructed in 1940.  The proposed new bu	Mixres	1	7630	-17478	0	0	0	0	0	-25108	0	0	7630	7630	0	0				03/18/2014	TCHANG	Market and Octavia; Lower Haight Public Realm Plan; Market Octavia Living Alleys	Y	In Progress	Buena Vista	SUPERVISORIAL DISTRICT 5	NCT-3	MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	Mixed Use	NCT-3	85-X	Western Addition	"Y
(37.77254417690, -122.42310203000)"
APN 0436E013	BP FILED	10/20/2016	1744 NORTH POINT ST		3	1	0	0				201610200847	APARTMENTS	$2000.00	PER ORDINANCE #162-16. ADD DWELLING UNIT TO (E) 2-UNIT BUILDING. SEE REF #201606079348		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/20/2016					Marina	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Marina	(37.80400482300, -122.43599761500)
APN 5312013	BP FILED	06/25/2013	1748 OAKDALE AV		2	1	0	0			2015-003152PRJ	201306250390	2 FAMILY DWELLING	$20000.00	LEGALIZE PRE-EXISTING AS BUILT STRUCTURE - 2 STORY OVER BASEMENT WITH GARAGE.(5 BDROOMS, 2 LIVING RMS, 3 BATHROOMS, 1 KITCHEN, 1 GARAGE)  CONVERT (E) SINGLE FAMILY DWELLING TO TWO FAMILY DWELLINGS UNIT, COMPLY WITH NOV#201033245		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/25/2013	EJARDINE	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bayview	(37.73637340150, -122.39293000000)
APN 6659006	CONSTRUCTION	10/05/2015	1749 DOLORES ST		2	1	0	0				201312305300	2 FAMILY DWELLING	$170000.00	HORIZONTAL FRONT ADDITION ON UPPER CREAT NEW 2ND DWELLING UNIT ON LOWER LEVEL, (NO INCREASE IN SQ FT.) IN EXISTING LIVING SPACE.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/30/2013	ETUFFY	Mission District Streetscape Plan		Adopted	Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bernal Heights	"Y
(37.74162046900, -122.42384630700)"
APN 5559008	PL FILED	12/01/2016	175 BAY SHORE BL		0	0	0	0			2016-006393PRJ			$0.00			PDR	0	11690	8875	0	0	0	0	0	0	11690	8875	0	0	0	0				09/20/2016		Bayview Hunters Point; Bayshore Boulevard			South Bayshore	SUPERVISORIAL DISTRICT 10	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	Industrial	PDR-2	65-J	Bayview	(37.74560431790, -122.40337260600)
APN 5577012	CONSTRUCTION	06/24/2016	175 BREWSTER ST		1	1	0	0				201305157021	1 FAMILY DWELLING	$479000.00	ERECT 4 STORY, TYPE 5, SINGLE FAMILY DWELLING BUILDING.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chad Hami	Chris Fol	577-9885	05/15/2013	MSNYDER				Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Bernal Heights	(37.74367828110, -122.40714723400)
APN 5891004A	BP ISSUED	01/22/2016	175 MAYNARD ST		2	1	0	0				201505287372	2 FAMILY DWELLING	$50000.00	UNIT LEGALIZATION ORDINANCE# 43-14. 1 BEDROOM, 1 BATH, 1 KITCHEN. 1 HOUR CORRIDER THROUGH GARAGE. CEILING FOR FIRE SEPERATION. ENLARGE WINDOW OPENING. REPLACE LIGHTING & ADD CIRCUIT TO KITCHEN.LEGALIZE (E) LIVING ROOM, BEDROOM, KTCHEN AND BATH		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				05/28/2015	CLARKECO				South Central	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Excelsior	(37.72958961990, -122.42660330100)
APN 5312014	BP FILED	02/14/2013	1750 OAKDALE AV		2	2	0	0				201302140247	2 FAMILY DWELLING	$200000.00	TO ERECT 4 STORIES, TWO UNIT RESIDENTIAL BUILDING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				02/14/2013	EJARDINE	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bayview	(37.73641327900, -122.39300037700)
APN 5338018	CONSTRUCTION	06/01/2015	1756 REVERE AV		2	1	0	0				201310159297	2 FAMILY DWELLING	$160000.00	"HORIZONTAL EXTENSION AT REAR (APPROX 20'-0""). CHANGE OF USE FROM SINGLE FAMILY TO 2 UNITS. 2 NEW BEDROOMS, KITCHEN, BATHROOM RELOCATION ON 1ST FLOOR. ADD 1 BED, 1 BATH & STUDY ON 2ND FLOOR."		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/15/2013	DHARRIS	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bayview	(37.73343934720, -122.39275331800)
APN 5320015	BP FILED	07/22/2013	1893 OAKDALE AV		1	1	0	0			2014-001128PRJ	201307222452	1 FAMILY DWELLING	$480000.00	TO ERECT 4 STORIES, NO BASEMENT, TWO FAMILIES DWELLING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				07/22/2013	JSPEIRS	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bayview	(37.73747661330, -122.39592648300)
APN 6655030	BP APPROVED	02/11/2014	176 RANDALL ST		2	1	0	0			2008	200712261296	2 FAMILY DWELLING	$854000.00	ERECT A NEW 3 STORIES 2 FAMILY DWELLING, OVER BASEMENT.	Demo existing 1,410 sqft, 22-feet in height single-family residence with one parking space and replace with a 4,986 sqft, 35-feet in height 2-unit building with 4 parking spaces.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Michael Allorecht			12/26/2007	JPOLING				Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Glen Park	(37.73993178650, -122.42728750700)
APN 2038A018	CONSTRUCTION	08/18/2016	1762 12TH AV		1	1	0	0			2014	201307151824	1 FAMILY DWELLING	$728000.00	ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				07/15/2013	MBOUDREA				Inner Sunset	SUPERVISORIAL DISTRICT 7	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Inner Sunset	(37.75528698690, -122.46859396400)
APN 2038A013	CONSTRUCTION	11/21/2016	1769 11TH AV		1	1	0	0			2014	201306068876	1 FAMILY DWELLING	$900000.00	TO ERECT 3 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	New construction of a three-story 4,625 sf single-family home with two parking spaces.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/06/2013	TWANG				Inner Sunset	SUPERVISORIAL DISTRICT 7	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Inner Sunset	(37.75523669220, -122.46817430700)
APN 7147050	BP APPROVED	03/10/2016	177 SAGAMORE ST		1	1	0	0				201403211380	1 FAMILY DWELLING	$692000.00	"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/21/2014	MBOUDREA				Ingleside	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Ocean View	(37.71112298210, -122.45828956400)
APN 0552031	BP FILED	01/27/2016	1776 VALLEJO ST		1	1	0	0			2016-001466PRJ	201601278103	1 FAMILY DWELLING	$299000.00	TO ERECT 2 STORIES OF ONE SINGLE FAMILY		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				01/27/2016	BBENDIX				Marina	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Pacific Heights	(37.79659884410, -122.42667838200)
APN 2027012A	BP FILED	09/13/2016	1779 22ND AV		2	1	0	0				201609228551	2 FAMILY DWELLING	$6000.00	CONVERT EXISTING GROUND FLOOR IN-LAW UNIT FOR A LEGAL IN-LAW DWELLING UNIT PER ORD 43-14.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				09/13/2016					Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Outer Sunset	(37.75450634700, -122.48004505700)
APN 5338025	CONSTRUCTION	11/18/2016	1780 REVERE AV		2	1	0	0			2015-013583PRJ	201509227704	2 FAMILY DWELLING	$74000.00	1) DEMOLISH EXTG FRONT STAIR. 2)INSTALL NEW FRONT STAIR AND LANDING. 3) INSTALL NEW EXTERIOR DOOR, EXTERIOR WINDOWS AND INSTALL NEW PLANTERS AND PAVERS. 5) FRAME NEW KITCHEN, LIVING ROOM, BEDROOM & LAUNDRY ROOM @ GROUND LVL. REMOVE UPPER LVL REAR STAIRWA		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				09/22/2015	CLARKECO	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bayview	(37.73371849100, -122.39324594100)
APN 3555036	CONSTRUCTION	10/31/2016	1785 15TH ST		8	8	0	0			2012	201210242702	APARTMENTS	$1800000.00	ERECT 5-STORY, TYPE 3, 8 DWELLING UNITS BUILDING.		Resident	1	0	-765	0	0	0	0	0	0	0	-765	0	0	0	0				10/24/2012	JACKSON	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 8	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	Residential	RTO-M	55-X	Mission	"Y
(37.76620632310, -122.42380625000)"
APN 6793009	BP FILED	06/17/2016	1790 SAN JOSE AV		5	4	0	0			2016-008904PRJ	201606170282	APARTMENTS	$2000000.00	REMODEL AN (E) 2 STORY BUILDING WITH 3 COMMERCIAL SPACE ON GROUND FLOOR & 1 RESIDENTIAL UNIT ON THE 2ND FLOOR INTO 4 STORY BUILDING WITH A DENTAL OFFICE ON THE 1ST FLOOR & 5 UNITS ON 2ND TO 4TH FLOORS. NEW FOUNDATION, INT WALLS, FLOORS, WINDOWS, DOORS &		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/17/2016	EJACKSON				South Central	SUPERVISORIAL DISTRICT 11	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	NC-1	40-X	Outer Mission	(37.72926656470, -122.43996637400)
APN 0948029	BP FILED	10/04/2013	2855 FILBERT ST		1	1	0	0				201310048576	1 FAMILY DWELLING	$800000.00	ERECT TYPE 5 3-STORY SINGLE FAMILY RESIDENCE.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/04/2013	BBENDIX				Marina	SUPERVISORIAL DISTRICT 2	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Marina	(37.79637997510, -122.44645778300)
APN 6793011	PL FILED	12/17/2015	1794 SAN JOSE AV		4	2	0	0			2015-006863PRJ	201505277278	APARTMENTS	$1665000.00	REMODEL OF (E) 2-STORY BLDG W/ DENTAL OFFICE INTO 4-STORY BLDG W/ DENTAL OFFICE & (4)(N) DWELLING UNITS. PROJECT WILL NOT EXPAND THE (E) BLDG'S FOOTPRINT, VERTICAL ADDITIONS ONLY. (E) NON-COMPLYING REAR YARD TO REMAIN, OPEN AREA (25'X25'+/-) ON 3RD & 4TH		Mixres	0	2193	-878	0	0	0	0	2193	-878	0	0	0	0	0	0				05/27/2015	EJACKSON				South Central	SUPERVISORIAL DISTRICT 11	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	NC-1	40-X	Outer Mission	(37.72919658720, -122.44009136400)
APN 6013009	BP ISSUED	11/07/2016	184 LONDON ST		2	1	0	0			2016-004266PRJ	201603162161	2 FAMILY DWELLING	$110000.00	LEGALIZE AS BUILT UNIT ON LOWER FLOOR PER PLAN. ORDINANCE 43-14.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/16/2016	ALEXANDE				South Central	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Excelsior	(37.72632798920, -122.43285180800)
APN 3965010	PL FILED	01/08/2016	1798 BRYANT ST		131	131	0	0			2015-006511PRJ			$0.00		Construction of a new mixed-use building containing rental group housing and ground floor corner retail space.	Mixres	0	39418	34239	35904	35904	0	0	0	-5179	0	0	3514	3514	0	0				06/24/2015	VBYRD	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	UMU	68-X	Mission	"Y
(37.76452160210, -122.41065261000)"
APN 3549051	BP FILED	06/24/2016	18 SHOTWELL ST		5	3	0	0			2016-005711PRJ	201606240826	APARTMENTS	$450000.00	"TO CONSTRUCT NEW 3-STORIES, NO BASEMENT, 3 UNITS APARTMENT BUILDING.
** MAHER: N/A **"	New construction of a three (3) unit residential structure within the rear yard.	Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prado Engineering		4158890878	05/03/2016	RSUCRE	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	UMU	50-X	Mission	"Y
(37.76805595230, -122.41697956200)"
APN 0147022	BP FILED	10/28/2016	18 TURK MURPHY LN		6	6	0	0			2016-014272PRJ	201610281361	APARTMENTS	$800000.00	ERECT 4 STORIES 6 DWELLING UNITS.TYPE 5 BUILDING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/28/2016					Northeast	SUPERVISORIAL DISTRICT 3	NCD	NORTH BEACH NEIGHBORHOOD COMMERCIAL	Mixed Use	NCD-NORTH BEACH	40-X	Russian Hill	(37.79794864080, -122.40964729600)
APN 3722022	BP FILED	08/26/2016	180 NEW MONTGOMERY ST		0	0	0	0				201608266139	SCHOOL	$53000.00	"THIS PERMIT IS FOR A CHANGE OF USE FROM OFFICE TO OFFICE/POST SECONDARY EDUCATION INSTITUTION.
** MAHER: N/A **"		CIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				08/26/2016		Transit Center District; Downtown; Transit Center District Streetscape Plan		In Progress	Downtown	SUPERVISORIAL DISTRICT 6	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	Commercial	C-3-O(SD)	150-S	Financial District	"Y
(37.78625101990, -122.39952076700)"
APN 8727005	CONSTRUCTION	12/20/2016	1800 - 1900 OWENS ST	EXCHANGE ON 16TH	0	0	0	0			2012	201409045458	OFFICE	$191000000.00	TO ERECT 12 STORIES, 1.5 BASEMENT, OFFICE, RETAIL AND PARKING BUILDING.	Construct two new 12 story buildings for a total of 995,000s/f, which will have 680,000s/f office and 315,000s/f parking (680 spaces), 34 bike spaces. Note that the lot listed in application is 008 which has not be sited yet.	MIPS	1	680000	680000	0	0	0	0	680000	680000	0	0	0	0	0	0				09/04/2014	AA CONV	Mission Bay			South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	MB-RA	MB-RA	Potrero Hill	(37.76557941630, -122.39318802200)
APN 0676033	BP ISSUED	08/08/2016	1800 BUCHANAN ST	1805 BUCHANAN ST	6	6	0	0			2015-007328PRJ	201602220182	APARTMENTS	$2405000.00	TO ERECT 3 STORIES OF 6 DWELLING UNITS	Proposes to construct a new 4-story residential building over an existing underground garage structure serving an adjacent property.  The new building would contain six dwelling units and five off- street parking spaces.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Reuben, Junius, and Rose, LLP		4155679000	06/10/2015	AKIRBY	A-2; Japantown			Western Addition	SUPERVISORIAL DISTRICT 5	NCD	JAPANTOWN NEIGHBORHOOD COMMERCIAL DISTRICT	Mixed Use	NCD-JAPANTOWN	50-X	Western Addition	(37.78679390080, -122.43032499300)
APN 3548033	BP FILED	10/03/2013	1801 AND 1863 MISSION ST		54	54	0	0			2009	201310038419	APARTMENTS	$2000000.00	ERECT 7 STORIES,17 DWELLING UNIT,MIX USE,TYPE 1 .	Construction of two new residential buildings in existing parking lots. The projects would include: Site 1: 17 dwelling units, 7 pkg spaces & retail space; Site 2: 37 residential units, 17 PKG space and retail.	Mixres	0	3235	3235	0	0	0	0	0	0	0	0	3235	3235	0	0				10/23/2009	CTOWNES	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan; Mission Public Life Plan	Y	Adopted	Mission	SUPERVISORIAL DISTRICT 9	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	NCT-MISSION	40-X	Mission	"Y
(37.76726568530, -122.41946186800)"
APN 1050007	BP ISSUED	12/11/2014	1801 SCOTT ST		1	1	0	0			2013	201311222590	1 FAMILY DWELLING	$267000.00	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	Replacement of parking lot with a single family dwelling	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HARVEY HACKER	HARVEY HACKER	415-957-0579	06/11/2013	GCABRERO				Western Addition	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Western Addition	(37.78649086020, -122.43860173200)
APN 0126007	BP FILED	10/11/2016	1803 JONES ST		3	1	0	0			2016-008976PRJ	201610119931	APARTMENTS	$1200000.00	ADDITION OF AN ACCESSORY DWELLING UNIT TO (E) 2 UNITS  PER ORDINANCE NO 162-16.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/11/2016					Northeast	SUPERVISORIAL DISTRICT 3	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Russian Hill	(37.79785177600, -122.41564936700)
APN 2656049	BP FILED	06/09/2016	181 CORBETT AV		3	1	0	0			2016-008545PRJ	201606099522	APARTMENTS	$15000.00	Comply with NOV 201498751. Legalize 3rd DU by adding kitchen per section 207.3 (ord. 43.14) & change occupancy. previous permitted work under PA# 8011064 & #8305024. Add fire sprinklers & 1-hr separation between units & garage. Ordinance 43-16 (see back		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/09/2016	KCONNER				Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Castro/Upper Market	(37.76152506920, -122.44237582100)
