PROJECT_TYPE	APN	NAMEADDR	PHASE	ALIAS	ENTITLEMENT	BESTSTAT	BESTDATE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	DA	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	HEIGHT_DISTRICT	SUPE_DISTRICT	PLAN_DISTRICT	PLAN_AREA	PUBLICREALM	STATUS	Location
Mixres	APN 0855016	1700 MARKET ST			1	BP FILED	04/07/2016	42	42	5	5	On-site BMR Project	Ownership		2013	43 unit,  8 story residential building with ground floor commerical.	201604074244	CONSTRUCT (N) MIXED-USED BUILDING (APARTMENT & COMMERCIAL)	$6500000.00	APARTMENTS	1753	-1647	0	0	0	0	0	0	0	0	1753	-1647	0	0	TCHANG	Warner Schmalz	Warner Schmalz	415-252-7063	Western Addition	NCT-3	Mixed Use	MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	85-X	SUPERVISORIAL DISTRICT 5	Buena Vista	Market and Octavia; Lower Haight Public Realm Plan; Market Octavia Living Alleys; The Market Street Hub Project; The Market Street Hub Project	Y	In Progress	"Y
(37.77295341530, -122.42244714200)"
Resident	APN 5297001	1701 LA SALLE AV			0	BP FILED	12/29/2016	2	1	0	0						201612296139	LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. UNIT LEGALIZATION ORD 43-14. LEGALIZE 9E) KITCHEN, (2) BATH, & (3) BDRMS. ALL WORK @ GROUND FLR.	$72000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CLARKECO				Bayview	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.73743840960, -122.39080330300)
Resident	APN 5312049	1710 OAKDALE AV			0	BP FILED	04/26/2010	2	1	0	0						201004261017	ADD ONE UNIT TO (E) SINGLE FAMILY BUILDING. Replace front door and steps, replace rolling up garage door WITH regular garage door. Remove storage at rear OF BUILDING.	$10000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSANCHEZ				Bayview	C-2	Commercial	COMMUNITY BUSINESS	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.73603443750, -122.39233179600)
Resident	APN 5418010	1713 YOSEMITE ST			0	BP FILED	11/14/2016	6	6	0	0				2016-011486PRJ	"New construction of six residential condo units in an M-1 zone.  The new building is proposed at 52'-0"" in height with four floors of occupancy over garage and commercial (five total floors)."	201611142542	ERECT 4-STORY, 6 UNITS, TYPE 3-A, NO BASEMENT BUILDING.	$1500000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MCHRISTE	Studio 12 Architecture		4155030212	Bayview	M-1	Industrial	LIGHT INDUSTRIAL	65-J	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.72783937710, -122.39395473100)
Resident	APN 2023004	1715 26TH AV			0	BP FILED	03/19/2015	2	1	0	0						201503191302	LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. LEGALIZE & REMODEL (E) ROOM ON THE GROUND FLOOR INCLUDE: 1 BEDROOM, 1 FULL BATHROOM, 1 COOKING & DINING AREA.	$45000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO				Outer Sunset	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.75541793030, -122.48434316100)
Mixres	APN 3532005	1726 - 1730 MISSION ST			0	PL FILED	07/14/2015	36	36	0	0				2014-002026PRJ	Demolition of an existing vacant two (2) story industrial building.  New construction of a six (6) story, 68 ft tall mixed-use building.  Including: ground floor commercial space, an at-grade 29 car parking garage and 36 dwelling units on five (5) storie			$0.00		900	-7299	0	0	0	0	0	0	0	-8199	900	900	0	0	AHUISMAN	Reuben, Junius & Rose, LLP		4155679000	Mission	UMU	Mixed Use	URBAN MIXED USE	68-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan; Mission Public Life Plan	Y	Adopted	"Y
(37.76935930260, -122.42039942900)"
Resident	APN 0506036	1727 LOMBARD ST			0	BP FILED	01/23/2013	14	14	0	0				2012	Group housing for post-secondary educational institution (Academy of Art University).   Subject property contains 52 guest rooms and is currently a tourist motel.  Property features split-zoning, with front portion zoned NC-3 (group housing is principall	201301238540	TO DUCUMENT CHANGE OF USE UNDER PLANNING CODE SECTION 182 (C). FROM HOTEL TO GROUP HOUSING.	$1.00	MISC GROUP RESIDNS.	0	-16000	0	0	0	0	0	0	0	0	0	0	0	-16000	EWATTY	Elisa Stephens	Bob Passmore	415-567-9872	Marina	NC-3	Mixed Use	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X	SUPERVISORIAL DISTRICT 2	Marina				(37.80032139090, -122.43003137500)
Resident	APN 0101004	1731 - 1741 POWELL ST			1	CONSTRUCTION	03/22/2017	19	18	0	0	Fee Payment			2007	The project would renovate a gutted theater into 3,500 square feet of commercial space and 17 residential condominiums with 20 parking spaces.	200908124639	PER SF PLANNING MOTION 17797 PERMITTING THE CONVERSION OF EXISTING THEATER TO MIX USE BUILDING WITH RESIDENTIAL CONDOMINIUMS AT THE FOUR UPPER FLOORS. COMMERCIAL UNITS ON 1ST FLOOR AND 1 SUBTERRANEAN FLOOR AS PARKING GARAGE WITH 27 PARKING SPACES.FULL BA	$10559748.00	APARTMENTS	3525	11795	0	0	0	0	0	0	0	0	3525	11795	0	0	TFRYE				Russian Hill	NCD	Mixed Use	NORTH BEACH NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 3	Northeast				(37.80068262450, -122.41128750400)
Resident	APN 5305010	1734 NEWCOMB AV			1	BP FILED	09/24/2010	2	1	0	0				2010	Addition of a dwelling unit in the basement of an existing single family residence.	201009241613	CREATING AN IN-LAW UNIT. REMOVE (E) BSMT STAIRS&CHIMNEY.REPAIR 2/FL USING MATCHING MATERIAL.REPAIR 3/FL & ROOF DUE TO THE REMOVAL OF CHIMNEY.RELOCATE (E) WATER HEATER&FURNACE IN 1/FL.(E)FACADE FINISH LAP SIDING.REPAIR (E)DECK&ADD (N)BACK STAIR.MOVE 1/FL	$45000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BFU	Horace Johnson	Horace Johnson	415-573-8334	Bayview	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.73687961090, -122.39215623900)
Mixres	APN 1186009J	1735 - 1751 FULTON ST			0	PL FILED	03/03/2016	9	9	0	0				2015-013965PRJ	"Demolish two buildings (One Story each) and merge the lot to build 5 story with 9 dwelling units over retail.

The PPA was submitted on 10/09/15 and the 90 day deadline is 01/07/16."			$0.00		4340	61	0	0	0	0	0	0	0	0	4340	61	0	0		Jeff Prose		4155129660	Haight Ashbury	NC-1	Mixed Use	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	SUPERVISORIAL DISTRICT 5	Western Addition				(37.77564545630, -122.44544299200)
Mixres	APN 3730015	1140 FOLSOM ST			1	CONSTRUCTION	03/29/2017	112	112	13	13	On-site BMR Project	Ownership		2013	The proposed project would remove the existing 14, 581 square feet building and parking lot and replace them with a new residential building over commercial.  Design high efficiency parking with BMR units on site. The proposed project would construct a 4	201411101145	ERECT 6-STORY, 1 BASEMENT, TYPE 1, 3, 5, RETAIL, PARKING, 112 RESIDENTIAL UNITS BUILDING. COMPLIANCE W/ ORIDINANCE NO 155-13 EXEMPTED.	$17450000.00	APARTMENTS	5600	-8981	0	0	0	0	0	0	0	0	5600	-8981	0	0	RSUCRE	John Bickford	John Bickford	675-2169	South of Market	NCT	Mixed Use	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	65-X	SUPERVISORIAL DISTRICT 6	South of Market	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77623838020, -122.40895221600)
Mixres	APN 3755023	1144 - 1150 HARRISON ST			0	PL FILED	12/02/2016	381	381	0	0				2016-001738PRJ	Demolition of a 2-story, 76,345 sf brick masonry building occupied by German Motors Collision Center and construction of a 65' tall mixed-use development with 3,000 sf ground floor retail, 381 residential units, 30,580 sf open space, 404 bicycle parking			$0.00		3000	-72625	0	0	0	0	0	0	0	-75625	3000	3000	0	0		1140 Harrison Associates, LP		9254902990	South of Market	WMUG	Mixed Use	WSOMA MIXED USE-GENERAL	55/65-X	SUPERVISORIAL DISTRICT 6	South of Market	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77498432110, -122.40784088700)
Resident	APN 4761036	1396 REVERE AV			0	BP FILED	06/23/2016	3	1	0	0				2016-008896PRJ	LEGALIZE 3RD UNIT CONSTRUCTED AS PART OF A DUPLEX PER ORD #43-14 INCLUDING KITCHEN	201606230730	LEGALIZE 3RD UNIT CONSTRUCTED AS PART OF A DUPLEX PER ORD #43-14 INCLUDING KITCHEN	$10000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER	CHEUNG JOHN T & MEI MEE CHEUNG	CHEUNG JOHN T & MEI MEE		Bayview	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.72967318080, -122.38611215100)
Mixres	APN 3727168	1145 MISSION ST			0	PL FILED	08/21/2014	25	25	0	0				2007	"Construction of 25-unit, 6-story, residential building with common roof deck, ground floor retail and basement parking (possibly stacker), totalling 30,674-gsf. Previous FMND 2000.531E.  Existing excavation /shoring permit 2006.1086D.
"	200908144872	new 6-story bldg. over 1-basement level parking.	$3400000.00	APARTMENTS	4125	4125	0	0	0	0	0	0	0	0	4125	4125	0	0	JBANALES	Darren Lee	Darren Lee	415-271-0528	South of Market	MUO	Mixed Use	MIXED USE-OFFICE	65-X	SUPERVISORIAL DISTRICT 6	Downtown	Mid-Market; East SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77820989470, -122.41177415700)
Mixres	APN 0691001	1145 POLK ST			0	BP FILED	11/20/2015	54	54	0	0				2014-001674PRJ	Demolition of existing building; construction of mixed-use building with retail space on first floor and 5 floors above of residential space consisting of 54 units of studio apartments.  Modification of existing basement to create subterranean parking lo	201511203273	TO ERECT 6 STORIES, 1 BASEMENT, TYPE I-B / III-A, 54 UNITS RESIDENTIAL, RETAIL WITH PARKING BUILDING.	$8500000.00	APARTMENTS	6990	-13737	0	0	0	0	0	-12477	0	0	6990	-1260	0	0	NFOSTER	Dolmen Property Group		255-9024	Downtown/Civic Center	NCD	Mixed Use	POLK STREET NEIGHBORHOOD COMMERCIAL	65-A	SUPERVISORIAL DISTRICT 3	Downtown				(37.78746580900, -122.42029839000)
Resident	APN 0134025	1148 MONTGOMERY ST			0	BP FILED	06/22/2015	3	1	0	0				2015-009622PRJ	(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE BASEMENT OF THE REAR BUILDING WILL BE RE ESTABUSHED AS THE NEW UNIT. CHANGE OF USE FROM R-3 TO R-2.	201506229509	(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE BASEMENT OF THE REAR BUILDING WILL BE RE ESTABUSHED AS THE NEW UNIT. CHANGE OF USE FROM R-3 TO R-2.	$45000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JIMENEZS		MONTGOMERY STREET PARTNERS LLC		North Beach	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 3	Northeast				(37.79989251400, -122.40395299700)
Resident	APN 0134025	1148 MONTGOMERY ST			0	BP FILED	09/21/2016	3	1	0	0				2016-014090PRJ	REVISION TO PA 201508043285, ADD UNIT TO BECOME A HABITABLE ADDITION ON 1ST FL. NO CONNECTION TO 2ND FL. THE NEW UNIT INCLUDE 1 BEDROOM, 1 BATH, KITCHEN, LAUNDRY & LIVING AREA. UNIT AT 2ND FL TO BE REMODELED, NO WORK AT 3RD FL UNIT, EXTERIOR STAIRS OR RO	201609218400	REVISION TO PA 201508043285, ADD UNIT TO BECOME A HABITABLE ADDITION ON 1ST FL. NO CONNECTION TO 2ND FL. THE NEW UNIT INCLUDE 1 BEDROOM, 1 BATH, KITCHEN, LAUNDRY & LIVING AREA. UNIT AT 2ND FL TO BE REMODELED, NO WORK AT 3RD FL UNIT, EXTERIOR STAIRS OR RO	$210000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SSKANGOS	Hood Thomas Architects		4155435005	North Beach	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 3	Northeast				(37.79989251400, -122.40395299700)
Retail/Ent	APN 1742032	1226 09TH AV			1	BP ISSUED	10/11/2016	0	0	0	0				2016-005323PRJ	CHANGE OF USE FROM RETAIL-PROFESSIONAL SERVICES (790.108) TO LIMITED RESTAURANT (790.90) (FOUR BARREL COFFEE).	201604154918	FOR PLANNING REVIEW ONLY.  CHANGE OF USE FROM RETAIL-PROFESSIONAL SERVICES (790.108) TO LIMITED RESTAURANT (790.90). No work performed on this permit.	$1.00	FOOD/BEVERAGE HNDLNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CCAMPBEL	INFINITY WEINERDOG LLC LLC	INFINITY WEINERDOG LLC		Inner Sunset	NCD	Mixed Use	INNER SUNSET NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 5	Inner Sunset				(37.76536205020, -122.46607402900)
PDR	APN 4227013A	1228 25TH ST			0	PL FILED	10/28/2015	0	0	0	0				2015-005968PRJ	Construction of a new Small Enterprise Workspace building on a lot currently used as container storage.	201510281067	CONSTRUCT(N) 5-STORY COMMERCIAL BUILDING	$0.00		13940	13940	0	0	0	0	0	0	11475	11475	2465	2465	0	0	VBYRD	Michael Leavitt Architecture		4156749100	Potrero Hill	PDR-1-G	Industrial	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL	58-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Central Waterfront (EN); Eastern Neighborhoods (Complete); Dogpatch Public Realm Plan	Y	In Progress	(37.75293983210, -122.39139724700)
Mixres	APN 3729011	1228 FOLSOM ST / 723 - 725 CLEMENTINA			1	PL APPROVED	01/25/2017	24	24	0	0				2014	Three lots merged to construct a new mixed-use occupancy, 6 story building in NCT-Folsom zoning and 4 story in RED-MX zoning, with a basement garage.  Single-family residential R3 occupancy over ground floor commercial B occupancy over basement/private p	201509258131	ERECT 5 STORIES OF 24 DWELLING UNIT. MIX USE COMMERCIAL & RESIDENTIAL.	$6214650.00	APARTMENTS	1109	-6106	0	0	0	0	0	-7215	0	0	1109	1109	0	0	DISALVOJ				South of Market	NCT	Mixed Use	FOLSOM STREET NEIGHBORHOOD COMMERCIAL TRANSIT	65-X	SUPERVISORIAL DISTRICT 6	South of Market	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77473164950, -122.41080813900)
Resident	APN 5524032	123 RIPLEY ST			0	BP FILED	11/15/2016	9	4	0	0				2016-014659PRJ	ADDITION OF (4)(N)UNITS PER ORD #162-16. (4)BEDROOM,(4)KITCHENS,(4)BATHROOMS. EXCAVATE (E) STORAGE & CRAWL SPACE IN NORTHSIDE OF BLDG. VOLUNTARY SEISMIC STRENGTHENING. ADD (N)SHEARWALLS, HOLDOWNS & FOUNDATION IN NORTHSIDE OF BLDG TO STRENGTHEN ALL (E) UN	201611152705	ADDITION OF (4)(N)UNITS PER ORD #162-16. (4)BEDROOM,(4)KITCHENS,(4)BATHROOMS. EXCAVATE (E) STORAGE & CRAWL SPACE IN NORTHSIDE OF BLDG. VOLUNTARY SEISMIC STRENGTHENING. ADD (N)SHEARWALLS, HOLDOWNS & FOUNDATION IN NORTHSIDE OF BLDG TO STRENGTHEN ALL (E) UN	$150000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ESAMONSK	Mercury Engineering Group	Matthew Burket	4158260606	Bernal Heights	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 9	Bernal Heights				(37.74441927000, -122.41246919400)
Resident	APN 1730037	1230 21ST AV			1	BP ISSUED	12/21/2016	2	1	0	0				2015-010694PRJ	HORIZONAL ADDITION AT REAR YARD. (E) 3-STORY SINGLE FAMILY HOUSE - CONVERT TO 2-UNIT RESIDENTIAL 3-STORY REAR YARD ADDITION, (2) ROOF DECKS AT (E) UNIT. RENOVATE KITCHEN & BATH, ADD FULL BATH & 1/2 BATH. ADD (N) BEDROOM @ (N) UNIT. (N) KITCHEN, (2)(N) FU	201507313053	HORIZONAL ADDITION AT REAR YARD. (E) 3-STORY SINGLE FAMILY HOUSE - CONVERT TO 2-UNIT RESIDENTIAL 3-STORY REAR YARD ADDITION, (2) ROOF DECKS AT (E) UNIT. RENOVATE KITCHEN & BATH, ADD FULL BATH & 1/2 BATH. ADD (N) BEDROOM @ (N) UNIT. (N) KITCHEN, (2)(N) FU	$600000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALEXANDE		CHO VANESSA		Outer Sunset	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76472512190, -122.47904354600)
Resident	APN 2821022	1230 TWIN PEAKS BL			1	BP APPROVED	05/26/2010	1	1	0	0						200810224855	VACANT LOT - ERECT A THREE STORY SINGLE FAMILY DWELLING.	$1100000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRAWFORD				Twin Peaks	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 7	Inner Sunset				(37.74643619780, -122.45048851100)
Resident	APN 0248010	1320 CALIFORNIA ST			0	PL FILED	02/14/2017	7	2	0	0				2017-001873PRJ	Variance from the exposure requirements to permit the addition of two new ADUs.			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	GPANTOJA	Harvey Hacker Architects		4159570579	Nob Hill	RM-3	Residential	RESIDENTIAL- MIXED, MEDIUM DENSITY	65-A	SUPERVISORIAL DISTRICT 3	Northeast				(37.79136175480, -122.41622107600)
Resident	APN 1774006	1321 19TH AV			0	BP FILED	09/18/2014	2	1	0	0						201409186681	REPAIR RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO KITCHEN AND CONVERT G/F TO LEGL DWELLING UNIT UNDER ORDINANCE NO.43-14	$35000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO				Outer Sunset	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76306107040, -122.47746598800)
Resident	APN 4218036	1321 DE HARO ST			1	CONSTRUCTION	12/09/2016	3	2	0	0				2008	"Dish existin 1200 sqft residence with no off-street parking and construct 3-unit 3100 sqft with 3 off-street parking spaces.
Rear Yard Variance
"	200804038738	"ERECT NEW 3-STORY, 2-FAMILY DWELLING UNITS

* This project has been extensively revised to be only a 2-FAMILY RESIDENCE (R3, NOT R2). MJ 3/10/14"	$900000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSANCHEZ	Albert Costa	Albert Costa	415.986.0101	Potrero Hill	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			(37.75313631570, -122.40017151300)
Resident	APN 0160014A	1326 POWELL ST			0	BP FILED	12/21/2016	14	14	0	0				2017-000104PRJ	Proposed new construction of a six-story building at 1324-1326 Powell St. The proposed design includes one commercial space, 14 residential units & shared open space.	201612215597	CONSTRUCT (N) (6) STORY 14 RESIDENTIAL UNIT, 1 BASEMENT MIXED USE BUILDING	$500000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APERRY	Brandon Tan		4157169099	Chinatown	CRNC	Mixed Use	CHINATOWN- RESIDENTIAL- NEIGHBORHOOD COMMERCIAL	65-N	SUPERVISORIAL DISTRICT 3	Northeast	Chinatown			(37.79688414110, -122.40987718600)
Mixres	APN 0024020	1327 COLUMBUS AV			1	BP FILED	05/17/2016	1	1	0	0				2015-006614PRJ	Demolish two-story commercial building and construct four-story building containing one residential dwelling unit at floors 2-4, over ground floor retail.	201605177611	"TO CONSTRUCT 4 STORIES, NO BASEMENT, SINGLE RESIDENTIAL & RETAIL COMMERCIAL BUILDING.
** MAHER: N/A **"	$1100000.00	1 FAMILY DWELLING	1111	-897	0	0	0	0	0	0	0	0	1111	-897	0	0	APERRY		Jack Tam	409-8808	Russian Hill	C-2	Commercial	COMMUNITY BUSINESS	40-X	SUPERVISORIAL DISTRICT 2	Northeast	FishermanΓÇÖs Wharf Public Realm Plan; Northeast Waterfront	Y	Adopted	(37.80634753450, -122.41932571800)
Resident	APN 4275003	1330 HAMPSHIRE ST			1	CONSTRUCTION	03/01/2017	2	1	0	0						201504012491	SIDE HORIZONTAL & 2 STORY VERTICAL ADDITION TO TRANSFORM (E) SINGLE FAMILY RESIDENCE TO 2 FAMILY RESIDENCE. RENOVATE (E) UNIT TO EXPAND DOWN FOR MASTER SUITE AREA. FACADE RENOVATION, NEW SHARED ENTRY SPACE & NEW PARKING SPACE.	$672000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DISALVOJ				Mission	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.75085708740, -122.40737384100)"
Resident	APN 4262020A	1331 SAN BRUNO AV			1	CONSTRUCTION	03/24/2017	2	1	0	0				2015-006342PRJ	Major alteration, including new third story, facade alterations, and horizontal rear addition. Includes addition of one dwelling unit.	201507131253	HORIZONTAL & VERTICAL ADDITION. REPLACE FOUNDATION, BRING FRONT & REAR FACADES LEVEL, MORE FRONT STEPS. CHANGE WINDOWS & DOORS. ADD 3RD STORY @ BACK AT THE HOUSE. ADD DECKS IN BACK 2ND STORY & FRONT 3RD STORY. ADD BATHROOM 3RD STORY.	$600000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JIMENEZS	Lillian Creighton	Lillian Creighton	303-717-1050	Mission	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	Mission	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.75267377310, -122.40400842200)"
Resident	APN 4260014	1379 KANSAS ST			0	BP FILED	06/14/2016	2	1	0	0				2016-008251PRJ	EXCAVATE (E) GROUND FL TO CONVERT GRD FLR STORAGE TO HABITABLE STUDIO VERTICAL & HORIZONTAL ADDITION TO ENLARGE (E) KITCHEN & BEDROOM. REMODEL BATH, RELOCATE (E) ENTRY STAIRS & EXCAVATE FOR OFF STREET BIKE STORAGE.	201606149938	EXCAVATE (E) GROUND FL TO CONVERT GRD FLR STORAGE TO HABITABLE STUDIO VERTICAL & HORIZONTAL ADDITION TO ENLARGE (E) KITCHEN & BEDROOM. REMODEL BATH, RELOCATE (E) ENTRY STAIRS & EXCAVATE FOR OFF STREET BIKE STORAGE.	$175000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIROISDA	OLSON JOHN H OLSON	OLSON JOHN H		Potrero Hill	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South of Market	Eastern Neighborhoods w/Valencia; Showplace Square/Potrero Hill (EN); Eastern Neighborhoods (Complete)			(37.75223822540, -122.40207109800)
Resident	APN 3533042	138 - 140 CLINTON PARK			0	PL FILED	02/28/2017	9	3	0	0				2017-002412PRJ	Variance request from the rear yard, usable open space and exposure requirements to permit the addition of three new dwelling units.			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSIROIS	Hood Thomas Architects		4155435005	Mission	RTO	Residential	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	SUPERVISORIAL DISTRICT 8	Mission	Market and Octavia; Market Octavia Living Alleys		Adopted	"Y
(37.76936047760, -122.42323300500)"
Resident	APN 2618018	138 LOWER TR			0	BP FILED	10/20/2016	3	1	0	0				2016-014942PRJ	ADD UNIT PER ORDINANC NO.162-16. BLDG OUT AN ADU WITH IN THE (E) 1ST FLR STORAGE AREA. NO EXPANSION OF BLDG ENVELOPE. ADE INCLUDESS 1 BEDROOM, 1 BATHROOM, KITCHEN & LIVING RM. 2 (E) WATER HEATER AND FAUS FOR UPPER UNITS TO BE RELOCATED/REPLACED. (N) WH &	201610200807	ADD UNIT PER ORDINANC NO.162-16. BLDG OUT AN ADU WITH IN THE (E) 1ST FLR STORAGE AREA. NO EXPANSION OF BLDG ENVELOPE. ADE INCLUDESS 1 BEDROOM, 1 BATHROOM, KITCHEN & LIVING RM. 2 (E) WATER HEATER AND FAUS FOR UPPER UNITS TO BE RELOCATED/REPLACED. (N) WH &	$86000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADINASEE	Kelly Melendez		4153054959	Castro/Upper Market	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Buena Vista				(37.76346441720, -122.44219086300)
Resident	APN 4761039	1380 REVERE AV			0	BP FILED	11/23/2015	2	2	0	0						201511233357	TO ERECT A 3 STORY 2 FAMILY DWLLING RESIDENTIAL BUILDING	$550000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JIMENEZS				Bayview	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.72951334450, -122.38583144700)
Resident	APN 1776009R	1389 21ST AV			0	BP FILED	03/23/2017	3	1	0	0				2017-004353PRJ	ADU UNIT PER ORDINANCE NO 162-16. INSTALL (N) KITCHEN IN (E) LIVING ROOM ON GROUND FLOOR CONVERT (E) LIVING SPACE ON GROUND FLOOR INTO.	201703232223	ADU UNIT PER ORDINANCE NO 162-16. INSTALL (N) KITCHEN IN (E)  LIVING ROOM ON GROUND FLOOR CONVERT (E) LIVING SPACE ON GROUND FLOOR INTO.	$3600.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0		James Li		4158100188	Outer Sunset	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76184741270, -122.47939141400)
