PROJECT_TYPE	APN	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	BP_APPLNO	PROPUSE	PLN_DESC	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FILEDATE	PLANNER	APPLICANT	CONTACT	CONTACTPH	SOURCE	Supe_District	PLAN_AREA	PLAN_DISTRICT	NEIGHBORHOOD	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	Location
Resident	APN 4276028	2829 25TH ST		BP FILED	04/22/2015	0		201504224286	APARTMENTS		HORIZONTAL & VERTICAL ADDITION TO A SINGLE FAMILY BUILDING FOR 4 RESIDENTIAL UNITS INCLUDING (N) BAT	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	(37.75105501840, -122.40670710500)
Resident	APN 0869007	127 BUCHANAN ST		BP FILED	08/07/2012	0		201208076803	APARTMENTS		TO ERECT 4 STORIES, 4 UNITS RESIDENTIAL BUILDING.	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D5	Market and Octavia	Buena Vista	Western Addition	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	(37.77098409770, -122.42720819700)
Resident	APN 4022022	685 FLORIDA ST		CONSTRUCTION	06/17/2015	-1	2012.1312	201209200274	APARTMENTS	6 story, 4 dwelling units, 68 foot height	ERECT 6 STORIES, TYPE 3, 4 RESIDENTIAL APTS BUILDING.	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/25/2012					PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	UMU	URBAN MIXED USE	68-X	(37.76070750570, -122.41067776500)
Resident	APN 0524031	1338 FILBERT ST		BP ISSUED	01/31/2011	-1	2009.0412	201009271690		Renovation and remodel of exisitng cottages and construct a new 3-story addition at the rear of the lot.		8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/15/2009	TTAM	Andrew Junius			CASE TRACKING	D2		Northeast	Russian Hill	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.80011146190, -122.42150353700)
Resident	APN 1524039	5617 GEARY BL		BP FILED	10/31/2014	0		201410310450	APARTMENTS		DIVIDE INTO TWO STORY IN EXISTING BUILDING, ADDITIONAL TWO STORIES ADD ON BECOME 4 STORY BUILD. 2ND	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Outer Richmond	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X	(37.78000814580, -122.47979792100)
Mixres	APN 3651017	3820 24TH STREET		CONSTRUCTION	06/02/2015	-1	2012.0923	201207265893	APARTMENTS	New construction of a five-story mixed-use building.  Rear Yard Variance	ERECT 4-STORY TYPE V RESIDENTIAL OVER 1 COMMERCIAL BLDG.	4	4	0	0	3030	3030	0	0	0	0	3030	3030	0	0	0	0	0	0	07/19/2012	RCRAWFOR	Reza Khoshnevisan	Reza Khoshnevisan	922-0200	CASE TRACKING	D8		Central	Noe Valley	NCD	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	(37.75190654940, -122.42798793400)
Mixres	APN 0331001A	231 ELLIS ST		PL FILED	02/28/2013	0	2009.0343			Interior structural improvements and addition of 4 stories to existing 3-story building. Revised application rec'd 7/25/11: reduced addition to 3 stories, total 77.5' in ht, 14 res units (11,720 sf), and 8,685 sf retail. Revised drawings rec'd 3/7/13: 18		7	4	0	0	12460	0	0	0	0	0	12460	0	0	0	0	0	0	0	02/28/2013	JPOLING	Bruce Jones	Bruce Jones	415-362-8900	CASE TRACKING	D6		Downtown	Downtown/Civic Center	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	80-T-130-T	(37.78501273230, -122.40994765900)
Resident	APN 1279048	598 BELVEDERE ST		BP FILED	08/18/2009	0		200908185077	TOURIST HOTEL/MOTEL		COMPLY WITH N.O.V# 200902623 - THIS IS FOR CHANGE OF USE. TO COMPLY WITH CONDITIONS, STIPULATION & S	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D5		Buena Vista	Haight Ashbury	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76195667370, -122.44768127300)
Resident	APN 5991001	300-308 University St.		PL FILED	08/28/2014	0	2014.1345			New construction of four single-family dwellings on four vacant lots.		4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/28/2014	EJASZEWS	Jeremy  Schaub	Jeremy  Schaub	682-8060x103	CASE TRACKING	D9		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72634448910, -122.41426019000)
Resident	APN 3549041	315 SOUTH VAN NESS AV		BP FILED	07/18/2014	0		201407181625	APARTMENTS		ADD 3 STORIES OF RESIDENCES ON TOP WEST THIRD OF (E) BLDG. SEE TABLE OF AREAS A-0.02. FLOOR 1: (N) F	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	UMU	URBAN MIXED USE	58-X	(37.76812058580, -122.41746006600)
Resident	APN 1640051	327 BALBOA ST		CONSTRUCTION	02/26/2015	-1	2011.0209	201303071701	FOOD/BEVERAGE HNDLNG	Add residential units/ CU for parking V for rear yard, exposure and nonconfomplying sturture	REVISION TO PA# 2011-0128-9269-1ST FL-REMOVE 2 BEDROOMS, ADD STUDY & INCREASE GREAT ROOM. ENLARGE (E	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/03/2011					PERMIT TRACKING	D1		Richmond	Inner Richmond	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	(37.77705972820, -122.46238535000)
Resident	APN 0686040	1656 POST ST		BP FILED	09/23/2014	0		201409237117	APARTMENTS		CHANGE OF USE: CONVERTING (E) 2ND FLOOR RETAIL SPACE (3,475 SF) TO FOUR RESIDENTIAL APARTMENT UNITS.	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D5	Japantown	Western Addition	Western Addition	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	50-X	(37.78590403240, -122.42908004600)
Resident	APN 0528008	1662-1664 Union St.		BP FILED	06/25/2007	-1	2007.0598	200706255058	1 FAMILY DWELLING	Demo of existing; construction of new 7 unit four-story building.	ERECT: 1 4 STORY, 7 UNIT TYPE 5 RESIDENTIAL STRUCTURE.	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/19/2007	GCABRERO	Anand Gohel	Matt Williams	664.9900x201	CASE TRACKING	D2		Marina	Marina	NCD	UNION STREET NEIGHBORHOOD COMMERCIAL	40-X	(37.79849304550, -122.42670537500)
Mixres	APN 6951021	285 OCEAN AV		PL APPROVED	11/18/2009	-1	2009.0512	200809091137	APARTMENTS	Demo existing single-story commercial unit and construct new 4-story building with 2 commercial units and 4 residential units.		4	4	0	0	2236	368	0	0	0	0	0	-1868	0	0	2236	2236	0	0	06/11/2009					PERMIT TRACKING	D11		South Central	Outer Mission	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	(37.72299892670, -122.44278804300)
Resident	APN 0303014	875 POST ST		BP ISSUED	07/20/2012	-1	2007.1056	200712311569	RESIDENTIAL HOTEL	9  new construction	Vacant ground floor space to be converted to 4 dwelling units on existin builidng. Work to include remodel at 2nd floor manager's apt to raise floor for headroom below. Convert tourist hotel to sro residental hotel.	50	4	0	0	0	-15764	0	0	0	0	0	0	0	0	0	0	0	-15764						PERMIT TRACKING	D6		Downtown	Downtown/Civic Center	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	80-T	(37.78701692940, -122.41617114800)
Resident	APN 1179024A	1631 MCALLISTER ST		CONSTRUCTION	06/30/2015	-1	2014.0226	201311041047	2 FAMILY DWELLING	Construction of four-story 6,527 sf building containing four residences and four vehicle parking spaces.	ERECT NEW 4-UNIT RESIDENTIAL BLDG	4	4	0	0	0	-7000	0	-7000	0	0	0	0	0	0	0	0	0	0	02/12/2014					PERMIT TRACKING	D5		Western Addition	Western Addition	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.77741685420, -122.43907872000)
Resident	APN 3511066	35-41 LAFAYETTE ST		PL APPROVED	10/21/2013	-1	2013.0113			Variance request to the open space requirements of P.C. Sec. 135  to permit the conversion of unused space into four (4) additional dwelling units.		12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/31/2013	BBENDIX	Ken Paige	John Winder	415-318-8634	CASE TRACKING	D6	Western SoMa (EN); South of Market	Mission	South of Market	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	40-X	(37.77319840030, -122.41717269400)
Resident	APN 7113065	270 CAPITOL AV		CONSTRUCTION	06/30/2015	-1		201303041387	2 FAMILY DWELLING		Multiple Permits: TO ERECT 4 STORIES 2 DWELLING UNITS	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		Ingleside	Ocean View	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	(37.71275468060, -122.45878739800)
Resident	APN 7331005	800 Brotherhood Way		CONSTRUCTION	09/11/2012	-1	2003.0536	201209119428	2 FAMILY DWELLING	The project site is currently an 8.15-acre parcel of vacant land.  The proposed project involves the subdivision of the site into 127 lots and the construction of 127 buildings, including 66 single-family homes, 39 two-unit buildings, and 22 three-unit b		4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/23/2003	MBOURDE	Steve Riter,	Mission Development Group		PERMIT TRACKING	D7	Parkmerced	Ingleside	Lakeshore	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.71528627190, -122.47583598300)
Resident	APN 1118003	930 BAKER ST		BP FILED	07/30/2014	0	2014.0398	201407302554		Section 134 rear yard variance for placement of garage in rear yard fronting St. Joseph's. Add to new units to existing 2 unit building	ERECT 3-STORY, 4 DWELLING UNITS WITH 1 BASEMENT, TYPE 5, BUILDING.	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/15/2014	SLAI	Ernie Selander	Ernie Selander	415-385-4339	CASE TRACKING	D2		Western Addition	Western Addition	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	25-X	(37.77989748730, -122.44140055800)
Resident	APN 3641010C	2782 FOLSOM ST		BP FILED	05/20/2014	0		201405206278	APARTMENTS		REAR HORIZONTAL & VERTICAL ADDITION. ADD 3749 SQ. FT. TO (E) BUILDING. INCREASE UNIT FROM 6 UNITS TO	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	NCT	24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT	40-X	(37.75272206610, -122.41445354800)
Resident	APN 0516028A	136 PIXLEY ST		CONSTRUCTION	01/29/2013	-1	2011.0054	201009080449	2 FAMILY DWELLING		Multiple Permits	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D2		Marina	Marina	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.79882591960, -122.43480319700)
Mixres	APN 5066B020	2175 BAYSHORE BL		BP APPROVED	11/23/2009	-1	2006.1111	200611036818		construction of new commercial and 4 unit building, demolition of existing buildings	DEMOLISH 1 STORY COMMERCIAL BUILDING.	4	4	0	0	750	-1250	0	0	0	0	0	0	0	0	750	-1250	0	0	02/26/2007	EJACKSON	Alex Nie	Alex Nie	656-3528	CASE TRACKING	D10	Schlage Lock	South Bayshore	Visitacion Valley	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	(37.71239550660, -122.40094047200)
Resident	APN 4645018	860 INNES AV		BP ISSUED	06/24/2013	-1	2004.1311	200402267273	APARTMENTS	Construct a vertical addition to accommodate three DUs, convert ground floor to a three-car garage, and change ground floor use from business to retail in an NC-2 (Small-Scale Neighborhood Commercial) District and a 40-X Height and Bulk District.	ADD 2 NEW FLOORS TO (E) STRUCTURE.RECONFIGURE (E)SPACE W/NEW ADDED SPACE TO CREATE 1 COMM'L SPACE,	4	4	0	0	0	-2560	0	0	0	0	0	0	0	-2560	0	0	0	0	12/06/2004					PERMIT TRACKING	D10	India Basin Shoreline/Area C; Bayview Hunters Point	South Bayshore	Bayview	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	(37.73200929180, -122.37524542800)
Resident	APN 3654040	3902 24TH ST		BP FILED	05/29/2015	0		201505297566	2 FAMILY DWELLING		CONSTRUCT (N) RESIDENTIAL & COMMERCIAL 4-STORY BUILDING	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	NCD	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	(37.75175072650, -122.42990482300)
Resident	APN 0693014	990 GEARY ST		PL FILED	05/07/2015	0	2015-005717PRJ			Conversion of non-habitable space to habitable space at the basement level to add an additional 4 dwelling units.		65	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/07/2015	CGROB	Wing Lee Architects		4152976493	CASE TRACKING	D6		Downtown	Downtown/Civic Center	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	80-T	(37.78618708640, -122.41948584100)
Resident	APN 3598028	651 DOLORES ST		PL APPROVED	12/12/2013	-1	2011.1385			Convert vacant church into four residential dwelling units.  Maintain existing exterior structure historic integrity with minor changes.  Convert basement into a garage.		4	4	0	0	0	2000	0	2000	0	0	0	0	0	0	0	0	0	0	06/21/2013	TTAM	John Goldman	John Goldman	415-391-1339	CASE TRACKING	D8		Mission	Mission	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.75881021770, -122.42538979300)
Resident	APN 3731102	48 HARRIET ST		BP FILED	06/06/2008	0		200806063801	APARTMENTS		ERECT A 4 STORIES 4 UNITS RESIDENTIAL DWELLINGS	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D6	East SoMa (EN); South of Market	South of Market	South of Market	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	45-X	(37.77861509740, -122.40710686200)
Resident	APN 4008003	580 DE HARO STREET		PL FILED	03/13/2014	0	2013.1671			The proposed project would include demolition of 6 residential buildings and one office building, subdivide the property lot into 7 lots (3 - 25 x 100 lots and 4 - 25 x 75 lots), and build two 2-unit residential building and 5 single-family residential b		9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/13/2014		Kevin Dill	Kevin Dill	415-254-4790	CASE TRACKING	D10	Showplace Square/Potrero Hill (EN)	South of Market	Potrero Hill	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76256479920, -122.40169886100)
Resident	APN 5719023	42 LEESE ST		BP FILED	03/30/2007	0		200703307666	APARTMENTS		ERECT A NEW 4 STORY 3 DWELLING UNITS BUILDING	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9		Bernal Heights	Bernal Heights	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	(37.73646438030, -122.42374006600)
Resident	APN 0026030	827 NORTH POINT ST		CONSTRUCTION	06/03/2014	-1	2013.1476	201111078462	APARTMENTS		ERECT NEW 4-STORY 3 DWELLING UNITS CONDO.	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D2	Fisherman's Wharf; Northeast Waterfront	Northeast	Russian Hill	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.80536903290, -122.42087028200)
Resident	APN 3502111	25 ELGIN PARK ST		BP FILED	08/12/2014	-1	2014.1186	201408123622		Conditional Use for the unit density.  The project would also require a rear yard variance for the portion of the proposed fourth story, exposure variance for the rear dwelling unit and open space variance for the three new units	ADDITION OF 3 UNITS TO EXISTING BUILDING BY ADDING ONE STORY FROM 3 TO 4 STORIES.  CURRENTLY THE BUI	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/31/2014	DSANCHEZ	Suheil Shatara	Suheil Shatara	415 512 7566	CASE TRACKING	D8	Market and Octavia	Mission	Mission	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	(37.77105388800, -122.42311675900)
Resident	APN 2799083	950 CORBETT AV		CONSTRUCTION	03/13/2007	-1	2006.0641	200201106632	APARTMENT	3 New Unit Condominium	TO ERECT 4 STORY 3 DWELLING RESIDENCE	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						BLDG PERMIT	D8		Central	Twin Peaks	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.75183162050, -122.44373028500)
Resident	APN 3601071	3927 19TH ST		BP FILED	08/13/2008	0	2014.0243	200808139077	1 FAMILY DWELLING	Add a second residential unit at the front of each of three lots that contain one residence at the rear of each lot. Increase number residences from three to six and increase total residential area from 5,132 sf to 22,678 sf.	ERECT 5 STORY SINGLE FAMILY DWELLING. (3 STORY OCCUPANCY & 2 BASEMENTS.)	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/14/2014	KZUSHI	Jeff Burris	Jeff Burris	415 336-5143	CASE TRACKING	D8		Central	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75926475640, -122.43120463700)
Resident	APN 0252011	1160 PINE ST		BP FILED	02/04/2015	0	2015-001806PRJ	201502047491	APARTMENTS	INSTALLATION OF (3) NEW RESIDENTIAL UNITS FOR A TOTAL OF (18) UNITS.	INSTALLATION OF (3) NEW RESIDENTIAL UNITS FOR A TOTAL OF (18) UNITS.	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/17/2015	CGROB		CITY RING 1 LLC		CASE TRACKING	D3		Northeast	Nob Hill	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	65-A	(37.79061672760, -122.41494618500)
Mixres	APN 6574013	3178 MISSION ST		PL APPROVED	10/07/2013	-1	2013.1182			Demo of one existing cinder block auto repair building. Expand the ground floor for commercial use; add 3 dwelling units, relocate 1 existing dwelling unit and renovate interior of 2 existing dwelling units.		6	3	0	0	3005	1311	0	0	0	0	0	0	0	0	3005	1311	0	0	08/23/2013	CJUNG	Mason Kirby	Mason Kirby	415-867-5257	CASE TRACKING	D9		Bernal Heights	Bernal Heights	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	50-X	(37.74640202970, -122.41977447700)
Mixres	APN 1611001	3201 BALBOA ST		BP FILED	06/13/2008	0		200806134390	FOOD/BEVERAGE HNDLNG		ERECT A 3 STORY, 3 DWELLING UNITS AND MIXED USE BUILDING; DEMOLISH A FITNESS AND OFFICE BUILDING	3	3	0	0	1000	-2171	0	-1071	0	0	0	0	0	-2100	1000	1000	0	0						PERMIT TRACKING	D1		Richmond	Outer Richmond	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	(37.77565543150, -122.49319218600)
Resident	APN 3589108	777 VALENCIA ST		BP FILED	10/31/2013	0		201310310847	APARTMENTS		CONSTRUCTION OF 3 (N) RESIDENTIAL UNITS ON A (N) 3RD FL	3	3	0	0	0	1738	0	0	0	0	0	683	0	0	0	1055	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	NCT	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	55-X	(37.76056459260, -122.42118770200)
Resident	APN 0478003	2815 POLK ST		BP FILED	07/09/2014	0		201407090811	APARTMENTS		CONSTRUCT NEW 3-STORY MULTI-FAMILY RESIDENCE	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D2		Northeast	Russian Hill	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.80275013440, -122.42341011400)
Mixres	APN 3754042	12 SHERMAN ST		BP ISSUED	11/26/2012	-1	2007.1015	200702204428	APARTMENTS	"The new construction of a four story mixed use building having three dwelling units over a PDR commercial ground floor.  The project is not proposing parking for the three units. Units said ""0""."	DEMOLISH  1 STORE PARKING/STORAGE BLDG.	3	3	0	0	1853	0	0	0	0	0	0	0	1853	0	0	0	0	0	09/06/2007					PERMIT TRACKING	D6	East SoMa (EN); South of Market	South of Market	South of Market	MUG	MIXED USE-GENERAL	45-X	(37.77700940000, -122.40680389500)
Resident	APN 3532048	44 WOODWARD ST		BP FILED	10/10/2014	0		201410108600	APARTMENTS		CONSTRUCT (N) 4-STORY, 3-UNITS APARTMENT.	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.76914108000, -122.42104845800)
Resident	APN 1168040	2755 MCALLISTER ST		BP FILED	04/23/2015	0		201504234455	APARTMENTS		ERECT 4 STORIES OF 3 DWELLING UNITS.	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Inner Richmond	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.77507525560, -122.45745082300)
Resident	APN 1456023	6044 GEARY BLVD		BP FILED	09/05/2014	0		201409055492	APARTMENTS		TO ERECT 4 STORIES, 3 UNITS CONDOMINIUM BUILDING.	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Outer Richmond	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X	(37.78041298750, -122.48448220000)
Resident	APN 3985027	1239 17TH ST		BP FILED	11/21/2013	0		201311212547	APARTMENTS		ADD FOUR RESIDENTIAL UNITS ON TOP OF EXISTING IRON WORK SHOP.CONVERT EXISTING OFFICE TO ANOTHER RESI	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Showplace Square/Potrero Hill (EN)	South of Market	Potrero Hill	UMU	URBAN MIXED USE	48-X	(37.76491404500, -122.39654409800)
Resident	APN 2628035	301 UPPER TR		BP FILED	03/20/2015	0		201503201416	1 FAMILY DWELLING		Multiple Permits	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Buena Vista	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76210210180, -122.44558659200)
Resident	APN 6250036	101 LELAND AV		BP ISSUED	06/26/2015	-1	2007.1472	200705221925	FOOD/BEVERAGE HNDLNG	Demolish an existing 1-story 992 sqft cottage and construct a 4-story mixed use building with underground parking for 8 cars.	"DEMOLISH 1 STORY OF 1 DEWELLING UNIT. (200705221924)

TO ERECT 4 STORIES, 4 UNITS OF COMMERCIAL / RESIDENTIAL."	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/27/2007					PERMIT TRACKING	D10	Schlage Lock	South Central	Visitacion Valley	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	(37.71176606360, -122.40583053500)
Resident	APN 6048010	2774 SAN BRUNO AV		BP FILED	12/16/2014	0		201412163794	2 FAMILY DWELLING		ERECT 2 STORIES OF 2 DWELLING UNITS.	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9		South Central	Excelsior	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X	(37.72667821920, -122.40346903600)
Resident	APN 3729063	767 TEHAMA ST		BP FILED	05/29/2015	0	2015-006913PRJ	201505297474	APARTMENTS		COMPLY TO NOV#201519311,201519321,201247141,201168394,201168456,200788234, 120666964. REMODEL OF (E)	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D6	Western SoMa (EN); South of Market	South of Market	South of Market	RED-MX	RESIDENTIAL ENCLAVE-MIXED	45-X	(37.77490467390, -122.41192020000)
Resident	APN 6763001	95 NORDHOFF ST		PL FILED	10/10/2014	0	2014.149			Demolish an existing single-family home, subdivide parcel into four parcels, and construct four three-story single-family homes.		4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/10/2014	MBOURDRE	Anthony Pantaleoni	Tony Pantaleoni	415-495-4051	CASE TRACKING	D8		Ingleside	Outer Mission	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.73425439980, -122.44133270200)
Resident	APN 3534020	21 ROSEMONT PL		PL FILED	07/23/2014	0	2014.1145			RENOVATE (E) 2 STORY SINGLE FAMILY HOME TO (4) UNIT - 4 STORY BUILDING OVER BASEMENT/GARAGE WITH (3) PARKING SPACES.		4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/23/2014	JPOLING	Curtis Hollenbeck	Curtis Hollenbeck	415 544 9883	CASE TRACKING	D8	Market and Octavia	Mission	Mission	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	(37.76876056570, -122.42540361700)
Resident	APN 4209017	2830 24TH ST		BP FILED	07/11/2012	0	2006.0934	201207114624		CONSTRUCT FOUR RESIDENTIAL UNITS AND ONE COMMERCIAL RETAIL/LAUNDROMAT WITHOUT PARKING 161(J)	HORIZONTAL & VERTICAL ADDITION TO EXISTING BLDG. ADDITIONAL 3 UNITS TO THE EXISTING.	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/10/2006	EOROPEZA	Samuel Kwong	Samuel Kwong	391-3313	CASE TRACKING	D9	Mission (EN)	Mission	Mission	NCT	24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT	45-X	(37.75304741020, -122.40879099600)
Resident	APN 2374019	3534 TARAVAL ST		BP APPROVED	02/26/2009	-1	2008.0336	200712120290	APARTMENTS	3 new condo construction	VERTIACL & HORIZONTAL ADDITION TO EXISTING BUILDING. CONVERT EXISTING RETAIL TO 3 FAMILY DWELLING. R	3	3	0	0	0	-1200	0	0	0	0	0	0	0	0	0	-1200	0	0						PERMIT TRACKING	D4		Outer Sunset	Parkside	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	(37.74204279200, -122.50418855100)
Resident	APN 0105065	115 TELEGRAPH HILL BL		BP FILED	05/22/2015	0	2015-006908PRJ	201505227051	APARTMENTS		TO ERECT 4 STORIES, 1 BASEMENT, TYPE I/V B,  3 UNITS RESIDENTIAL BUILDING.	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D3		Northeast	North Beach	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.80160159300, -122.40575006200)
Resident	APN 3196006	1524 OCEAN AV		BP REINSTATED	03/30/2015	-1		201410148838	APARTMENTS		3-STORY VERTICAL ADDITION. RELOCATE RESTROOM ON 1ST FL. ADD 3 BATHROOMS, 2 KITCHENS, 4 BEDROOM ON EA	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7	Balboa Park	Ingleside	West of Twin Peaks	NCT	OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT	45-X	(37.72465720500, -122.45870690600)
