PROJECT_TYPE	APN	NAMEADDR	Alias	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	DA	CASENO	PLN_DESC	BPAPPLNO	BP_DESC	COST	EXISTUSE	PROPUSE	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	VISIT_EXIST	VISIT	VISITNET	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEWNEIGHBO	Zoning_Simplified	Zoning_Generalized	ZONING	HEIGHTLIMIT	SUPDIST	PLNGAREA	Location
Mixres	APN 3518020	241 10TH ST		TRUE	CONSTRUCTION	08/18/2017 12:00:00 AM	32	32							2014.0666	The proposed project is to demolish the existing 10,189 square foot car-rental office building and construct a new 5-story, 55-foot tall, 32-dwelling unit, mixed-use building.  The existing building on the subject 9,000 sf lot was constructed in 1921.  Th	201506159021	ERECT 5 STORIES OF 28 DWELLING UNITS. MIX USE BUILDING.	5500000		APARTMENTS	1813	-8376	0	0	0	0	0	0	0	0	0	0	0	0	0	1813	-8376	0	0	0	JBANALES											(37.773651123, -122.4134368896)
Resident	APN 5260001	4101 03RD ST		FALSE	PL FILED	05/14/2014 12:00:00 AM	32	32							2014.0748	The proposed project includes the construction of a 28,745 square-foot multifamily residential building. The building would include 32 dwelling units and 3,330 sf of ground floor retail space and 5 off-street parking spaces.						0	0	0			0			0			0			0			0			AA CONV											(37.7398948669, -122.3886489868)
Mixres	APN 6935001	1601 - 1635 OCEAN AV		FALSE	PL FILED	12/11/2013 12:00:00 AM	31	31	4	4					2009.1050	The proposed project would demolish five commercial buildings and construct a new four-story building containing 48 dwelling units, 8,114 square-feet of retail space, and 48 off-street parking spaces. PROJECT REVISED 5//13: 1649 Ocean Avenue (parcel 027) 						33275	15454	0	15082	15082	0			0			0			17821	18193	372	0			MBOUDREA											(37.7242965698, -122.4593811035)
Resident	APN 4884026	HOPE SF ALICE GRIFFITH	2800 ARELIOUS WALKER DR	TRUE	CONSTRUCTION	08/30/2017 12:00:00 AM	31	31	31	31		50% AMI; 		CP HPS II			201608296272	"TO ERECT 3 STORIES, NO BASEMENT, TYPE V, 31 UNITS APARTMENTS WITH PARKING.
** MAHER: N/A **"	14000000		APARTMENTS	0	0	0			0			0			0			0			0														(37.7189865112, -122.3860015869)
Mixres	APN 3952001B	75 ARKANSAS ST		TRUE	CONSTRUCTION	09/22/2017 12:00:00 AM	30	30							2015-009928PRJ	Demolition of existing 1-story warehouse building.  Proposed new construction of a 4 story mixed-use building, with 8,150 sf of  ground floor retail and multipurpose space with 56,700 sf of residential over 3 floors of student housing consisting of 30 uni	201606281077	"TO ERECT 4 STORIES, TYPE VA, 30 UNITS STUDENT HOUSING WITH MIXED USE BUILDING.
** MAHER: N/A **"	13800000		APARTMENTS	7584	-11666	0			0			0			19250	0	-19250	0	7584	7584	0			EJARDINE	Equity Community Builders		4155773723								(37.7653961182, -122.3984069824)
Resident	APN 2636025	599 CRESTMONT DR	SAN FRANCISCO OVERLOOK	TRUE	PL APPROVED	03/07/2014 12:00:00 AM	29	29			Fee Payment 				2004.0093	The proposed project would involve the construction of 34 dwelling units and 40 off-street parking spaces in four new buildings on an undeveloped site.  The residential buildings would four stories in height, approximately 20 feet in height from grade.						0	0	0			0			0			0			0			0			AA CONV											(37.7589416504, -122.4607849121)
Mixres	APN 3576001	2100 MISSION ST		FALSE	PL FILED	03/25/2016 12:00:00 AM	29	29							2009.0880	Demolition of a one-story commercial building and construction of a mixed-use building comprising 29 residential units, 14 residential parking spaces, a ground-floor commercial space. 	201406239172	TO ERECT 6 STORIES, 1 BASEMENT, 29 UNITS RESIDENTIAL, COMMERCIAL & PARKING BUILDING.	7500000		APARTMENTS	2640	-4990	0			0			0			0			7630	2640	-4990	0			DDWYER	David Silverman	David Silverman	415 567 9000	Mission	Mission St NCT	Neighborhood Commercial	Mission St NCT	65-B	9		(37.7632293701, -122.4197921753)
Resident	APN 0807010	580 HAYES ST		TRUE	CONSTRUCTION	09/08/2017 12:00:00 AM	29	29			Fee Payment 				2012.0903	The proposal is for a Conditional Use Authorization, pursuant to Planning Code Sections 121.1 and 303 to allow development of a lot larger than 10,000 square feet in the Hayes Street Neighborhood Commercial Transit District. The project includes the demol	201312093685	ERECT NEW 5 STORIES, 1 BASEMENT, 29 UNITS RESIDENTIAL WITH COMMERCIAL & PARKING.	13000000		APARTMENTS	0	0	0			0			0			0			0			0			MLI	Ali Kia Shabahangi	Steven Vettel	415 268 6171	Market-Octavia	HAYES NCT	Neighborhood Commercial	HAYES NCT	55-X	5		(37.7767562866, -122.42603302)
Mixres	APN 0337014A	469 EDDY ST		TRUE	PL APPROVED	05/12/2016 12:00:00 AM	28	28	3	3	On-site BMR Project	90% AMI; 	Ownership		2014.0562	Save the existing facade and build a new 8-story building with 29 residential units, 2,600 sf of ground floor retail, and 16 below-grade vehicle parking spaces.	201512094600	VERTICAL ADDITION. HISTORIC RESTORATION OF (E) BLDG: CONSTRUCTION OF AN 8 STORY, 80 FT TALL, 47,100 SF MIXED USE RESIDENTIAL-COMMERCIAL BLDG. NEW BLDG WILL INCLUDE 28 UNITS OF DWELLING, APPROX 700 SF OF GROUND FLR COMMERICAL SPACE & PARKING GARAGE FOR 9 C	6700000	PRKNG GARAGE/PUBLIC	APARTMENTS	2600	-18085	0			0			0			0	0	-20685	0	2600	2600	0			SNGAN	Barbara Borgfeldt	Nick Cranmer	415-501-0931		RC-4	Mixed Use	RC-4	80-T			(37.7833023071, -122.4153213501)
Mixres	APN 0334028	519 ELLIS ST		TRUE	PL Approved	06/23/2017 12:00:00 AM	28	28							2014.0506	Proposed new construction of 8-story building with 28 residential condo units above first floor and two commercial units on first floor.						2541	5082	0	0	2541	0			0			0			0	2541	2541	0			TCHANG											(37.7842979431, -122.4150009155)
Resident	APN 4224015	1004 MISSISSIPPI ST		TRUE	BP ISSUED	04/22/2016 12:00:00 AM	28	28	3	3	On-site BMR Project 	90% AMI; 	Ownership		2006.0810	Construct 28 dwelling units and 28 parking spaces in an underground garage on a vacant lot. The building would be approximately 57,974 sq. ft. and approxomately 40 feet in height. 	200705010141	ERECT 4 STORIES, 28 UNITS, 3 BASEMENTS, RESIDENTIAL CONDOMINIUM BUILDING.	11107000		APARTMENTS	0	0	0			0			0			0			0			0			AHOLLIST	John Conomos	Bruce Baumann	415-551-7884	Showplace Sq. & Potr	RH-3	Residential	RH-3	40-X	10		(37.7536201477, -122.3940429688)
Resident	APN 0459007	1598 BAY ST		TRUE	CONSTRUCTION	09/27/2017 12:00:00 AM	28	28			Fee Payment 				2014-003157PRJ	To permit the conversion of a former Gas Station that is currently a vacant and underutilized lot into a four story 40' high residential building consisting of 28 units and 42 parking spots.	201512235830	"TO ERECT 4 STORIES, 1 BASEMENT, 28 UNITS RESIDENTIAL & COMMERCIAL BUILDING.
** MAHER: N/A **"	10500000		APARTMENTS	0	-440	0			0			0			0			0	0	-440	0			BBENDIX	Presidio Development Partners	Mark Conroe	415-431-6506								(37.8033714294, -122.433052063)
Mixres	APN 3502108	198 VALENCIA ST		FALSE	BP FILED	08/05/2014 12:00:00 AM	28	28							2013.1458	Demolition of existing 1 story commercial structure, replace with 5-story building with 28 residential units and ground floor commercial space.	201408053094	"TO ERECT 5 STORIES, NO BASEMENT, 28 UNITS RESIDENTIAL CONDO AND COMMERCIAL BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	3000000		APARTMENTS	5000	2900	0			0			0			2100	0	-2100	0	5000	5000	0			DISALVOJ					NCT-3	Mixed Use	NCT-3	50-X			(37.7700958252, -122.4226837158)
Resident	APN 0499002D	1320 - 1380 LOMBARD ST		FALSE	PL FILED	01/12/2016 12:00:00 AM	124	18							2015-001435PRJ	"The proposed project will add 16 new studios and 2 one-bedroom units within the existing, underutilized ground floor space of the three-building complex.  The area of alteration is currently used for storage.



The PPA was submitted on 2/5/2015 and the 9"						0	0	0			0			0			0			0			0			ERUSSELL	Veritas Investments, Inc.		4155787610								(37.8017616272, -122.4237289429)
Resident	APN 3518020	241 10TH ST		TRUE	CONSTRUCTION	08/18/2017 12:00:00 AM	28	28							2014.0666	The proposed project is to demolish the existing 10,189 square foot car-rental office building and construct a new 5-story, 55-foot tall, 32-dwelling unit, mixed-use building.  The existing building on the subject 9,000 sf lot was constructed in 1921.  Th	201506159021	ERECT 5 STORIES OF 28 DWELLING UNITS. MIX USE BUILDING.	5500000		APARTMENTS	0	-10189	0			0			0			10189	0	-10189	0			0			JBANALES											(37.773651123, -122.4134368896)
Mixres	APN 0527004	2525 VAN NESS AV		FALSE	PL FILED	09/21/2016 12:00:00 AM	28	28							2016-002728PRJ	"Demolish existing commercial building and construct a new 27 unit multi family building with ground floor retail and underground residential parking garage.

The PPA was submitted on 2/29/16 and the 90 day deadline is 5/29/16."			0			1965	-5215			0			0		0	-4990			0		1965	-225			0	VBYRD	Nc2 Architects		4157496500								(37.7989501953, -122.4245071411)
Resident	APN 0853022	PARCEL T - OCTAVIA BLVD	CENTRAL FREEWAY	TRUE	PL Approved	04/26/2017 12:00:00 AM	26	26							2014.1509	The proposed project is the construction of a (new) 5-story, mixed-use commercial and 26-unit residential building.						0	0	0			0			0			0			0			0			AA CONV											(37.7736587524, -122.4236984253)
Mixres	APN 0522002A	2601 VAN NESS AV		TRUE	BP ISSUED	04/04/2016 12:00:00 AM	26	26			Fee Payment 				2013.1177	Construct a 7 story, 26 unit building with 3 ground floor commercial and 2 levels subterranean garage with 35 spaces	201406269575	ERECT 7-STORY, 27 DWELLING UNITS, RESIDENTIAL/R.2, A-2/B/S-2.  Life safety permits  deferred.	15000000		APARTMENTS	7632	7632	0			0			0			0			0	7632	7632	0			GNELSON	L. F. Geo	L. F. Geo	415.665.5	Vanness Corridor	RC-3	Mixed Use	RC-3	65-A	2		(37.7996635437, -122.4246139526)
Mixres	APN 3727168	1145 MISSION ST		FALSE	PL FILED	08/21/2014 12:00:00 AM	25	25							2007.0604	"Construction of 25-unit, 6-story, residential building with common roof deck, ground floor retail and basement parking (possibly stacker), totalling 30,674-gsf. Previous FMND 2000.531E.  Existing excavation /shoring permit 2006.1086D.
"	200908144872	new 6-story bldg. over 1-basement level parking.	3400000		APARTMENTS	4125	4125														4125	4125				JBANALES	Darren Lee	Darren Lee	415-271-0528	Mid-Market	MUO	Mixed Use	MUO	65-X	6		(37.7782096863, -122.4117736816)
Resident	APN 3505020	42 OTIS ST		FALSE	BP FILED	03/30/2017 12:00:00 AM	25	25	3	3					2016-005406PRJ	Construction of a five-story, mixed-use building to include a total of 24 single-room occupancy units on four floors with ground level retail space.	201703302802	TO ERECT 5 STORIES, 24 UNITS WITH COMMERCIAL ON 1ST FLOOR . MIX USE WITH TYPE 5 CONSTRUCTIOM.	3600000		APARTMENTS	0	0																				Elevation Architects		4155371125								(37.7726516724, -122.419631958)
Resident	APN 3537100	55 BELCHER ST		FALSE	PL FILED	02/16/2017 12:00:00 AM	25	25							2016-003994PRJ	"Proposed new construction of a 4-story building with 25 residential units ( 4 studio units 6 one-bedroom units, 14 two-bedroom units & a shared open space at roof)

The PPA was submitted on 3/23/16 and the 90 day deadline is 6/21/16."						0	0																				SIA Consulting		4159220200								(37.7685089111, -122.4298400879)
Resident	APN 0334008	430 EDDY ST		TRUE	PL APPROVED	03/07/2005 12:00:00 AM	24	24	24	24					2003.0145	"New-construction, 24 units of senior housing, requiring ""C"" for height over 40' [Sec. 253] & ""V""for rear-yard modification [Sec. 134(f)] -- ((NOTE:  The Environmental Evaluation for this case is Case No. 2003.0228EK))"			1200000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JMILLER	Bill Walt	Bill Walt	415.826.3	Rest of City	RC-4	Mixed Use	RC-4	80-T	6		(37.7839355469, -122.4148330688)
Mixres	APN 3729011	1228 FOLSOM ST / 723 - 725 CLEMENTINA		TRUE	PL APPROVED	01/25/2017 12:00:00 AM	24	24							2014.0964	Three lots merged to construct a new mixed-use occupancy, 6 story building in NCT-Folsom zoning and 4 story in RED-MX zoning, with a basement garage.  Single-family residential R3 occupancy over ground floor commercial B occupancy over basement/private pa	201509258131	ERECT 5 STORIES OF 24 DWELLING UNIT. MIX USE COMMERCIAL & RESIDENTIAL.	6214650		APARTMENTS	1109	-6106	0			0			7215	0	-7215	0			0	1109	1109	0			DISALVOJ											(37.7747306824, -122.4108047485)
Mixres	APN 2623006	376 CASTRO ST		TRUE	BP FILED	05/17/2013 12:00:00 AM	24	24	3	3	On-site BMR Project 	90% AMI; 	Ownership		2004.0976	Demolition of a gas station and construction of a mixed-use building with 24 dwelling units, appx. 2,800 GSF of ground floor commercial use, and 24 off-street parking spaces.  	201305177243	TO ERECT 6-STORY, 24 UNITS W/ GARAGE, COMMERCIAL & PARKING BUILDING.	5000000		APARTMENTS	8265	8265	0			0			0			0	5275	5275	0	2990	2990	0			RCRAWFOR	Bruce  Baumann	Bruce  Baumann	415 551-7884	Rest of City	UPR MARKET	Neighborhood Commercial	UPR MARKET NCD	65-B	8		(37.7629203796, -122.4355010986)
Mixres	APN 4058002	600 20TH ST		FALSE	PL FILED	02/14/2017 12:00:00 AM	24	24	4	4					2016-008651PRJ	Demolition of existing two story building and construction of a new six-story, mixed use residential building.  The building shall consist of five residential levels, with a ground level commercial space above a basement garage.  See attached project desc						1916	-7284							7000	0	-7000				2200	1916	-284					Workshop1		4154099267								(37.7607803345, -122.387802124)
Resident	APN 3995015	603 TENNESSEE ST		FALSE	BP FILED	02/26/2016 12:00:00 AM	24	24							2015-011202PRJ	The project will involve demolishing an existing two story storage building and construct a new six story, 24 dwelling, 58 foot tall, multi-family residential building.  The ground floor will include active space (lobby), residential,  20 parking stalls a	201602260667	"ERECT 6-STORY, NO BASEMENT, 24 DWELLING UNITS BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD OF SOIL. ROUTE TO DPH **"	3000000		APARTMENTS	0	-6000										6000	0	-6000							VBYRD	Arcon Construction Inc.		4157596228								(37.7640037537, -122.3895187378)
Resident	APN 3753070	255 SHIPLEY ST		FALSE	PL FILED		24	24							2016-012030PRJ							0	0																														(37.7786903381, -122.4038162231)
Mixres	APN 0334008	430 EDDY ST		TRUE	PL APPROVED	03/08/2016 12:00:00 AM	23	23	3	3	On-site BMR Project 	90% AMI; 	Ownership		2014.0400	Proposed new construction of eight story over basement building with 27 residential condo units, and two commercial unit at street level.	201605056698	TO ERECT 8 STORIES, 1 BASEMENT, 23 UNITS RESIDENTIAL CONDO  WITH COMMERCIAL, MIXED USE BUILDING.	3750000		APARTMENTS	797	1594	0	0	797	0			0			0			0	797	797	0			CESPIRIT											(37.7839355469, -122.4148330688)
Resident	APN 3549064	1450 15TH ST		TRUE	CONSTRUCTION	11/07/2016 12:00:00 AM	23	23			Fee Payment 				2013.0124	"The proposed project would demolish an existing 6,088  sq. vacant industrial building on irregular ""L"" shaped parcel and  construct a new multi-family residential structure with 23 dwelling units. The project would also include 16 off-street parking space"	201306280738	TO ERECT 5 STORIES, NO BASEMENT, 23 UNITS RESIDENTIAL & PARKING BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **	5750000		APARTMENTS	0	-8224	0			0			0			8224	0	-8224	0			0			JPURVIS	Gabriel Ng	Gabriel Ng	415-563-6655	Mission	UMU	Mixed Use	UMU	50-X	9		(37.7670898438, -122.4168319702)
Mixres	APN 3555057	1721 15TH ST		FALSE	PL FILED	04/19/2017 12:00:00 AM	23	23							2016-008652PRJ							5791	-4679										10470	0	-10470	0	5791	5791															(37.7662620544, -122.4228134155)
Resident	APN 3525083	222 DORE ST		FALSE	PL FILED	12/04/2015 12:00:00 AM	23	23							2015-003229PRJ	The proposed project is to demolish the existing front façade of the building, except the columns, demolish the interior of the building, raise and re-use the roof to a height of 40 feet, and construct 16,648 square feet of residential use and open spaces	201605036401	DEMO (E) FRONT FACADE OF BLDG EXCEPT COLUMNS, RAISE & RE-USE PARTIAL ROOF ASSEMBLY, ADD APPROX. 8.25 SF OF WALL HEIGHT AT PERIMETER WALLS, PROVIDE NEW FACADE WINDOW WALL WITH BALCONIES AND DEMO INTERIOR OFFICE AND CONVERT (E) WAREHOUSE TO (23) TOTAL RESID	4828375	WAREHOUSE,NO FRNITUR	APARTMENTS	0	0	0			0			0			0			0			0			SIROISDA	Kodama Diseno Architects		510-986-0696								(37.7715835571, -122.4103927612)
Mixres	APN 0512031	2301 LOMBARD ST		FALSE	BP FILED	12/28/2016 12:00:00 AM	22	22							2015-014040PRJ	Construction of a new 4 story 22 unit multi-family residential structure over retail and parking for vehicles and bikes.	201612285988	ERECT A 4 STORIES, 22 RESIDENTIAL UNITS, 1 BASEMENTS, TYPE 5A MIX USE BUILDING. MAHER EXTENSION IS NOT APPLIED.	12000000		APARTMENTS	2585	2585													0	2585	2585				LAJELLO											(37.7990951538, -122.4396133423)
Mixres	APN 1071003	2670 GEARY BL		FALSE	PL FILED	12/09/2015 12:00:00 AM	21	21	3	3					2014-002181PRJ	Construction of a seven story mixed-use building composed of three stories with 21, two-four bedroom residential dwelling units, three stories of office space, one story commercial space and 3 levels of subterranean parking. The proposed building conforms						46696	43882	0			0			0	35372	35372	0			0	11324	8510	0			JHORNER		Riyad Ghannam	699-3640								(37.7828521729, -122.4474411011)
Resident	APN 4591C143	27 KIRKWOOD AV		TRUE	CONSTRUCTION	08/25/2017 12:00:00 AM	21	21									201501145720	ERECT 3 STORIES, NO BASEMENT, TOWN HOME RESIDENTIAL DWELLING. CHANGE SCOPE OF WORK FROM CONDO TO RESIDENTIAL DWELLING ON 12/15/2015.  Reclassified as R3 dwelling units.	498485		1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												(37.7266921997, -122.3694915771)
Mixres	APN 3642015	3230 & 3236 24TH ST		FALSE	PL FILED		21	21							2016-014062PRJ							4150	4150													0	4150	4150															(37.7524375916, -122.4168777466)
Resident	APN 3639001	2600 HARRISON ST		TRUE	PL APPROVED	08/11/2016 12:00:00 AM	20	20			Fee Payment 				2014.0503	The project proposes a new residential building in place of the existing industrial warehouse building to be demolished.  The new building would be 40 feet tall with ground floor parking and 20 residential units.  A rood deck would be provided with access	201501236483	"TO ERECT 4-STORY, NO BASEMENT, TYPE 5A, 19 DWELLING UNITS BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	4000000		APARTMENTS	0	-7209	0			0			0			7506	0	-7209	0			0			EJARDINE	Toby Morris	Edward Morris	415-749-0302		UMU	Mixed Use	UMU	40-X			(37.7553787231, -122.4124069214)
