PROJECT_TYPE	APN	NAMEADDR	Alias	BESTDATE	BESTSTAT	Entitlement	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	RET	NET_RET	MIPS	NET_MIPS	PDR	NET_PDR	MED	NET_MED	CIE	NET_CIE	VISIT	NET_VISIT	FirstFiled	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	PLAN_AREA	PLAN_DISTRICT	SUPE_DISTRICT	HEIGHT_DISTRICT	ZONING	ZONING_DISTRICT	PLANNER	LOCATION
Resident	APN 5577011	191 BREWSTER ST		02/08/2016	CONSTRUCTION	-1	2009.1018	New 2,811 sqft single-family residence on vacant lot.	200609253193	TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.	$287000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/25/2006				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7436075773, -122.407175)
Resident	APN 5336048	1911 QUESADA AV		08/08/2013	PL FILED	0	2013.1070	Construct two new three-story single-family homes on two vacant lots; 4,460 sf on Lot 48 and 6,020 sf on Lot 49, off-street parking for two vehicles (one on each lot); create access easement on City property.		TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING	$350000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/17/2007				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7353930182, -122.395590)
Resident	APN 4071014	1914 20TH ST		08/18/2015	BP ISSUED	-1	2015-007570PRJ	Construct 2 dwelling units on an empty lot	201302119939	ERECT NEW 6 STORIES, 2 DWELLING UNITS BUILDING.	$1570000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/11/2013		HURLEY JAMES		Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	JBANALES	(37.7599981028, -122.400514)
Vacant	APN 7544045	199 EVERSON ST		03/09/2016	BP Filed	0			201603091553	CONSTRUCT (N) ACTIVITY ROOM/OFFICE IN A 1-STORY BUILDING	$750000.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/09/2016				Glen Park		Central	SUPERVISORIAL DISTRICT 8	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7390877716, -122.433079)
Resident	APN 7308001	199 VIDAL DR	PARKMERCED, PHASE I	11/13/2015	BP FILED	0	2014.1370		201511132572	CONSTRUCT (N) 4-STORY MULTI-UNIT RESIDENTIAL	$12483258.00	APARTMENTS	64	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/08/2014				Lakeshore	Parkmerced	Ingleside	SUPERVISORIAL DISTRICT 7	45-PM	PM-R	PARKMERCED-RESIDENTIAL		(37.7205047819, -122.483875)
MIPS	APN 5231002B	1995 EVANS AV	San Francisco Police Department Forensic Service Division & Traffic Company	03/21/2013	PL FILED	0	2013.0342	The proposed project includes demolition of three existing buildings on the site (approximately 39,800 sf) and consturction of a new four-story, 65-foot tal, 105,150 sf building containing the San Francisco Police Department Forsenic Service Division and			$27900000.00		0	0	0	0	175150	85950	0	0	0	-39800	0	0	0	0	0	0	03/21/2013	John T. Matthies	John T. Matthies	415-557-4659	Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	80-E	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	EPURL	(37.7460861371, -122.395526)
Resident	APN 5613064	2 BONVIEW ST		05/12/2015	BP FILED	-1	2015-006710PRJ	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	201505126084	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	$700000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/12/2015		TWIN PEAKS INVESTMENTS LLC		Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	CTOWNES	(37.7449816858, -122.415841)
Resident	APN 6489090	2 BYRON CT		09/30/2015	PL APPROVED	-1	2014.0922	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the new construction of a single family dwelling on a vacant lot.	201312315425	ERECT A TWO STORY SINGLE FAMILY DWELLING.	$200000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/31/2013				Crocker Amazon		South Central	SUPERVISORIAL DISTRICT 11	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7098754698, -122.443591)
MIPS	APN 3910001	2 HENRY ADAMS ST		09/30/2013	PL FILED	0	2013.0689	The proposed project would convert current showroom space to office space. The are no proposed exterior changes proposed as part of this project except for relocation of the existing WTS. The project would require interior tenant improvements to accomoda			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/23/2013				South of Market	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	45-X	PDR-1-D	PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN		(37.7691122216, -122.404424)
Resident	APN 5403001	2 VESTA ST		09/23/2015	BP FILED	0			201509237900	COMPLY W/ NOV #201558471. LEGALIZE (E) INLAW UNIT ON GROUND FL INCLUDING LIGHT, ELECTRICAL OUTLETS &	$60000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/23/2015				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7312411623, -122.400370)
Resident	APN 2140004B	2031 20TH AV		04/09/2015	BP FILED	0			201504093248	HORIZONTAL & VERTICAL ADDITION. 1ST FLR: 2 BEDROOM, 1 KITCHEN, 1 LIVING RM. 2ND FLR: 2 BEDRMS 1 BATH	$100000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/09/2015				Outer Sunset		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7498245911, -122.477568)
Mixres	APN 3731001	200 - 214 06TH ST		03/10/2016	CONSTRUCTION	-1	2011.0119	The proposed project is the demolition of an existing 144 room hotel buidling and construction of a new mixed - use building with 56 affordable dwelling units, approximately 3,074 sq.ft. of retail, and 15 off-street parking spaces.	201211295086	ERECT 9 STORY 67 DWELLING UNITS.	$0.00		67	67	67	67	2550	2550	0	0	0	0	0	0	0	0	0	0	02/09/2011				South of Market	East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	85-X	NCT-SOMA	SOMA NEIGHBORHOOD COMMERCIAL TRANSIT	CTEAGUE	(37.7793793901, -122.407102)
Resident	APN 7091025	200 BRIGHT ST		07/31/2014	PL APPROVED	-1	2013.1410	Variance request to the rear yard requirement of P.C. Sec. 134(a)(1) to permit the conversion of a vacant commercial space to a second dwelling unit.  And a variance to P.C. Sec. 151.1 to only provide one parking space as only one currently exists.			$18000.00		2	1	0	0	0	-980	0	0	0	0	0	0	0	0	0	0	10/04/2013	Yingyu Cai	Yingyu Cai	415-321-0929	Ocean View		Ingleside	SUPERVISORIAL DISTRICT 11	40-X	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	DWASHING	(37.7145490695, -122.463356)
Mixres	APN 7106058	200 BROAD ST		01/22/2016	CONSTRUCTION	-1	08/20/2014	Demo church and build 3 story building: two dwelling units over office space and garage	200910209344		$400000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/14/2012				Ocean View		Ingleside	SUPERVISORIAL DISTRICT 11	40-X	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER		(37.7133769843, -122.459183)
CIE	APN 3931A001	200 POTRERO AV		04/15/2015	PL FILED	0	2015-004756PRJ	New construction of a two-floor 30,034 gsf gym in a building adjacent to the Potrero Center.			$0.00		0	0	0	0	0	0	0	0	0	-16734	0	0	30034	30034	0	0	04/15/2015	Reuben, Junius & Rose, LLP		4155679000	Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 10	68-X	PDR-1-G	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL	SMENDRIN	(37.7667794985, -122.407991)
Resident	APN 5386001	2006 KEITH ST		12/31/2010	BP FILED	0			201012317718	Multiple Permits	$400000.00	1 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/31/2010				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7286919043, -122.390310)
Resident	APN 5386002	2008 KEITH ST		02/01/2016	BP ISSUED	-1			201411030494	CONSTRUCT (N) 3-STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.	$300000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/03/2014				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7285801736, -122.390410)
Mixres	APN 3746001	201 FOLSOM ST	LUMINA	03/17/2016	CONSTRUCTION	-1	2000.1073	Residential & Retail uses, and parking. Remove an existing US Postal Service surface parking lot and construct a new 38-40 story building with 806 residential units, ground floor retail, 806 off-street parking spaces for the residential use, 16 retail pa	201207124717	Multiple Permits	$180000000.00		285	285	0	0	23505	23505	0	0	0	0	0	0	0	0	0	0	07/11/2002				South of Market	Rincon Hill	South of Market	SUPERVISORIAL DISTRICT 6	85/200-R	RH DTR	RINCON HILL DOWNTOWN RESIDENTIAL	MSNYDER	(37.7884130260, -122.391516)
Resident	APN 4002024	201 MISSOURI ST		05/07/2014	BP FILED	0			201405075174	ERECT 3 STORIES OF 2 DWELLING UNIT.	$250000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/07/2014				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7636814953, -122.396319)
Resident	APN 2129001C	2014 10TH AV		08/26/2015	BP ISSUED	-1			201407292392	CONVERT (E) MASTER BEDROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-1	$8000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/29/2014				West of Twin Peaks		Inner Sunset	SUPERVISORIAL DISTRICT 7	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7506008118, -122.466181)
Resident	APN 4030014	2018 19TH ST		02/04/2015	BP FILED	0			201502047444	CONSTRUCT (N) 4-STORY SINGLE FAMILY RESIDENTIAL.	$625000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/04/2015				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7611512834, -122.402665)
Resident	APN 7106059	202 BROAD ST		01/22/2016	CONSTRUCTION	-1			200910209343	CONSTRUCTION OF 3-STORY TWO DWELLING UNITS.	$700000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/20/2009				Ocean View		Ingleside	SUPERVISORIAL DISTRICT 11	40-X	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER		(37.7133764123, -122.459288)
Resident	APN 6209052	202 TEDDY AV (AKA 468 - 488 RUTLAND)		05/13/2015	BP FILED	0	2015-006747PRJ	Demolish one single-family residence, subdivide into three (3) lots, and construct three (3) new single-family residences.	201505136191	DEMOLISH 1-STORY, TYPE V, SINGLE FAMILY DWELLING BUILDING.	$5000.00		3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/13/2015		TAM YIN KWAN		Visitacion Valley		South Central	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	JDISALVO	(37.7148275880, -122.406552)
CIE	APN 6795A029	203 COTTER ST		07/14/2015	PL FILED	0	2015-003791PRJ	Conditional Use Authorization to permit the change of use from neighborhood agricultural to educational and construct two two-story buildings totaling 12,250 sq. feet and two greenhouses.			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	12250	12250	0	0	07/14/2015				Outer Mission		South Central	SUPERVISORIAL DISTRICT 11	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	NTRAN	(37.7287566378, -122.436361)
Resident	APN 1412019	2034 CLEMENT ST		04/10/2014	CONSTRUCTION	-1	2010.0603	Demo building at rear of property and construct a horizontal and vertical addition to the front building with a garage at the 1st floor and 3-unit residential building at the 2nd, 3rd and 4th floors.	201010253666	ERECT 4 STORIES, 3 UNITS, TYPE 5 BUILDING.	$700000.00	APARTMENTS	3	3	0	0	0	0	0	-2305	0	0	0	0	0	0	0	0	07/20/2010				Outer Richmond		Richmond	SUPERVISORIAL DISTRICT 1	40-X	NCD-OUTER CLEMENT	OUTER CLEMENT STREET NEIGHBORHOOD COMMERCIAL		(37.7825240147, -122.481284)
Mixres	APN 0595008	2050 VAN NESS AV / 1675 PACIFIC AV		03/01/2016	PL FILED	0	2014.1573	Replace existing structure on site with an 8-story multi-family residential project with ground floor retail and parking.			$16920889.00		44	44	0	0	1378	1378	0	0	0	0	0	0	0	0	0	0	03/01/2016				Nob Hill	Van Ness Corridor	Northeast	SUPERVISORIAL DISTRICT 3	80-D	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY		(37.7946321845, -122.422796)
Resident	APN 3994001B	2051 03RD ST	650 ILLINOIS ST	08/26/2015	CONSTRUCTION	-1	2010.0726	Demolition of existing structures and the construction of a new 6-story, 65.4-ft-tall building with 71,225 sf of residential (97 dwellings) and 45 off-street parking spaces.	201406279814	TO ERECT 6 STORIES, 1 BASEMENT, 93 RESIDENTIAL UNITS, (R-2,B,S-2)COMMERCIAL, MIXED USE BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **	$0.00	APARTMENTS	97	97	12	12	0	0	0	0	0	-15349	0	0	0	0	0	0	08/23/2010				Potrero Hill	Central Waterfront (EN)	South of Market	SUPERVISORIAL DISTRICT 10	68-X	UMU	URBAN MIXED USE	DVU	(37.7636390852, -122.388361)
Resident	APN 6513053	206 SAN JOSE AV		01/08/2016	BP Filed	0	2016-000578PRJ		201601086723	ADD A DWELLING UNIT ( 1 BEDROOM) @ CURRENT GARAGE LEVEL OF BUILDING.	$100000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/08/2016				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 8	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7518284853, -122.421842)
Resident	APN 2131A026	2062 12TH AV		05/08/2015	BP FILED	0			201505085788	(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14.	$6000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/08/2015				Inner Sunset		Inner Sunset	SUPERVISORIAL DISTRICT 7	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7496372570, -122.468057)
Resident	APN 5335034	2065 QUESADA AV		05/19/2015	BP FILED	0			201505196638	ERECT 3-STORY, TYPE V, SINGLE FAMILY DWELLING BUILDING.	$90000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/19/2015				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7369959532, -122.398435)
Resident	APN 2151037	2066 32ND AV		05/08/2015	BP FILED	0			201505085793	(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14	$6000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/08/2015				Outer Sunset		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7486689585, -122.489724)
Resident	APN 2184034	2142 34TH AV		03/28/2016	CONSTRUCTION	-1			201506037942	LEGALIZE (E) 2 BEDROOMS AT LOWER FLOOR WITH KITCHEN. REMOVE INTERNAL STAIR & ADDING (N) DECK.	$50000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/03/2015				Outer Sunset		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7471231155, -122.491770)
Resident	APN 4022001	2070 BRYANT ST		06/12/2014	PL FILED	0	2013.0677	The proposed project is the demolition of the 50,000 sf warehouse building at 2070 Bryant Street and construction of a new 6-story residential building with garage parking using conventional parking and parking stackers. The proposed project would constr	201406239109		$66680000.00	APARTMENTS	274	271	0	0	5140	-780	0	-3540	0	-56160	0	0	0	0	0	0	06/12/2014	Nick Podell	Linsey Perlov	415-296-8800	Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	68-X	UMU	URBAN MIXED USE	RSUCRE	(37.7614995370, -122.410581)
Resident	APN 3571031	2070 FOLSOM ST		12/09/2015	PL FILED	0	2015-014715PRJ	Re-zoning of site from P to UMU. Construction of a new mixed-use 7-story building with ~109 units of affordable family housing along with community and building serving support services on the first and second floors, a ground floor cafe/retail space, an			$0.00		112	112	109	109	1000	1000	10000	10000	0	0	0	0	5000	5000	0	0	12/09/2015				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	50-X	P	PUBLIC		(37.7642712638, -122.415743)
Resident	APN 5426031	2075 BANCROFT AV		04/19/2012	PL FILED	0	2012.0516	Demo existing single family home and replace with three new single family homes.			$0.00		3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/19/2012	Johanna Street	Johanna Street	415.287.4143	Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	RSUCRE	(37.7304253339, -122.401846)
Resident	APN 5980003	208 GIRARD ST		04/09/2013	BP FILED	0			201304094098	2 STORY HORIZONTAL ADDITION. 682 SQ. FT. @ 2ND FLOOR & 672 AT 1ST FLOOR. RAISE (E) HOUSE 2' & ADD NE	$80000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/09/2013				Excelsior		South Central	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7293963267, -122.405756)
Resident	APN 5403035	2082 BANCROFT AV		11/05/2015	CONSTRUCTION	-1			201506249835	UNIT LEGALIZATION ORD 43-14. REPLACE 2 CASEMENT DOOR IN THE GARAGE. RELOCATE A GAS LINE IN THE KITCH	$14000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/24/2015				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7309081444, -122.401626)
Resident	APN 5654023	209 PRENTISS ST		03/19/2015	BP ISSUED	-1	2011.0793		201112090432	ERECT 3 STORY SINGLE FAMILY RESIDENTIAL.	$313000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/09/2011				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7399931212, -122.411893)
Mixres	APN 3995007	2092 03RD ST / 600 18TH ST		09/30/2014	BP FILED	0	2014.0168	The proposed project involves the demolition of the existing buildings and construction of a new six-story, 68-foot-tall (84-foot-tall with mechanical penthouse), 20,540-square-foot building consisting of 18 dwelling units, 3,064 square feet of ground-fl	201507171867	CONSTRUCT (N) 6-STORY, 19 DWELLING UNTS RESIDENTIAL ABOVE RETAIL WITH 1 BASEMENT BUILDING.	$5500000.00	APARTMENTS	18	18	0	0	3065	935	0	0	0	0	0	0	0	0	0	0	09/30/2014	Michael Leavitt	Michael Leavitt	415-674-9100	Potrero Hill	Central Waterfront (EN)	South of Market	SUPERVISORIAL DISTRICT 10	68-X	UMU	URBAN MIXED USE	KDURANDE	(37.7631881042, -122.389089)
PDR	APN 5262004	2095 JERROLD AV		03/26/2010	PL APPROVED	-1	2009.1153	A master planned expansion and retention of the SF Wholesall Produce Market.  This project will be implemented in phases			$71963930.00		0	0	0	0	11874	11874	85472	47468	375081	78811	0	0	0	0	0	0	12/18/2009	Michael  Janis	Michael  Janis	415-821-2742	Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	65-J	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	ACONTRER	(37.7420910833, -122.394616)
Resident	APN 5577006	21 JOY ST		06/22/2015	BP FILED	0			201506229594	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING	$471333.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/22/2015				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7436552140, -122.406986)
Resident	APN 2709065	21 MOUNTAIN SPRING AV		05/21/2013	BP ISSUED	-1	2011.1349		201009171084	ERECT 3 STORIES, 1 BASEMENT, 1 UNIT BUILDING.	$1061936.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/17/2010				Twin Peaks		Inner Sunset	SUPERVISORIAL DISTRICT 7	40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED		(37.7579672037, -122.448776)
Resident	APN 3534020	21 ROSEMONT PL		07/23/2014	PL FILED	0	2014.1145	RENOVATE (E) 2 STORY SINGLE FAMILY HOME TO (4) UNIT - 4 STORY BUILDING OVER BASEMENT/GARAGE WITH (3) PARKING SPACES.			$0.00		4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/23/2014	Curtis Hollenbeck	Curtis Hollenbeck	415 544 9883	Mission	Market and Octavia	Mission	SUPERVISORIAL DISTRICT 8	40-X	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	JPOLING	(37.7687605666, -122.425404)
Resident	APN 1254019	210 FREDERICK ST		03/23/2016	BP APPROVED	-1			201510028709	ADD A NEW DWELLING UNIT OF 265 SF AT REAR OF EXISTING BUILDING.	$68000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/02/2015				Haight Ashbury		Buena Vista	SUPERVISORIAL DISTRICT 5	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.7673991274, -122.446954)
Resident	APN 6048010	2774 SAN BRUNO AV		12/16/2014	BP FILED	0			201412163794	ERECT 2 STORIES OF 2 DWELLING UNITS.	$300000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/16/2014				Excelsior		South Central	SUPERVISORIAL DISTRICT 9	40-X	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE		(37.7266782192, -122.403469)
Mixres	APN 3542041	2100 MARKET ST		07/07/2014	PL APPROVED	-1	2014.0519	The proposed project is to demolish an existing 2-story mixed-used building and construct a 7-story, mixed-use residential and retail building.  The proposed new building will include 64 dwelling units, on grade parking for 15 cars with car lifts, and 4,			$16565418.00		60	60	0	0	2600	-1806	0	0	0	0	0	0	0	0	0	0	10/02/2014	Brian Spiers	Brian Spiers	415-445-4670	Castro/Upper Market	Market and Octavia	Buena Vista	SUPERVISORIAL DISTRICT 8	60/65-X	NCT-UPPER MARKET	UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT	MSMITH	(37.7675094270, -122.429432)
Mixres	APN 3576001	2100 MISSION ST		06/23/2014	BP FILED	-1	2009.0880	Demolition of a one-story commercial building and construction of a mixed-use building comprising 29 residential units, 14 residential parking spaces, a ground-floor commercial space.	201406239172		$7500000.00	APARTMENTS	29	29	0	0	2640	-4990	0	0	0	0	0	0	0	0	0	0	09/21/2009	David Silverman	David Silverman	415 567 9000	Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	65-B	NCT-MISSION	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	DDWYER	(37.7632279169, -122.419795)
Resident	APN 0629037	2101 & 2155 WEBSTER ST		04/01/2016	CONSTRUCTION	-1	2013.0227		201311222660	RENOVATE (E) OFFICE BLDG & DENTAL SCHOOL INTO 66-DWELLING UNITS. ADDITIONALLY PROPOSED PROJ WOULD CO	$62000000.00	APARTMENTS	76	76	0	0	0	0	0	0	0	0	0	0	0	-222838	0	0	11/22/2013				Pacific Heights		Marina	SUPERVISORIAL DISTRICT 2	160-F	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	GCABRERO	(37.7902960472, -122.432772)
Resident	APN 6611003	2104 CASTRO ST		11/19/2008	BP FILED	0			200811196948	RENOVATION/ADDITION TO A SINGLE FAMILY HOME. WORK WILL CREATE A 2ND DWELLING UNIT, BUILDING ENVELOPE	$189500.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/19/2008				Noe Valley		Central	SUPERVISORIAL DISTRICT 8	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7446165902, -122.433766)
Mixres	APN 2394046	2115 TARAVAL ST		12/31/2012	BP ISSUED	-1	2008.0794	"Existing 2,150 sqft, 22'-0"" two-unit residence with ground floor commercial. Proposed 5,000 sqft, 50'-0"" two-unit residence with office and commercial space."	201007146550	TO ERECT 4 STORIES, 2 UNITS, MIXED USE BUILDING.	$0.00		2	2	0	0	1000	0	1000	1000	0	0	0	0	0	0	0	0	06/17/2009	Kevin Ma	Kevin Ma	415.279.1578	Parkside		Outer Sunset	SUPERVISORIAL DISTRICT 4	50-X	NCD-TARAVAL	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	MACEVES	(37.7422219010, -122.488893)
Retail/Ent	APN 2360014	2120 TARAVAL ST		03/18/2015	PL FILED	0	2015-003342PRJ	Change of use from an existing automotive repair facility to a Medical Cannabis Dispensary.			$0.00		0	0	0	0	5000	5000	0	0	0	-5000	0	0	0	0	0	0	03/18/2015		Thomas Walsh, Jr.	6502074638	Parkside		Outer Sunset	SUPERVISORIAL DISTRICT 4	50-X	NCD-TARAVAL	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	EJACKSON	(37.7427172902, -122.488886)
Resident	APN 2187001E	2123 30TH AV		10/15/2015	BP FILED	0			201510159839	LEGALIZE UNIT PER ORDINANCE NO 43-14, AND ADD DECK AT REAR TO MEET OPEN SPACE REQUIREMENTS. LEGALIZE	$23000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/15/2015				Outer Sunset		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7476264735, -122.488160)
