PROJECT_TYPE	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	PLN_DESC	PROPUSE	BP_APPLNO	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPH	COST	FirstFiled	PLANNER	APN	PLAN_AREA	PLN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	NEIGHBORHOOD	HEIGHT_DISTRICT	Location
Resident	1710 OAKDALE AV		BP FILED	04/26/2010	0			2 FAMILY DWELLING	201004261017	ADD ONE UNIT TO (E) SINGLE FAMILY BUILDING. Replace front door and steps, replace rolling up garage door WITH regular garage door. Remove storage at rear OF BUILDING.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$10000.00	04/26/2010	DSANCHEZ	APN 5312049	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	C-2	COMMUNITY BUSINESS	Commercial	Bayview	40-X	(37.73603443840, -122.39233179600)
Resident	1715 26TH AV		BP FILED	03/19/2015	0			2 FAMILY DWELLING	201503191302	LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. LEGALIZE & REMODEL (E) ROOM ON THE GROUND FLOOR INCLUDE: 1 BEDROOM, 1 FULL BATHROOM, 1 COOKING & DINING AREA.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$45000.00	03/19/2015	NKWIATKO	APN 2023004		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Outer Sunset	40-X	(37.75541793210, -122.48434316000)
Mixres	1726 - 1730 MISSION ST		PL FILED	07/14/2015	0	2014-002026PRJ	Demolition of an existing vacant two (2) story industrial building.  New construction of a six (6) story, 68 ft tall mixed-use building.  Including: ground floor commercial space, an at-grade 29 car parking garage and 36 dwelling units on five (5) storie				36	36	0	0			900	-7299	0	0	0	0	0	0	0	-8199	900	900	0	0				$0.00	11/24/2014	AHUISMAN	APN 3532005	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	Mission	68-X	(37.76935930350, -122.42039943000)
Resident	1727 LOMBARD ST		BP FILED	01/23/2013	0	2012	Group housing for post-secondary educational institution (Academy of Art University).   Subject property contains 52 guest rooms and is currently a tourist motel.  Property features split-zoning, with front portion zoned NC-3 (group housing is principall	MISC GROUP RESIDNS.	201301238540	TO DUCUMENT CHANGE OF USE UNDER PLANNING CODE SECTION 182 (C). FROM HOTEL TO GROUP HOUSING.	14	14	0	0			0	-16000	0	0	0	0	0	0	0	0	0	0	0	-16000	Elisa Stephens	Bob Passmore	415-567-9872	$1.00	01/31/2012	EWATTY	APN 0506036		Marina	SUPERVISORIAL DISTRICT 2	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	Mixed Use	Marina	40-X	(37.80032139090, -122.43003137800)
Resident	1731 - 1741 POWELL ST		CONSTRUCTION	09/29/2016	1	2007	The project would renovate a gutted theater into 3,500 square feet of commercial space and 17 residential condominiums with 20 parking spaces.	THEATER	200908124639	PER SF PLANNING MOTION 17797 PERMITTING THE CONVERSION OF EXISTING THEATER TO MIX USE BUILDING WITH RESIDENTIAL CONDOMINIUMS AT THE FOUR UPPER FLOORS. COMMERCIAL UNITS ON 1ST FLOOR AND 1 SUBTERRANEAN FLOOR AS PARKING GARAGE WITH 27 PARKING SPACES.FULL BA	19	18	0	0	Fee Payment		0	-15320	0	0	0	0	0	0	0	0	0	-15320	0	0				$10559748.00	12/15/2008	TFRYE	APN 0101004		Northeast	SUPERVISORIAL DISTRICT 3	NCD	NORTH BEACH NEIGHBORHOOD COMMERCIAL	Mixed Use	Russian Hill	40-X	(37.80068262360, -122.41128750500)
Resident	1734 NEWCOMB AV		BP FILED	09/24/2010	1	2010	Addition of a dwelling unit in the basement of an existing single family residence.	2 FAMILY DWELLING	201009241613	CREATING AN IN-LAW UNIT. REMOVE (E) BSMT STAIRS&CHIMNEY.REPAIR 2/FL USING MATCHING MATERIAL.REPAIR 3/FL & ROOF DUE TO THE REMOVAL OF CHIMNEY.RELOCATE (E) WATER HEATER&FURNACE IN 1/FL.(E)FACADE FINISH LAP SIDING.REPAIR (E)DECK&ADD (N)BACK STAIR.MOVE 1/FL	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Horace Johnson	Horace Johnson	415-573-8334	$45000.00	06/10/2010	BFU	APN 5305010	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bayview	40-X	(37.73687961260, -122.39215624200)
Resident	1738 FILBERT ST		BP ISSUED	06/06/2016	1			2 FAMILY DWELLING	201511203266	PER CITY ORDINANCE 43-14, LEGALIZE EXISTING IN-LAW UNIT IN FRONT DETACHED HOUSE PER ORDINANCE 43-14. NEW KITCHEN AT GROUND FLOOR.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$50000.00	11/20/2015	JIMENEZS	APN 0520008		Marina	SUPERVISORIAL DISTRICT 2	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Marina	40-X	(37.79930289610, -122.42815997900)
Mixres	1740 MARKET ST		PL APPROVED	07/28/2016	1	2014	The proposed project is to demolish the existing 25,108 square foot commercial building and construct an 9-story, 85-foot tall mixed use building.  The existing building on the 13, 642 square foot subject lot was constructed in 1940.  The proposed new bu				100	100	15	15			7630	-17478	0	0	0	0	0	-25108	0	0	7630	7630	0	0				$0.00	03/18/2014	TCHANG	APN 0855010	Market and Octavia	Buena Vista	SUPERVISORIAL DISTRICT 5	NCT-3	MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	Mixed Use	Western Addition	85-X	(37.77254417690, -122.42310203000)
Resident	1748 OAKDALE AV		BP FILED	06/25/2013	0	2015-003152PRJ	Legalize pre-existing as-built structure. 2-story over basement with garage. Convert (E) single family dwelling to two-family dwelling units. Comply with NOV 201033245.	2 FAMILY DWELLING	201306250390	LEGALIZE PRE-EXISTING AS BUILT STRUCTURE - 2 STORY OVER BASEMENT WITH GARAGE.(5 BDROOMS, 2 LIVING RMS, 3 BATHROOMS, 1 KITCHEN, 1 GARAGE)  CONVERT (E) SINGLE FAMILY DWELLING TO TWO FAMILY DWELLINGS UNIT, COMPLY WITH NOV#201033245	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$20000.00	06/25/2013	EJARDINE	APN 5312013	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bayview	40-X	(37.73637340150, -122.39293000000)
Resident	1749 DOLORES ST		CONSTRUCTION	10/05/2015	1			2 FAMILY DWELLING	201312305300	HORIZONTAL FRONT ADDITION ON UPPER CREAT NEW 2ND DWELLING UNIT ON LOWER LEVEL, (NO INCREASE IN SQ FT.) IN EXISTING LIVING SPACE.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$170000.00	12/30/2013	ETUFFY	APN 6659006		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bernal Heights	40-X	(37.74162046900, -122.42384630700)
Resident	175 BREWSTER ST		CONSTRUCTION	06/24/2016	1			1 FAMILY DWELLING	201305157021	ERECT 4 STORY, TYPE 5, SINGLE FAMILY DWELLING BUILDING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chad Hami	Chris Fol	577-9885	$479000.00	05/15/2013	MSNYDER	APN 5577012		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Bernal Heights	40-X	(37.74367828110, -122.40714723400)
Resident	175 MAYNARD ST		BP ISSUED	01/22/2016	1			2 FAMILY DWELLING	201505287372	UNIT LEGALIZATION ORDINANCE# 43-14. 1 BEDROOM, 1 BATH, 1 KITCHEN. 1 HOUR CORRIDER THROUGH GARAGE. CEILING FOR FIRE SEPERATION. ENLARGE WINDOW OPENING. REPLACE LIGHTING & ADD CIRCUIT TO KITCHEN.LEGALIZE (E) LIVING ROOM, BEDROOM, KTCHEN AND BATH	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$50000.00	05/28/2015	CLARKECO	APN 5891004A		South Central	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Excelsior	40-X	(37.72958961990, -122.42660330100)
Resident	1750 OAKDALE AV		BP FILED	02/14/2013	0			2 FAMILY DWELLING	201302140247	TO ERECT 4 STORIES, TWO UNIT RESIDENTIAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$200000.00	02/14/2013	EJARDINE	APN 5312014	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bayview	40-X	(37.73641327900, -122.39300037700)
Resident	1756 REVERE AV		CONSTRUCTION	06/01/2015	1			2 FAMILY DWELLING	201310159297	"HORIZONTAL EXTENSION AT REAR (APPROX 20'-0""). CHANGE OF USE FROM SINGLE FAMILY TO 2 UNITS. 2 NEW BEDROOMS, KITCHEN, BATHROOM RELOCATION ON 1ST FLOOR. ADD 1 BED, 1 BATH & STUDY ON 2ND FLOOR."	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$160000.00	10/15/2013	DHARRIS	APN 5338018	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bayview	40-X	(37.73343934720, -122.39275331800)
Resident	176 RANDALL ST		BP APPROVED	02/11/2014	1	2008	Demo existing 1,410 sqft, 22-feet in height single-family residence with one parking space and replace with a 4,986 sqft, 35-feet in height 2-unit building with 4 parking spaces.	2 FAMILY DWELLING	200712261296	ERECT A NEW 3 STORIES 2 FAMILY DWELLING, OVER BASEMENT.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Michael Allorecht			$854000.00	12/26/2007	JPOLING	APN 6655030		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Glen Park	40-X	(37.73993178650, -122.42728750700)
Resident	1762 12TH AV		CONSTRUCTION	08/18/2016	1	2014	The proposal involves new construction of a three-story, single-family dwelling on a vacant lot.  This project has been reviewed by the Residential Design Team and meets Planning Code.	1 FAMILY DWELLING	201307151824	ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$728000.00	07/15/2013	MBOUDREA	APN 2038A018		Inner Sunset	SUPERVISORIAL DISTRICT 7	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Inner Sunset	40-X	(37.75528698690, -122.46859396400)
Resident	1767 BEACH ST		BP FILED	01/30/2015	0			APARTMENTS	201501307147	LEGALIZE (E) IN LAW UNIT UNDER AMNESTY PROGRAM ORDINANCE #4314	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$7250.00	01/30/2015		APN 0443A017		Marina	SUPERVISORIAL DISTRICT 2	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Marina	40-X	(37.80400339740, -122.43835651200)
Resident	2429 CHESTNUT ST		BP ISSUED	08/30/2016	1			APARTMENTS	201309066225	CONVERT UNIT 2429 FROM 1 UNIT INTO 2 UNITS. NO CHANGE TO UNIT 2431.	4	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$134900.00	09/06/2013	AKIRBY	APN 0935024		Marina	SUPERVISORIAL DISTRICT 2	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Marina	40-X	(37.79962450300, -122.44338105300)
Resident	1769 11TH AV		CONSTRUCTION	08/18/2016	1	2014	New construction of a three-story 4,625 sf single-family home with two parking spaces.	1 FAMILY DWELLING	201306068876	TO ERECT 3 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$900000.00	06/06/2013	TWANG	APN 2038A013		Inner Sunset	SUPERVISORIAL DISTRICT 7	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Inner Sunset	40-X	(37.75523669220, -122.46817430700)
Resident	177 SAGAMORE ST		BP APPROVED	03/10/2016	1			1 FAMILY DWELLING	201403211380	"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$692000.00	03/21/2014	MBOUDREA	APN 7147050		Ingleside	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Ocean View	40-X	(37.71112298210, -122.45828956400)
Resident	1776 VALLEJO ST		BP FILED	01/27/2016	0	2016-001466PRJ	TO ERECT 2 STORIES OF ONE SINGLE FAMILY	1 FAMILY DWELLING	201601278103	TO ERECT 2 STORIES OF ONE SINGLE FAMILY	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$299000.00	01/27/2016	BBENDIX	APN 0552031		Marina	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Pacific Heights	40-X	(37.79659884410, -122.42667838200)
Resident	1779 22ND AV		BP FILED	09/13/2016	0			2 FAMILY DWELLING	201609228551	CONVERT EXISTING GROUND FLOOR IN-LAW UNIT FOR A LEGAL IN-LAW DWELLING UNIT PER ORD 43-14.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$6000.00	09/13/2016		APN 2027012A		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Outer Sunset	40-X	(37.75450634700, -122.48004505700)
Resident	191 BREWSTER ST		CONSTRUCTION	06/24/2016	1	2009	New 2,811 sqft single-family residence on vacant lot.	1 FAMILY DWELLING	200609253193	TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$600000.00	09/25/2006	CTEAGUE	APN 5577011		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Bernal Heights	40-X	(37.74360757820, -122.40717515500)
Resident	1780 REVERE AV		BP FILED	09/22/2015	1	2015-013583PRJ	The proposal includes the conversion of a single-family dwelling into a two-family dwelling by adding a second unit within the existing building envelope. The project also includes facade alterations such as two new windows and a new door at the front el	2 FAMILY DWELLING	201509227704	1) DEMOLISH EXTG STAIR. 2)REPLACE & INSTALL NEW STAIR AND LANDING COVER. 3) INSTALL NEW EXTERIOR DOOR, EXTERIOR WINDOWS AND INSTALL NEW PLANTERS AND PAVERS. 5) FRAME NEW KITCHEN, LIVING ROOM, BEDROOM & LAUNDRY ROOM.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$45000.00	09/22/2015	CLARKECO	APN 5338025	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bayview	40-X	(37.73371849100, -122.39324594100)
Resident	1785 15TH ST		CONSTRUCTION	09/08/2016	1	2012	"The proposed projec is the construction of a new 7,941 sf, 8-unit apartment building with no parking.  The existing structure on site is to be demolished.  
Revised CPE submitted 5/23/14 - Revisions filed to change the unit count from 8 to 9 units and c"	APARTMENTS	201210242702	ERECT 5-STORY, TYPE 3, 8 DWELLING UNITS BUILDING.	8	8	0	0			0	-765	0	0	0	0	0	0	0	-765	0	0	0	0				$1800000.00	10/24/2012	JACKSON	APN 3555036	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 8	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	Residential	Mission	55-X	(37.76620632310, -122.42380625000)
Resident	184 LONDON ST		BP FILED	03/16/2016	0	2016-004266PRJ	LEGALIZE AS BUILT UNIT ON LOWER FLOOR PER PLAN. ORDINANCE 43-14.	2 FAMILY DWELLING	201603162161	LEGALIZE AS BUILT UNIT ON LOWER FLOOR PER PLAN. ORDINANCE 43-14.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$20000.00	03/16/2016	ALEXANDE	APN 6013009		South Central	SUPERVISORIAL DISTRICT 11	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Excelsior	40-X	(37.72632798920, -122.43285180800)
Resident	1790 SAN JOSE AV		BP FILED	06/17/2016	0	2016-008904PRJ	REMODEL AN (E) 2 STORY BUILDING WITH 3 COMMERCIAL SPACE ON GROUND FLOOR & 1 RESIDENTIAL UNIT ON THE 2ND FLOOR INTO 4 STORY BUILDING WITH A DENTAL OFFICE ON THE 1ST FLOOR & 5 UNITS ON 2ND TO 4TH FLOORS. NEW FOUNDATION, INT WALLS, FLOORS, WINDOWS, DOORS &	APARTMENTS	201606170282	REMODEL AN (E) 2 STORY BUILDING WITH 3 COMMERCIAL SPACE ON GROUND FLOOR & 1 RESIDENTIAL UNIT ON THE 2ND FLOOR INTO 4 STORY BUILDING WITH A DENTAL OFFICE ON THE 1ST FLOOR & 5 UNITS ON 2ND TO 4TH FLOORS. NEW FOUNDATION, INT WALLS, FLOORS, WINDOWS, DOORS &	5	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$2000000.00	06/17/2016	EJACKSON	APN 6793009		South Central	SUPERVISORIAL DISTRICT 11	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	Outer Mission	40-X	(37.72926656470, -122.43996637400)
Mixres	1794 SAN JOSE AV		PL FILED	12/17/2015	0	2015-006863PRJ	Remodel of existing two story building with dental office into a four story building with dental office on 1st floor, and four dwelling units on the 2nd to 4th floors.	APARTMENTS	201505277278	REMODEL OF (E) 2-STORY BLDG W/ DENTAL OFFICE INTO 4-STORY BLDG W/ DENTAL OFFICE & (4)(N) DWELLING UNITS. PROJECT WILL NOT EXPAND THE (E) BLDG'S FOOTPRINT, VERTICAL ADDITIONS ONLY. (E) NON-COMPLYING REAR YARD TO REMAIN, OPEN AREA (25'X25'+/-) ON 3RD & 4TH	4	2	0	0			2193	-878	0	0	0	0	2193	-878	0	0	0	0	0	0				$1450000.00	05/27/2015	EJACKSON	APN 6793011		South Central	SUPERVISORIAL DISTRICT 11	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	Outer Mission	40-X	(37.72919658720, -122.44009136400)
Mixres	1798 BRYANT ST		PL FILED	01/08/2016	0	2015-006511PRJ	Construction of a new mixed-use building containing rental group housing and ground floor corner retail space.				7	7	0	0			39418	34239	35904	35904	0	0	0	-5179	0	0	3514	3514	0	0				$0.00	01/08/2016	VBYRD	APN 3965010	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	Mission	68-X	(37.76452160210, -122.41065261000)
Resident	18 SHOTWELL ST		BP FILED	06/24/2016	0	2016-005711PRJ	New construction of a three (3) unit residential structure within the rear yard.	APARTMENTS	201606240826	"TO CONSTRUCT NEW 3-STORIES, NO BASEMENT, 3 UNITS APARTMENT BUILDING.
** MAHER: N/A **"	5	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prado Engineering		4158890878	$450000.00	05/03/2016	RSUCRE	APN 3549051	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	Mission	50-X	(37.76805595230, -122.41697956200)
CIE	180 NEW MONTGOMERY ST		BP FILED	08/26/2016	0			SCHOOL	201608266139	"THIS PERMIT IS FOR A CHANGE OF USE FROM OFFICE TO OFFICE/POST SECONDARY EDUCATION INSTITUTION.
** MA"	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$53000.00	08/26/2016		APN 3722022	Central SoMa; Transit Center District; Downtown	Downtown	SUPERVISORIAL DISTRICT 6	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	Commercial	Financial District	150-S	(37.78625101990, -122.39952076700)
MIPS	1800 - 1900 OWENS ST	EXCHANGE ON 16TH	CONSTRUCTION	09/30/2016	1	2012	Construct two new 12 story buildings for a total of 995,000s/f, which will have 680,000s/f office and 315,000s/f parking (680 spaces), 34 bike spaces. Note that the lot listed in application is 008 which has not be sited yet.	OFFICE	201409045458	TO ERECT 12 STORIES, 1.5 BASEMENT, OFFICE, RETAIL AND PARKING BUILDING.	0	0	0	0			680000	680000	0	0	0	0	680000	680000	0	0	0	0	0	0				$191000000.00	09/04/2014	AA CONV	APN 8727005	Mission Bay	South of Market	SUPERVISORIAL DISTRICT 6	MB-RA	SEE MISSION BAY SOUTH REDEVELOPMENT PLAN	Mixed Use	Potrero Hill	MB-RA	(37.76557941630, -122.39318802200)
Resident	1800 BUCHANAN ST	1805 BUCHANAN ST	BP ISSUED	08/08/2016	1	2015-007328PRJ	Proposes to construct a new 4-story residential building over an existing underground garage structure serving an adjacent property.  The new building would contain six dwelling units and five off- street parking spaces.	APARTMENTS	201602220182	TO ERECT 3 STORIES OF 6 DWELLING UNITS	6	6	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Reuben, Junius, and Rose, LLP		4155679000	$2405000.00	06/10/2015	AKIRBY	APN 0676033	Japantown	Western Addition	SUPERVISORIAL DISTRICT 5	NCD	JAPANTOWN NEIGHBORHOOD COMMERCIAL DISTRICT	Mixed Use	Western Addition	50-X	(37.78679390080, -122.43032499300)
Mixres	1801 AND 1863 MISSION ST		BP FILED	10/03/2013	0	2009	Construction of two new residential buildings in existing parking lots. The projects would include: Site 1: 17 dwelling units, 7 pkg spaces & retail space; Site 2: 37 residential units, 17 PKG space and retail.	APARTMENTS	201310038419	ERECT 7 STORIES,17 DWELLING UNIT,MIX USE,TYPE 1 .	54	54	0	0			3235	3235	0	0	0	0	0	0	0	0	3235	3235	0	0				$2000000.00	10/23/2009	CTOWNES	APN 3548033	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Mission	40-X	(37.76726568530, -122.41946186800)
Resident	1801 SCOTT ST		BP ISSUED	12/11/2014	1	2013	Replacement of parking lot with a single family dwelling	1 FAMILY DWELLING	201311222590	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	HARVEY HACKER	HARVEY HACKER	415-957-0579	$267000.00	06/11/2013	GCABRERO	APN 1050007		Western Addition	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Western Addition	40-X	(37.78649086020, -122.43860173200)
Resident	181 CORBETT AV		BP FILED	06/09/2016	0	2016-008545PRJ	Comply with NOV 201498751. Legalize 3rd DU by adding kitchen per section 207.3 (ord. 43.14) & change occupancy. previous permitted work under PA# 8011064 & #8305024. Add fire sprinklers & 1-hr separation between units & garage. Ordinance 43-16 (see back	APARTMENTS	201606099522	Comply with NOV 201498751. Legalize 3rd DU by adding kitchen per section 207.3 (ord. 43.14) & change occupancy. previous permitted work under PA# 8011064 & #8305024. Add fire sprinklers & 1-hr separation between units & garage. Ordinance 43-16 (see back	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$15000.00	06/09/2016	KCONNER	APN 2656049		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Castro/Upper Market	40-X	(37.76152506920, -122.44237582100)
Mixres	181 FREMONT ST		CONSTRUCTION	09/30/2016	1	2007	66-story office mixed-use high-rise project, 796,933 total gsf, 878-ft, with class A office space (floors 2-44), 140 units residential (floors 47-65), with sky lobby, and auto lift-accessed 241-space 4-level underground parking;  requiring demolition of	APARTMENTS	201305015894	"TO ERECT 54 STORIES, 5 BASEMENT, 74 RESIDENTIAL UNITS WITH RETAIL, OFFICE, PARKING BUILDING.
"	74	74	0	0	Fee Payment	Ownership	530316	492866	0	0	0	0	530316	492866	0	0	0	0	0	0	Daniel Kingsley	Daniel Kingsley	415.421.8200	$136313594.00	05/15/2007	SJONES	APN 3719010	Transbay; Transit Center District; Downtown	Downtown	SUPERVISORIAL DISTRICT 6	C-3-O(SD)	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	Commercial	Financial District	700-S-2	(37.78964243930, -122.39522078800)
Mixres	181 TURK ST / 180 JONES ST		BP ISSUED	09/09/2015	1	2005	Build 32 dwellings, ground floor commercial space and 8 off-street parking spaces on site authorized as vacant, but used as parking lot.	APARTMENTS	200608230323	ERECT 8 STORIES OVER BASEMENT RESIDENTIAL, RETAIL & PARKING BUILDING.	37	37	4	4	On-site BMR Project	Ownership	3060	3060	0	0	0	0	0	0	0	0	3060	3060	0	0				$12038000.00	03/16/2005	TFRYE	APN 0343014		Downtown	SUPERVISORIAL DISTRICT 6	RC-4	RESIDENTIAL- COMMERCIAL, HIGH DENSITY	Mixed Use	Downtown/Civic Center	80-T-120-T	(37.78282591940, -122.41215509500)
Resident	1812 TAYLOR ST		BP ISSUED	07/13/2011	1	2010	Add dwelling unit on ground floor with no expansion of the building	APARTMENTS	200709193055	ADD 3RD UNIT AT GROUND FLOOR 450 SF. 3 PARKING SPACES PROVIDED IN GARAGE. MECH, ELECT. & PLUMB UPGRADES FOR NEW UNIT. ADD WINDOWS, NO BUILDING OUT OF ENVELOPE. CHANGE OF OCCUPANCY FROM R-3 TO R-1.	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$72000.00	09/19/2007	AHOLLIST	APN 0119025		Northeast	SUPERVISORIAL DISTRICT 3	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	Residential	Russian Hill	40-X	(37.79917199720, -122.41375246400)
Resident	1893 OAKDALE AV		BP FILED	07/22/2013	0	2014-001128PRJ	TO ERECT 4 STORIES, NO BASEMENT, TWO FAMILIES DWELLING. DEMO OF STORAGE STRUCTURE.	1 FAMILY DWELLING	201307222452	TO ERECT 4 STORIES, NO BASEMENT, TWO FAMILIES DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$480000.00	07/22/2013	JSPEIRS	APN 5320015	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bayview	40-X	(37.73747661330, -122.39592648300)
