PROJECT_TYPE	BLKLOT	NAMEADDR	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANTNET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM_PROP	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	supervisor	PLAN_DISTRICT	PLAN_AREA	Location 1
Resident	2347004G	2350 19TH AV	Yes	CONSTRUCTION	10/27/2017 12:00:00 AM	10	10	0	0	Fee Payment 			2007.0178	The proposed project would demolish a 300 square foot carport/office shack, subdivide one lot into five new (25'x100') lots, and the construct two units on each lot for a total of ten dwelling units.	TO ERECT 4 STORY, 2 DWELLING UNITS BUILDING.	0	0	0			0			0			0			0					0						INISHIMU	San Franc	Chris Fol	577-9885	Parkside	RH-2	Residential	RH-2	7	14 - Inner Sunset		(37.7440376282, -122.4753646851)
Mixres	6800045	4320 MISSION ST	No	BP FILED	07/09/2015 12:00:00 AM	10	10						2014.1125	Merging Lots 001, 004 and 405.  Demolish existing single story restaurant.  Constructing a new four-story mixed-use structure including 10 residential dwelling units, 1,700 sq.ft. first floor commercial space and 10 spaces off-street parking garage.	ERECT A FOUR STORY 10 DWELLING UNITS AND COMMERCIAL RETAIL MIXED USE BUILDING.	0	0	0			0			0			0			0				0	0						TRANNANC				Outer Mission	NCD	Mixed Use	NCD-EXCELSIOR	11	12 - South Central		(37.7284584045, -122.4319000244)
Mixres	5311035	4712 - 4720 03RD ST	Yes	BP APPROVED	09/11/2017 12:15:00 PM	10	10						2014.1000	The existing structure is a one-story stucco building consist of 3 vacant retail units.  The existing building will be demolished.  The proposed project is to construct a 4-story mixed-use building with 13 condominiums as well as a retail space at ground 	ERECT 4-STORY, RESIDENTIAL CARE FACILITY FOR THE ELDERLY OVER COMMERCIAL BUILDING.	1118	-1376	0			0			0			0			2494	1118	-1376		0	0						AA CONV				Bayview	NC-3	Mixed Use	NC-3	10	10 - South Bayshore	Bayview Hunters Point	(37.7354431152, -122.3908462524)
Resident	3777072	530, 542, & 548 BRANNAN ST	Yes	BP ISSUED	12/30/2016 10:07:00 AM	42	10						2014.1021	Change in Use of 27 Units from Live/Work to Residential (530 Brannan = 10; 542 Brannan = 9; 548 Brannan = 8). Variances required for Rear Yard, Exposure, Open Space & Dwelling Unit Mix.	WORKING IN COMMON AREA. CHANGE OF OCCUPANCY FROM (E) LIVE/WORK UNITS INTO RESIDENTIAL DWELLING UNITS. DISCONNECT (E) ELECTRICAL @ SUBDIVIDED UNITS & RECONNECT TO NEW PG & E APPROVED METERS @ GARAGE LEVEL. COMPLIANCE W/ ORDINANCE NO. 155-13 NOT REQUIRED.	0	0																	0							RSUCRE				South of Market	RED	Residential	RED	6	9 - South of Market	Western SoMa (EN); Central SoMa	(37.7779159546, -122.3976364136)
Resident	0694003	1033 POLK ST	No	PL FILED	06/17/2015 12:00:00 AM	9	9						2014.0914	Build a new 8 story residential mixed-use building to the rear of an existing historic building.  The proposed program is for ground floor and second floor commercial/office space (3,175 sq.ft.) and 6 levels of residential space totaling 7,260 sq.ft. net.		0	0	0			0			0			0			0				0	0						AA CONV				Downtown/Civic Center	RC-4	Mixed Use	RC-4	3	4 - Downtown	Van Ness Corridor	(37.7864341736, -122.4200668335)
Resident	4913011	1298 FITZGERALD AV	No	BP FILED	10/10/2014 12:00:00 AM	9	9						2014.0969	Demolition of an existing 2,190 sq. ft. dwelling and construction of a four-story, 22,803 sq. ft. nine-unit dwelling with ten off-street parking spaces and 1,.975 sf of combined private/common open space.	CONSTRUCT 4-STORY, 9 DWELLING UNITS BUILDING.	0	0	0			0			0			0			0					0						DVU				Bayview	RM-1	Residential	RM-1	10	10 - South Bayshore	Bayview Hunters Point	(37.7221260071, -122.3927993774)
Mixres	0185029	1469 PACIFIC AV	No	PL FILED	07/10/2013 12:00:00 AM	9	9						2013.0915	Multi-unit residential. Changing industrial into apartment building	CONVERT WAREHOUSE BLDG TO 9 UNIT RESID, 21 OFF-STREET PARKING SPACE, RETAINS EAST, SOUTH & WEST WALLS, DEMOLISH FRONT FACADE. CONSTRUCT 10-FOOT GARAGE PODIUM WITH THREE-STORIES OF RES'D ABOVE, 2 SEPARATE RES'D STRUCTURE W/MID-LOT OPEN SPACE, FRONT STRUCTU	1120	-9303	0			0			0	1120	-537	0	0	-8766	0					0						TBLOMGRE	Paul Bogatsky	Gary Gee	415-863-8881	Nob Hill	NCD	Mixed Use	NCD-PACIFIC	3	3 - Northeast		(37.7950592041, -122.4194259644)
Mixres	1186009J	1735 - 1751 FULTON ST	No	PL FILED	03/03/2016 12:00:00 AM	9	9						2015-013965PRJ	"Demolish two buildings (One Story each) and merge the lot to build 5 story with 9 dwelling units over retail.

The PPA was submitted on 10/09/15 and the 90 day deadline is 01/07/16."		4340	61													4279	4340	61		0								Jeff Prose		4155129660	Haight Ashbury	NC-1	Mixed Use	NC-1	5	5 - Western Addition		(37.7756462097, -122.4454421997)
Mixres	0871004	1870 MARKET ST	No	BP FILED	05/01/2015 12:00:00 AM	9	9						2014.1060	Demolition of 1-story structure at the back of the lot.  Replace with 85 feet structure with 9 residential units above a ground floor commercial space.	ERECT AN 8 STORY 9 RESIDENTIAL UNITS AND COMMERCIAL BUILDING.	1427	927	0			0			500	0	-500	0			0	1427	1427		0	0						ASBAGHCL				Western Addition	NCT-3	Mixed Use	NCT-3	8	6 - Buena Vista	Market and Octavia; Market Octavia Living Alleys; Lower Haight Public Realm Plan	(37.7712631226, -122.4246749878)
Mixres	3554001	1900 MISSION ST	No	BP FILED	07/08/2015 12:00:00 AM	9	9						2013.1330	The proposed project would construct a 6-story building with ground floor retail space, second floor office space, and four floors of two and three-bedroom condos for a total of 9 residential units. The project would include 5 off-street parking spaces an	ERECT 7-STORY, TYPE 1, 11 DWELLING UNITS, AND RETAIL WITH 1 BASEMENT BUILDING.	2569	630	0			0			0	1725	1725	0	0	-1939	0	844	844		0	0						DVU	Kevin Stephens	Kevin Stephens	509-5661	Mission	NCT	Mixed Use	NCT-MISSION	9	8 - Mission	Mission (EN); Mission District Streetscape Plan; Mission Public Life Plan	(37.7665367126, -122.4201049805)
Mixres	0510001	2101 LOMBARD ST	No	BP FILED	10/05/2016 12:00:00 AM	9	9						2015-015252PRJ	DEMOLISH OF 1 STORY COMMERCIAL RETAIL BUILDING.  ERECT A 4 STORY TYPE 5, 9 UNITS RESIDENTIAL AND COMMERCIAL BUILDING.	ERECT A 4 STORY TYPE 5, 9 UNITS RESIDENTIAL AND COMMERCIAL BUILDING.	3174	1062													2112	3174	1062		0							MAYCHRIS	Ghiai Architects		4157752113	Marina	NC-3	Mixed Use	NC-3	2	2 - Marina		(37.7995834351, -122.4362792969)
Resident	3576061	657 VALENCIA ST	No	BP FILED	10/23/2015 12:00:00 AM	4	4						2015-015680PRJ	ERECT 5 STORIES OF 4 DWELLING UNIT . TYPE 5	ERECT 5 STORIES OF 4 DWELLING UNIT . TYPE 5	0	0	0			0			0			0			0				0	0						SMENDRIN		SHAIKH USMAN & FATIMA		Mission	NCT	Mixed Use	NCT-VALENCIA	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7624168396, -122.4213638306)
Resident	1193048	2150A - 2166 HAYES ST	No	PL FILED	11/08/2016 12:00:00 AM	9	9						2015-011253PRJ	"DEMOLITION OF EXISTING MEDICAL OFFICES ON MERGED LOT UNDER CONDITIONAL USE.  CONSTRUCTION OF 3 NEW SEPARATE 4 -STORY RESIDENTIAL BUILDINGS CONTAINING THREE (3) RESIDENTIAL UNITS (FLATS) O/ GRAGE EACH,  FOR A TOTAL OF NINE (9) RESIDENTIAL FLATS.

The PPA w"		0	-17851							17851	0	-17851								0								Leonardo Zylberberg	Leonardo Zylberberg	415-845-8239	Haight Ashbury	RH-3	Residential	RH-3	5	5 - Western Addition		(37.7734832764, -122.4519805908)
Mixres	3559001	2201 MARKET ST	Yes	PL APPROVED	07/27/2016 12:00:00 AM	9	9	2	2				2014.0161	The proposed project is the demolition of an (existing) 2-story commercial building and the construction of a (new) 6-story, mixed-use commercial and 9-unit residential building. The proposed project would have a below-grade garage with 7 off-street parki	ERECT A 6 STORIES, 9 DWELLING, BASEMENT, TYPE 1B NEW BUILDING.	2650	-1138													3788	2650	-1138									DVU	Chris Foley 	Chris Foley 	361-4803	Castro/Upper Market	NCT	Mixed Use	NCT-UPPER MARKET	8	7 - Central	Market and Octavia; Market Octavia Living Alleys	(37.7653617859, -122.4311904907)
Resident	3753099	225 SHIPLEY ST	No	BP FILED	12/31/2015 12:00:00 AM	9	9						2016-000601PRJ	TO ERECT 4 STORIES OF 9 DWELLING UNITS - MAHER ORDINANCE - EXTENDED ORDINANCE NO.155-13 NOT REQUIRED	TO ERECT 4 STORIES OF 9 DWELLING UNITS - MAHER ORDINANCE - EXTENDED ORDINANCE NO.155-13 NOT REQUIRED	0	0	0			0			0			0			0				0	0						SOUTHWES	D SHIPLEY LLC 	D SHIPLEY LLC		South of Market	MUR	Mixed Use	MUR	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7792778015, -122.4032669067)
Mixres	3593001	2300 HARRISON ST	No	PL FILED		9	9						2016-010589PRJ	The proposed project is a vertical addition to an existing 3-story office building via new construction of a 5-story-over-basement building, including below-grade parking level, one story of mixed use and parking, two stories of office use and two stories		98088	29550							68538	95138	26600				0	2950	2950													Mission	UMU	Mixed Use	UMU	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7602920532, -122.4132003784)
Mixres	4108003F	2420 03RD ST	No	BP FILED	05/08/2014 12:00:00 AM	9	9						2013.0673	The proposed project would involve new construction of a 3-story with mezzanine mixed use building with 9 residential units and one commercial unit located at ground level. The project would have no off-street parking and 12 bicycle parking spaces. 	ERECT 3 STORIES , 9 DWELLING UNITS, TYPE 5 BUILDING	475	475	0			0			0			0			0	475	475			0						JNAVARRE	Angus McCarthy			Potrero Hill	UMU	Mixed Use	UMU	10	9 - South of Market	Central Waterfront (EN); Dogpatch Public Realm Plan	(37.7589416504, -122.3887252808)
Resident	3753089	265 SHIPLEY ST	No	PL FILED	08/15/2014 12:00:00 AM	9	9						2013.1549	The proposed project would include a lot merger of Lots 089 & 090 and construction of a new 5 story, 9 unit residential building, with 6 off-street parking spaces located in a below-grade garage. 		0	0	0			0			0			0			0					0						DDWYER	Peter  Naughton	Robert  Edmonds	415 285-1300	South of Market	MUR	Mixed Use	MUR	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7786483765, -122.4040603638)
Mixres	3753146	300 05TH ST	No	PL FILED		9	9						2016-009538PRJ			1300	1300														1300	1300													South of Market	MUR	Mixed Use	MUR	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7798461914, -122.4034957886)
Mixres	1408001	301 25TH AV	No	PL FILED	06/17/2015 12:00:00 AM	9	9						2014.0952PRJ	Demolish existing structures.  Subdivide into 3 parcels.  Lot 1:  4-story building with retail and parking at ground floor; residential and open space at floors 2, 3 & 4.  Lots 2 & 3:  4-story building with parking and open space at ground floor and resid		1777	1777													0	1777	1777		0							SLAI	Double AA Corp.	Wisfe Aish	650-589-7722	Outer Richmond	NC-1	Mixed Use	NC-1	1	1 - Richmond		(37.7836227417, -122.4852600098)
Resident	0809001	301 GROVE ST	No	PL FILED		9	9						2015-015133PRJ			0	0																												Downtown/Civic Center	NCT-3	Mixed Use	NCT-3	5	5 - Western Addition	Market and Octavia; Market Octavia Living Alleys; Civic Center Public Realm Plan	(37.7778282166, -122.4217910767)
Resident	3521053A	33 NORFOLK ST	No	BP FILED	06/09/2014 12:00:00 AM	9	9						2014.0008	The project sponsor proposes to merge Lots 053A and 093 and to replace the existing commercial building and parking lot with a 5-story mixed use building.  The project will have 9 residential units and approximately 1,250 s.f. of commercial space. The pro	"TO ERECT 5 STORIES, NO BASEMENT, TYPE 1, 11 DWELLING UNITS AND PARKING BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED. ROUTE TO DPH **"	0	-2900	0			0			0			2900	0	-2900	0					0						CTOWNES				South of Market	WMUG	Mixed Use	WMUG	6	8 - Mission	Western SoMa (EN)	(37.771156311, -122.4138565063)
Resident	0317005	436 OFARRELL ST	Yes	CONSTRUCTION	08/28/2017 12:00:00 AM	9	9						2009.0258	Conversion of nine offices into nine residential units.  One on-site BMR unit will be provided on-site.  All work will occur within the existing building.  Conditional Use Authorization required for reduction of off-street parking requirements in NOMARSUD	CONVERTING OF NINE OFFICES TO NINE RESIDENTIAL UNITS	0	-9709	0			0			0	0	-9709	0			0					0						PLAVALLE				Downtown/Civic Center	RC-4	Mixed Use	RC-4	6	4 - Downtown		(37.7861061096, -122.4119949341)
Mixres	0206002	447 BATTERY ST	No	PL FILED	06/23/2016 12:00:00 AM	9	9						2014.1036	Demolition of existing three story building.  Construction of a new 18 story hotel/residential project.  Project will have approximately 144 hotel rooms, 9 residential units, hotel and residential lobby, ground level retail, loading dock and below grade p		85510	67534							12376	0	-12376				5600	2470	-3130		0		83040	83040	0	144	144					Financial District	C-3-O	Commercial	C-3-O	3	3 - Northeast	Downtown	(37.7955551147, -122.4007263184)
Resident	3777072	530, 542, & 548 BRANNAN ST	Yes	BP ISSUED	12/29/2016 08:51:00 AM	45	9						2014.1021	Change in Use of 27 Units from Live/Work to Residential (530 Brannan = 10; 542 Brannan = 9; 548 Brannan = 8). Variances required for Rear Yard, Exposure, Open Space & Dwelling Unit Mix.	WORKING AT COMMON AREA. CHANGE OF OCCUPANCY FROM (E) LIVE/WORK UNITS INTO RESIDENTIAL DWELLING UNITS. DISCONNECT (E) ELECTRICAL @ SUBDIVIDED UNITS & RECONNECT TO NEW PG & E APPROVED METERS @ GARAGE LEVEL. COMPLIANCE W/ ORDINANCE NO. 155-13 NOT REQUIRED.	0	0																	0							RSUCRE				South of Market	RED	Residential	RED	6	9 - South of Market	Western SoMa (EN); Central SoMa	(37.7779159546, -122.3976364136)
Resident	3726028	1082 HOWARD ST	No	PL FILED	01/21/2016 12:00:00 AM	8	8						2015-010371PRJ	Demolish an existing two story retail sales building and construct a new nine story, eight dwelling, 83.5 foot tall, multi-family residential building. There is no garage/parking. The ground floor will include active space (lobby). The lowest dwelling is 		0	-2801	0			0			0			0			2801	0	-2801			0						VBYRD	Arcon Construction Inc.		4157596228	South of Market	MUG	Mixed Use	MUG	6	4 - Downtown	East SoMa (EN)	(37.7784881592, -122.4091491699)
Resident	0572013	1458 BROADWAY	Yes	PL APPROVED	08/11/2016 12:00:00 AM	8	8						2014-002834PRJ	Change of use and vertical addition to convert a 2-story building with ground floor parking, and a second floor commercial office space into a 6-story building with a ground floor garage for (5) cars, (8) bicycle spaces and (8) residential units above.  t	"

CONSTRUCT N/6 STORIES RESID'L OCCUP. BLDG CHANGE OF USE & VERTICAL ADDITION TO CONVERT A 2 UNIT STORY BLDG W/G/F PARKING & 2/F COMM'L OFFICE SPACE INTO A 6 STORY BLDG W/A G/F GARAGE FOR 8 CARS, 8 BICYCLE SPACES & 8 RESIDENTIAL UNITS ABOVE. PROPOSAL ALSO"	0	0	0			0			0			0			0					0						NFOSTER	Y.A. Studios		920-1839	Russian Hill	RM-2	Residential	RM-2	3	3 - Northeast		(37.7963409424, -122.4210891724)
Mixres	3196028	1532 OCEAN AV	Yes	BP FILED	09/10/2014 12:00:00 AM	9	8						2015-001171PRJ	VERTICAL ADDITION. 2 STORY BUILDING ADDITION OVER EXISTING 2 STORY APT/RETAIL. ADD 4 BEDROOM, 3 BATHROOMS, 3 KITCHENS ON 3RD FLOOR. ADD 4 BEDROOMS, 3 BATHROOMS, 3 KITCHEN ON 4TH FLOOR.	VERTICAL ADDITION. 2 STORY BUILDING ADDITION OVER EXISTING 2 STORY APT/RETAIL. ADD 4 BEDROOM, 3 BATHROOMS, 3 KITCHENS ON 3RD FLOOR. ADD 4 BEDROOMS, 3 BATHROOMS, 3 KITCHEN ON 4TH FLOOR.	0	0	0			0			0			0			0					0						TRANNANC		MAXSTONE INVESTMENT LLC		West of Twin Peaks	NCT	Mixed Use	NCT-OCEAN	7	13 - Ingleside	Ocean Avenue Corridor Design; Balboa Park	(37.724697113, -122.4587783813)
Resident	3555036	1785 15TH ST	Yes	CONSTRUCTION	10/31/2016 12:00:00 AM	8	8						2012.0147	"The proposed projec is the construction of a new 7,941 sf, 8-unit apartment building with no parking.  The existing structure on site is to be demolished.  
Revised CPE submitted 5/23/14 - Revisions filed to change the unit count from 8 to 9 units and cha"	ERECT 5-STORY, TYPE 3, 8 DWELLING UNITS BUILDING.	0	-765	0			0			0			765	0	-765	0					0						JACKSON 				Mission	RTO-M	Residential	RTO-M	8	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.766204834, -122.4238052368)
Resident	7138038A	159 SADOWA ST	No	BP Filed	06/01/2017 12:00:00 AM	2	1		0						LEGALIZE UNIT ON 1ST FLOOR WITH KITCHEN, 2 FULL BATH, 2 BEDROOM, LIVING ROOM, 1 SOCIAL ROOM & FOYER 	0	0			0			0			0			0			0		0			0								Ocean View	RH-1	Residential	RH-1	11	13 - Ingleside		(37.7120475769, -122.4578323364)
Resident	6617018	1599 DOLORES ST	No	BP FILED	02/22/2016 12:00:00 AM	3	1						2016-002913PRJ	ALTERED SITE TO #2013-0724-2652(S). CONVERT LOWER LEVEL OFFICE SPACE TO RESIDENTIAL UNIT. REMODEL 2 (E) UNITS. ROOF DECK. SPRINKLER UNDER SEPARATE PERMIT. NEW CURB CUT @ RELOCATIONG GARAGE. REMOVE OLD CURB CUT.	"ALTERED SITE TO #2013-0724-2652(S). CONVERT LOWER LEVEL OFFICE SPACE TO RESIDENTIAL UNIT. REMODEL 2 (E) UNITS. ROOF DECK. SPRINKLER UNDER SEPARATE PERMIT. NEW CURB CUT @ RELOCATIONG GARAGE. REMOVE OLD CURB CUT.


"	0	0	0			0			0			0			0				0	0						TKENNEDY	WANG YING YING	WANG YING		Bernal Heights	NC-1	Mixed Use	NC-1	8	7 - Central	Mission District Streetscape Plan	(37.7439842224, -122.4240188599)
Resident	2690008	160 CASELLI AV	No	BP FILED	01/17/2017 12:00:00 AM	2	1						2016-010185PRJ	Demolition of an existing 2-story, single family home. Construction of a new 3-story building with two residential unit.	ERECT 3-STORY, TYPE 5-B, 0 BASEMENT, 2 FAMILY DWELLING UNITS BUILDING.	0	0																	0							VFLORES	Designpad Architecture	Patrick Perez	4153707269	Castro/Upper Market	RH-2	Residential	RH-2	8	7 - Central		(37.7598609924, -122.4422149658)
Resident	2111001	1601 ORTEGA ST	No	BP FILED	03/08/2017 12:00:00 AM	2	1								1ST FLOOR UNIT ADDITION, CONVERT (E) (2) HALF BATH TO FULL BATH, ADD KITCHEN AT HALL AREA, ADD ENTRANCE DOOR AND FIX WINDOWS PER ORDINANCE 162-16	0	0																	0											Outer Sunset	RH-1	Residential	RH-1	4	15 - Outer Sunset		(37.7520179749, -122.4808349609)
Resident	5524029	1604 TREAT AV	Yes	BP REINSTATED	07/27/2017 02:01:00 PM	1	1		0						CONVERT (E) STORAGE TO ADU PER ORD. NO 162-16.	0	0			0			0			0			0			0		0			0								Bernal Heights	RH-2	Residential	RH-2	9	11 - Bernal Heights		(37.744720459, -122.4126205444)
Resident	5934026	161 UNIVERSITY ST	Yes	BP ISSUED	08/03/2017 09:47:00 AM	2	1						2014-003253PRJ	LEGALIZE 2ND UNIT ON GROUND FLOOR PER ORDINANCE #43-13.	LEGALIZE UNIT ON GROUND FLOOR PER ORDINANCE #43-13.	0	0	0			0			0			0			0					0						NKWIATKO		JIANG ZUO PEI & KUANG QUN DI		Excelsior	RH-1	Residential	RH-1	9	12 - South Central		(37.7279663086, -122.414352417)
Resident	5322047	1615 OAKDALE AV	Yes	CONSTRUCTION	06/30/2017 12:00:00 AM	3	1						2016-003897PRJ	LEGALIZATION OF IN-LAW UNIT PER ORD 43-14 PROVIDE GAS & ELE METERS.	LEGALIZATION OF IN-LAW UNIT PER ORD 43-14 PROVIDE GAS & ELE METERS. FIRE SPRINKLER UNDER SEPARATE PERMIT.	0	0	0			0			0			0			0				0	0						ALEXANDE	MEDRANO-LOPEZ JOSE A LOPEZ	MEDRANO-LOPEZ JOSE A		Bayview	RH-2	Residential	RH-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7348327637, -122.3912811279)
Resident	5556019	162 BREWSTER ST	Yes	CONSTRUCTION	05/21/2014 12:00:00 AM	1	1								TO ERECT A NEW 2-STORY, SINGLE FAMILY DWELLING UNIT BUILDING.	0	0	0			0			0			0			0					0						EOROPEZA				Bernal Heights	RH-1	Residential	RH-1	9	11 - Bernal Heights		(37.744102478, -122.4074020386)
Resident	0495001C	1631 CHESTNUT ST	No	BP FILED	08/04/2016 12:00:00 AM	16	1						2016-011226PRJ	REMODEL (E) REAR PORTION OF GROUND FLOOR TO CREATE NEW 2 BEDROOM ONE BATH DWELLING UNIT. REF PA (SOFT STORY) 201508033119	REMODEL (E) REAR PORTION OF GROUND FLOOR TO CREATE NEW 2 BEDROOM ONE BATH DWELLING UNIT.  REF PA (SOFT STORY) 201508033119	0	0																	0							KCONNER	Jace Architecture		4154400920	Marina	RH-3	Residential	RH-3	2	2 - Marina		(37.8013648987, -122.4301223755)
